variant,rank,rulebook_hash,label,composite_fitness,avg_exp,min_exp,neg_count,avg_dd_abs,worst_dd_abs,exp_stdev,total_trades,expectancy_pct,max_drawdown_pct,trade_count,win_rate,profit_factor,fitness_swing,exit_dist
ga_top1,1,027ab610c028af0dfb731a9abd06e03eb2774f7d35bfef0e1923ecf9ba2fbe83,2024,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,6.302065162194418,0.0,3,100.0,16148.982512893112,-0.7654531546050602,"{""take_profit"": 1, ""time_out"": 2}"
ga_top1,1,027ab610c028af0dfb731a9abd06e03eb2774f7d35bfef0e1923ecf9ba2fbe83,2025H2,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,9.679615166896623,-6.198669256325772,9,88.88888888888889,15.062211308199684,53.87548371933989,"{""fold_end_mark_to_market"": 1, ""take_profit"": 1, ""time_out"": 7}"
ga_top2,2,b81cc1ba5cd2c969c310b78150180f3f97c4171a75a3b130e51f22597f784dbb,2022,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,7.68469431574496,-2.707707122601086,5,60.0,15.190356089831559,33.841842005671694,"{""time_out"": 5}"
ga_top2,2,b81cc1ba5cd2c969c310b78150180f3f97c4171a75a3b130e51f22597f784dbb,2023,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,6.975455196664721,0.0,3,66.66666666666666,2.674007271607754,9.743999308981271,"{""take_profit"": 2, ""time_out"": 1}"
ga_top2,2,b81cc1ba5cd2c969c310b78150180f3f97c4171a75a3b130e51f22597f784dbb,2024,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,6.302065162194418,0.0,3,100.0,16148.982512893112,-0.7654531546050602,"{""take_profit"": 1, ""time_out"": 2}"
ga_top2,2,b81cc1ba5cd2c969c310b78150180f3f97c4171a75a3b130e51f22597f784dbb,2025H2,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,9.679615166896623,-6.198669256325772,9,88.88888888888889,15.062211308199684,53.87548371933989,"{""fold_end_mark_to_market"": 1, ""take_profit"": 1, ""time_out"": 7}"
ga_top3,3,ef56c324e6bf7081308f85b47f10e2fb1c290c4b2f3bd5fce7d645e82bc8e63d,2022,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,7.68469431574496,-2.707707122601086,5,60.0,15.190356089831559,33.841842005671694,"{""time_out"": 5}"
ga_top3,3,ef56c324e6bf7081308f85b47f10e2fb1c290c4b2f3bd5fce7d645e82bc8e63d,2023,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,6.975455196664721,0.0,3,66.66666666666666,2.674007271607754,9.743999308981271,"{""take_profit"": 2, ""time_out"": 1}"
ga_top3,3,ef56c324e6bf7081308f85b47f10e2fb1c290c4b2f3bd5fce7d645e82bc8e63d,2024,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,6.302065162194418,0.0,3,100.0,16148.982512893112,-0.7654531546050602,"{""take_profit"": 1, ""time_out"": 2}"
ga_top3,3,ef56c324e6bf7081308f85b47f10e2fb1c290c4b2f3bd5fce7d645e82bc8e63d,2025H2,18.079982976736122,7.660457460375181,6.302065162194418,0,2.2265940947317144,6.198669256325772,1.264124500000733,20,9.679615166896623,-6.198669256325772,9,88.88888888888889,15.062211308199684,53.87548371933989,"{""fold_end_mark_to_market"": 1, ""take_profit"": 1, ""time_out"": 7}"
