date,score,regime,kospi_60d,sp500_60d,vix,sector_tech,sector_finance,sector_energy,sector_healthcare,sector_consumer,sector_industrials,sector_materials,peer_EMN,peer_DD,peer_LYB,peer_WLK,macro_ind,cost_oil
2019-09-20,60.7437336730957,neutral,0.0,0.0,15.31999969482422,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-09-23,61.20020016988119,neutral,0.0,0.0,14.90999984741211,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-09-24,58.81766751607259,neutral,0.0,0.0,17.049999237060547,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-09-25,60.031199957529694,neutral,0.0,0.0,15.960000038146973,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-09-26,59.9087336730957,neutral,0.0,0.0,16.06999969482422,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-09-27,58.628400764465326,neutral,0.0,0.0,17.219999313354492,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-09-30,59.71946692148845,neutral,0.0,0.0,16.239999771118164,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-01,53.13781623467392,neutral,0.0,-1.1996153079730676,18.559999465942383,52.772891742598425,39.11490720224904,7.660664385254712,29.580854770933705,41.13665958242258,42.84502364893867,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-02,44.61554894994803,neutral,0.0,-3.088295493390836,20.559999465942383,41.58500426362595,28.268626173525668,0.0,22.138702622843965,31.80028562380805,34.61538002443394,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-03,47.33183668611167,neutral,0.0,-2.754368713862543,19.1200008392334,43.70715179918712,31.944936473423457,0.0,24.748548753798904,32.396676919379814,38.957168804548985,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-04,53.5064277821203,neutral,0.0,-1.5967113595777738,17.040000915527344,50.0,38.0910043319801,0.0,32.081696709378946,35.93789435176016,40.71910508708494,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-07,49.6228221712757,neutral,0.0,-2.487913144759868,17.860000610351562,44.26916248353814,32.344632578107664,0.0,35.882731818370885,28.320419070682235,29.844393051927163,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-08,41.81439709126354,neutral,0.0,-4.022160643281336,20.280000686645508,33.60148828010347,25.497173859299185,0.0,25.604508458300657,21.7625071533233,24.38196480315098,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-09,47.65565547305313,neutral,0.0,-2.8175435619414824,18.63999938964844,45.4122885941169,31.13208508037819,0.0,31.449348244614384,26.391559037196437,25.37226192176652,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-10,53.06854535350451,neutral,0.0,-1.5510564958773565,17.56999969482422,50.12429539072289,40.30519015923174,7.252639842614101,33.73101898428428,34.20368928603846,40.180763765009466,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-11,57.68975092417335,neutral,0.0,-0.8293547482301711,15.579999923706056,53.26998255990474,42.69422923707207,13.342390414930575,35.008634907803824,40.32282321222015,48.50710287430983,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-14,60.407355864041065,neutral,0.0,-0.351413342716389,14.56999969482422,55.14310432858678,45.52612750140679,10.962413621508697,39.8648617750132,43.32840195666233,44.8354070117143,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-15,63.91472357190723,neutral,0.0,0.3567770588310814,13.539999961853027,54.90073141045555,51.60714558192665,10.745433601608523,49.83619755707737,47.38195614224917,48.45177727680723,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-16,60.81945415324577,neutral,0.0,-0.5250436520975565,13.68000030517578,48.65967331837946,45.22798782209515,3.100283212001571,46.09289545543445,46.058828051571865,41.97353458320359,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-17,60.06156428598739,neutral,0.0,-0.7156707269448725,13.789999961853027,43.59518091484139,40.55285147620309,1.4884258579148195,49.511856140027966,44.865796248654846,42.2618216899336,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-18,59.99626381420993,neutral,0.0,-0.5816208557370195,14.25,40.89916312739062,45.243154362240205,4.277508072274905,50.109026994368655,46.66639682467312,39.00473008894785,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-21,60.104826876849245,neutral,0.0,-0.6325519369452248,14.0,45.09627318979466,46.68873247611012,14.771805667534458,47.77345479486357,46.1553842405057,42.99364029222231,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-22,58.9449129910916,neutral,0.0,-0.8268860899314334,14.460000038146973,38.732732070992384,49.12189606135515,22.668798358723443,46.80910569298919,45.404647086353066,47.76672746685213,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-23,61.24419609611637,neutral,0.0,-0.2874010947185534,14.010000228881836,42.31799717467739,52.64180220330679,21.303652442152163,52.06408061281815,46.47887081964698,45.55275110936442,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-24,65.88142857782388,neutral,0.0,1.0035685860882548,13.710000038146973,57.18090696001627,54.42477876106195,20.81339870114125,54.49857197890957,51.98805385472755,51.86328011221149,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-25,71.50241663945482,bull,0.0,2.335824864425562,12.649999618530272,65.92830723712058,68.65263956044072,35.63970009307661,54.38305612336642,58.31372059578983,65.00459303362578,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-28,75.4106624433411,bull,0.0,3.661938618332528,13.109999656677246,81.1195318090245,71.55798039148883,39.90065240163605,60.76331147050313,64.14057582742912,69.78369831228576,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-29,85.61922749772444,bull,0.0,6.754568185611887,13.199999809265137,99.2409180493245,90.8545779655196,56.99658460901109,80.48024938534077,75.31975845893264,86.35377456319333,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-30,83.15809255215221,bull,0.0,5.725647740163486,12.329999923706056,93.56576352642271,81.90703620965164,47.26636168205929,76.64891839817618,70.65478094882388,80.268599949552,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-10-31,80.83267434690266,bull,0.0,5.325282393258424,13.220000267028809,89.87611611527254,86.44861239139163,48.88103746106255,75.86304723907196,65.79170678638376,74.86964283437254,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-01,78.72091632245032,bull,0.0,4.384474960440543,12.300000190734863,83.25355095030602,84.11593167157977,45.98393946019098,69.60785296939227,59.37943972478206,77.34685640046641,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-04,81.74583680149243,bull,0.0,5.468971014965551,12.829999923706056,92.1709958386799,90.4858438859368,67.85110545540448,67.39606264817951,64.45599011951815,87.98729445801663,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-05,85.4075102963146,bull,0.0,6.65765321630527,13.100000381469728,98.73485115539624,100.0,74.74314481282835,68.78246296338281,72.81890584520795,96.65234402847018,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-06,80.8884329676024,bull,0.0,5.141609852057449,12.619999885559082,85.07556415479907,99.11044595056023,59.33154321723961,63.851024364136656,64.89576691256,90.52083416744468,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-07,92.32775599041386,bull,0.0,8.610146644231097,12.729999542236328,100.0,100.0,88.05401269028441,79.7285342609801,78.35860866642858,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-08,93.09737300097454,bull,0.0,8.620591798363652,12.06999969482422,100.0,100.0,89.17910397178592,81.74958356042401,79.45283277650313,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-11,86.55769561863767,bull,0.0,6.865768545439321,12.6899995803833,100.0,100.0,79.20026297460353,73.13635930866143,72.43505468819018,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-12,82.85875672586816,bull,0.0,5.752747119689161,12.68000030517578,93.91591556765118,100.0,65.09953820431176,71.27542915971003,65.59439160502629,95.26667277018224,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-13,85.56758621130832,bull,0.0,6.672275863392496,13.0,97.86897511092148,100.0,67.2174929247565,76.36804287005978,63.84392603529972,96.2043965615333,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-14,82.89875120098347,bull,0.0,5.8883254240004845,13.050000190734863,90.87500572204594,100.0,62.55157400535667,72.56052380210727,56.3106074219903,94.58812810427236,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-15,86.9083828042409,bull,0.0,6.757214904977715,12.050000190734863,96.54805495840876,100.0,68.82556345185426,86.31960394995403,57.10288545018911,97.78384511952804,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-18,96.11488100043888,bull,0.0,9.65610431287276,12.460000038146973,100.0,100.0,80.28948753672401,97.14958830409375,72.74874731286359,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-19,91.48440266876564,bull,0.0,8.40056068595989,12.859999656677246,100.0,100.0,70.19573333583125,95.15552599863491,61.94320627836132,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-20,91.37300746391622,bull,0.0,8.340422149987248,12.779999732971191,100.0,100.0,78.73771698183059,97.667113340487,63.28378897665217,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-21,88.06704185667763,bull,0.0,7.465532595226554,13.130000114440918,100.0,100.0,79.8322785734958,95.09523618587686,54.09214161397742,97.65435202034452,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-22,85.22803354534012,bull,0.0,6.3499701145663945,12.34000015258789,94.2488561663057,100.0,70.44191290477981,92.9329453856242,50.041539927607694,91.21936031998764,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-25,88.18320333060643,bull,0.0,7.079540960958664,11.869999885559082,100.0,100.0,70.96381233998824,98.62033850091484,57.484532898972105,92.89862603430106,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-26,91.81933181524091,bull,0.0,8.06015953183119,11.539999961853027,100.0,100.0,68.70628812154641,100.0,63.05735454692447,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-27,89.20959900140839,bull,0.0,7.347379700422518,11.75,100.0,100.0,62.8448420557482,100.0,62.38880618654026,94.5295840155314,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-11-29,82.22867392543397,bull,0.0,5.543682139406925,12.619999885559082,90.39477744232056,99.18030565660524,51.44753206242587,96.52824397433298,49.51047259981718,82.45067458840234,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-02,76.32533353549653,bull,0.0,4.537540009684604,14.90999984741211,83.1288437170485,95.91834003952188,48.81416743568069,92.62083211812218,44.18084042805327,72.60366341402764,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-03,72.8757771526058,bull,0.0,3.853373158522833,15.960000038146973,82.38965201698407,80.1507585852594,31.730602919849535,96.4447721858413,37.35205444371727,65.36870233783839,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-04,76.2440790025391,bull,0.0,4.476423764467175,14.800000190734863,87.27634039346172,83.26181457896571,33.25675342953317,99.95036561195,42.02279564990986,62.66958902226389,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-05,74.57483269537394,bull,0.0,3.882129961505254,14.520000457763672,83.69406897134053,82.71689527604971,30.485396146430094,94.54636962756152,40.61583866744208,58.0512019705834,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-06,77.73710007825397,bull,0.0,4.530209985252931,13.619999885559082,86.6927583367883,86.9649826449494,42.739296406139616,98.32899923272748,42.19697447339161,63.87482572362764,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-09,74.39299374367548,bull,0.0,4.275138008432844,15.859999656677246,87.82651005790294,81.59005192821974,38.294038455244994,94.8038288537842,43.80165774592494,59.1367650001255,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-10,75.30422448812352,bull,0.0,4.488387448365772,15.68000030517578,89.58747365733817,83.63860317849344,23.388242091694,97.20185618803984,49.34341744286032,58.95558899350113,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-11,76.18581767159999,bull,0.0,4.522405225033466,14.989999771118164,91.02594472766984,81.8437625102641,29.27709372646837,96.85620547190706,47.59339223987642,62.43059864848794,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-12,80.22211605829864,bull,0.0,5.382594677337615,13.9399995803833,96.87501759979696,90.32256662244272,40.476188130398725,100.0,52.20372563794835,67.75782015323013,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-13,81.69906132382482,bull,0.0,5.388138435370715,12.630000114440918,99.28798716883054,90.8594530592018,38.02395597744347,99.03665090600616,54.01013056697907,68.991347925584,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-16,86.49616656632332,bull,0.0,6.663610084566796,12.140000343322754,100.0,98.78916984620376,48.69451819027971,100.0,63.78851944370752,74.8040144677093,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-17,86.4828586038883,bull,0.0,6.7097175684254,12.289999961853027,100.0,99.94670204630104,48.85808000496845,100.0,64.27863855374822,75.30255273280858,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-18,89.0240233225802,bull,0.0,7.568926971291878,12.579999923706056,100.0,100.0,58.7849952463297,100.0,70.3313284255915,76.09426777771407,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-19,88.50752035466196,bull,0.0,7.3872561063985875,12.5,100.0,98.23779049041744,57.77758250837268,100.0,67.24565132104728,74.12506395458647,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-20,91.14228389834818,bull,0.0,8.181025245950991,12.510000228881836,100.0,98.64093901586808,64.4198628295229,100.0,68.56943479837537,73.1915747489495,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-23,93.27229620094973,bull,0.0,8.853428745615123,12.609999656677246,100.0,95.2440495750288,69.78870172797531,100.0,69.17775565102443,79.60529002870959,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-24,91.31263514859928,bull,0.0,8.285570570061962,12.670000076293944,100.0,97.8571483067104,73.31079633415334,100.0,65.9072247902865,76.72936798085601,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-26,97.0496670913696,bull,0.0,10.191647380643644,12.649999618530272,100.0,100.0,85.53516051807581,100.0,76.61038928587999,90.9133222404865,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-27,96.1812663269043,bull,0.0,12.204206904650803,13.43000030517578,100.0,100.0,96.711580145532,100.0,86.20045120786742,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-30,94.63373367309568,bull,0.0,10.67329646013988,14.81999969482422,100.0,100.0,73.50052861855845,100.0,80.18371525092122,94.70128723981504,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-31,93.93625638010158,bull,0.0,9.443396824842852,13.779999732971191,100.0,100.0,73.17880618592571,100.0,76.00233553413823,88.7514916217927,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-02,97.25006636937458,bull,0.0,10.856851096975028,12.470000267028809,100.0,100.0,82.61827825611118,100.0,84.58301147828612,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-03,95.52439949035644,bull,0.0,11.814135625951591,14.020000457763672,100.0,100.0,90.25044612849184,100.0,85.67477692871034,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-06,95.7136662419637,bull,0.0,11.19682598778946,13.850000381469728,100.0,100.0,89.53198986471251,100.0,82.62981661498598,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-07,95.78046670913696,bull,0.0,10.1782446915472,13.789999961853027,100.0,100.0,81.4250719513225,100.0,78.26235161822311,98.62033761033544,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-08,94.5601587419837,bull,0.0,9.520347558889664,13.449999809265137,100.0,100.0,65.71946548637948,100.0,73.92405857735291,90.29944378934525,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-09,97.1721333758036,bull,0.0,10.402375435722888,12.539999961853027,100.0,100.0,69.78915391782454,100.0,76.96424154082244,93.63988701130694,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-10,93.82309477857108,bull,0.0,9.001968573723307,12.5600004196167,100.0,96.27982141947751,64.7160322209956,100.0,69.53285690872164,85.46009832411012,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-13,97.35808065168509,bull,0.0,9.982304093576811,12.31999969482422,100.0,100.0,72.16792524818167,100.0,69.04333551214864,90.13982052796038,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-14,95.7163524752172,bull,0.0,9.513165857234965,12.390000343322754,100.0,99.9286580891306,71.89079226728353,100.0,67.52305023196698,87.55960433710581,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-15,97.30573324839273,bull,0.0,10.14969167659665,12.420000076293944,100.0,95.5353861678619,70.77856213669071,100.0,67.35289169481968,93.0855019693238,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-16,97.41706700642904,bull,0.0,10.313234717967768,12.31999969482422,100.0,92.80702691329152,62.48924015500885,100.0,70.14682913087074,95.2196373514252,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-17,97.66199957529705,bull,0.0,11.135889239971242,12.100000381469728,100.0,95.91837796173424,52.72108587564857,100.0,75.32424143983746,91.02039065902376,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-21,96.82699957529704,bull,0.0,10.526474028307288,12.850000381469728,100.0,89.06796549931235,39.6272598815713,100.0,76.14215828055123,85.12822664701021,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-22,96.7602001698812,bull,0.0,10.34651003378062,12.90999984741211,100.0,91.40351947985198,36.95798702873727,100.0,76.15513253681279,81.55806085426171,50.0,50.0,50.0,50.0,50.0,50.0,50.0
