ticker,model_hash,origin_train_label,regime,group,members,group_size,learned_threshold,threshold_valid,group_passed_rows,final_entry_rows,count_distribution,g3_floor_percentile,g3_floor_norm,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid,full_group_threshold_present
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,183,22,"{""0"": 11, ""1"": 54, ""2"": 166, ""3"": 19}",0.15,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",2,2,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,186,22,"{""0"": 21, ""1"": 43, ""2"": 104, ""3"": 82}",,,2,2,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,295,2,"{""0"": 6, ""1"": 199, ""2"": 171, ""3"": 102, ""4"": 22}",,,2,3,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,6,2,"{""0"": 298, ""1"": 132, ""2"": 64, ""3"": 6, ""4"": 0}",,,2,3,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,263,2,"{""0"": 54, ""1"": 90, ""2"": 315, ""3"": 41}",0.15,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",2,2,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,384,2,"{""0"": 22, ""1"": 94, ""2"": 176, ""3"": 208}",,,2,2,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,175,41,"{""0"": 10, ""1"": 67, ""2"": 98, ""3"": 58, ""4"": 19}",,,2,3,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,102,41,"{""0"": 2, ""1"": 47, ""2"": 101, ""3"": 82, ""4"": 20}",,,2,3,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,191,41,"{""0"": 4, ""1"": 57, ""2"": 169, ""3"": 22}",0.15,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",2,2,True,False
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,180,41,"{""0"": 12, ""1"": 60, ""2"": 96, ""3"": 84}",,,2,2,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,169,22,"{""0"": 5, ""1"": 76, ""2"": 144, ""3"": 25, ""4"": 0}",,,2,3,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,207,22,"{""0"": 1, ""1"": 42, ""2"": 100, ""3"": 107, ""4"": 0}",,,2,3,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,166,22,"{""0"": 15, ""1"": 47, ""2"": 188, ""3"": 0}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,63,22,"{""0"": 44, ""1"": 143, ""2"": 61, ""3"": 2}",,,2,2,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,259,7,"{""0"": 1, ""1"": 240, ""2"": 254, ""3"": 5, ""4"": 0}",,,2,3,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,75,7,"{""0"": 232, ""1"": 193, ""2"": 69, ""3"": 6, ""4"": 0}",,,2,3,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,137,7,"{""0"": 14, ""1"": 91, ""2"": 395, ""3"": 0}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,130,7,"{""0"": 79, ""1"": 291, ""2"": 130, ""3"": 0}",,,2,2,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,174,32,"{""0"": 0, ""1"": 78, ""2"": 138, ""3"": 34, ""4"": 2}",,,2,3,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,239,32,"{""0"": 0, ""1"": 13, ""2"": 58, ""3"": 181, ""4"": 0}",,,2,3,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,180,32,"{""0"": 15, ""1"": 45, ""2"": 192, ""3"": 0}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,748dc10583f70d19e2f7a1720116c5371b84ce8d4a6749efd6447fef3c884b3e,train_3,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,71,32,"{""0"": 44, ""1"": 137, ""2"": 70, ""3"": 1}",,,2,2,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,56,20,"{""0"": 35, ""1"": 59, ""2"": 101, ""3"": 48, ""4"": 8}",,,2,3,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,243,20,"{""0"": 0, ""1"": 8, ""2"": 29, ""3"": 69, ""4"": 145}",,,2,3,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,193,20,"{""0"": 1, ""1"": 4, ""2"": 14, ""3"": 232}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,105,20,"{""0"": 40, ""1"": 106, ""2"": 105, ""3"": 0}",,,2,2,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,99,29,"{""0"": 62, ""1"": 132, ""2"": 207, ""3"": 91, ""4"": 8}",,,2,3,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,478,29,"{""0"": 0, ""1"": 22, ""2"": 132, ""3"": 207, ""4"": 139}",,,2,3,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,389,29,"{""0"": 8, ""1"": 4, ""2"": 34, ""3"": 454}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,206,29,"{""0"": 88, ""1"": 206, ""2"": 204, ""3"": 2}",,,2,2,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,54,19,"{""0"": 34, ""1"": 63, ""2"": 101, ""3"": 50, ""4"": 4}",,,2,3,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,182,19,"{""0"": 18, ""1"": 52, ""2"": 40, ""3"": 60, ""4"": 82}",,,2,3,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,200,19,"{""0"": 7, ""1"": 9, ""2"": 14, ""3"": 222}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,f224ea1271f00ea7c9525e8516f4208086fcf66e6ce08bad02b3746f1cf57693,train_1,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,116,19,"{""0"": 41, ""1"": 95, ""2"": 116, ""3"": 0}",,,2,2,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,178,20,"{""0"": 2, ""1"": 70, ""2"": 132, ""3"": 40, ""4"": 6}",,,2,3,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,98,20,"{""0"": 0, ""1"": 49, ""2"": 103, ""3"": 83, ""4"": 15}",,,2,3,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,187,20,"{""0"": 5, ""1"": 8, ""2"": 179, ""3"": 58}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,107,20,"{""0"": 22, ""1"": 121, ""2"": 99, ""3"": 8}",,,2,2,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,368,28,"{""0"": 2, ""1"": 130, ""2"": 222, ""3"": 122, ""4"": 24}",,,2,3,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,120,28,"{""0"": 9, ""1"": 134, ""2"": 237, ""3"": 100, ""4"": 20}",,,2,3,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,383,28,"{""0"": 9, ""1"": 23, ""2"": 308, ""3"": 160}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,206,28,"{""0"": 37, ""1"": 257, ""2"": 198, ""3"": 8}",,,2,2,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,192,21,"{""0"": 3, ""1"": 57, ""2"": 118, ""3"": 55, ""4"": 19}",,,2,3,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,52,21,"{""0"": 26, ""1"": 72, ""2"": 102, ""3"": 50, ""4"": 2}",,,2,3,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,190,21,"{""0"": 13, ""1"": 7, ""2"": 171, ""3"": 61}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,ee8f1f8010abf939f8f1afdc722e0dc3f12e091f738bc2537749e5e285ba780c,train_2,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,104,21,"{""0"": 21, ""1"": 127, ""2"": 101, ""3"": 3}",,,2,2,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,56,20,"{""0"": 14, ""1"": 32, ""2"": 148, ""3"": 44, ""4"": 12}",,,2,3,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,236,20,"{""0"": 5, ""1"": 9, ""2"": 29, ""3"": 60, ""4"": 147}",,,2,3,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,132,20,"{""0"": 59, ""1"": 58, ""2"": 74, ""3"": 59}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,106,20,"{""0"": 87, ""1"": 57, ""2"": 46, ""3"": 60}",,,2,2,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,54,21,"{""0"": 32, ""1"": 91, ""2"": 323, ""3"": 44, ""4"": 10}",,,2,3,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,489,21,"{""0"": 0, ""1"": 11, ""2"": 92, ""3"": 139, ""4"": 258}",,,2,3,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,323,21,"{""0"": 87, ""1"": 86, ""2"": 192, ""3"": 135}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,215,21,"{""0"": 176, ""1"": 109, ""2"": 103, ""3"": 112}",,,2,2,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,65,17,"{""0"": 18, ""1"": 45, ""2"": 124, ""3"": 53, ""4"": 12}",,,2,3,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,232,17,"{""0"": 0, ""1"": 20, ""2"": 43, ""3"": 49, ""4"": 140}",,,2,3,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,157,17,"{""0"": 40, ""1"": 55, ""2"": 58, ""3"": 99}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,67f0303177110a664f9d8bb61daf5b3a27790e54a94437abd3c8fffb248513fe,train_3,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,107,17,"{""0"": 85, ""1"": 60, ""2"": 54, ""3"": 53}",,,2,2,True,False
