candidate_id,stage,ticker,rulebook_hash,signal_date,label_status,in_log_based_3430,previous_logged_entry_signal_date,next_logged_entry_signal_date,between_logged_entries,calendar_days_from_previous_entry,calendar_days_to_next_entry,during_logged_holding_interval,holding_entry_signal_date,holding_entry_fill_date,holding_exit_date,holding_period_label,cluster_id,cluster_start,cluster_end,cluster_length,cluster_contains_logged_entry_key,continuation_after_logged_entry_same_cluster,inclusion_class
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-13,LABELED,False,2021-04-01,2021-04-20,True,12,7,False,,,,,C000009,2021-04-13,2021-04-13,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-15,LABELED,False,2021-04-01,2021-04-20,True,14,5,False,,,,,C000010,2021-04-15,2021-04-16,2,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-16,LABELED,False,2021-04-01,2021-04-20,True,15,4,False,,,,,C000010,2021-04-15,2021-04-16,2,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-28,LABELED,False,2021-04-20,2021-05-06,True,8,8,True,2021-04-20,2021-04-21,2021-04-28,stress_pre_2022h1,C000012,2021-04-28,2021-05-07,8,True,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-29,LABELED,False,2021-04-20,2021-05-06,True,9,7,False,,,,,C000012,2021-04-28,2021-05-07,8,True,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-30,LABELED,False,2021-04-20,2021-05-06,True,10,6,False,,,,,C000012,2021-04-28,2021-05-07,8,True,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-03,LABELED,False,2021-04-20,2021-05-06,True,13,3,False,,,,,C000012,2021-04-28,2021-05-07,8,True,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-04,LABELED,False,2021-04-20,2021-05-06,True,14,2,False,,,,,C000012,2021-04-28,2021-05-07,8,True,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-05,LABELED,False,2021-04-20,2021-05-06,True,15,1,False,,,,,C000012,2021-04-28,2021-05-07,8,True,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-07,LABELED,False,2021-05-06,2021-06-10,True,1,34,True,2021-05-06,2021-05-07,2021-05-17,stress_pre_2022h1,C000012,2021-04-28,2021-05-07,8,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-25,LABELED,False,2021-05-06,2021-06-10,True,19,16,False,,,,,C000013,2021-05-25,2021-05-25,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-28,LABELED,False,2021-05-06,2021-06-10,True,22,13,False,,,,,C000014,2021-05-28,2021-05-28,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-02,LABELED,False,2021-05-06,2021-06-10,True,27,8,False,,,,,C000015,2021-06-02,2021-06-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-03,LABELED,False,2021-05-06,2021-06-10,True,28,7,False,,,,,C000015,2021-06-02,2021-06-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-04,LABELED,False,2021-05-06,2021-06-10,True,29,6,False,,,,,C000015,2021-06-02,2021-06-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-07,LABELED,False,2021-05-06,2021-06-10,True,32,3,False,,,,,C000015,2021-06-02,2021-06-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-08,LABELED,False,2021-05-06,2021-06-10,True,33,2,False,,,,,C000015,2021-06-02,2021-06-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-11,LABELED,False,2021-06-10,2021-06-18,True,1,7,True,2021-06-10,2021-06-11,2021-06-16,stress_pre_2022h1,C000016,2021-06-10,2021-06-11,2,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-25,LABELED,False,2021-06-18,2021-07-09,True,7,14,False,,,,,C000017,2021-06-25,2021-07-01,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-28,LABELED,False,2021-06-18,2021-07-09,True,10,11,False,,,,,C000017,2021-06-25,2021-07-01,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-29,LABELED,False,2021-06-18,2021-07-09,True,11,10,False,,,,,C000017,2021-06-25,2021-07-01,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-30,LABELED,False,2021-06-18,2021-07-09,True,12,9,False,,,,,C000017,2021-06-25,2021-07-01,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-01,LABELED,False,2021-06-18,2021-07-09,True,13,8,False,,,,,C000017,2021-06-25,2021-07-01,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-06,LABELED,False,2021-06-18,2021-07-09,True,18,3,False,,,,,C000018,2021-07-06,2021-07-08,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-07,LABELED,False,2021-06-18,2021-07-09,True,19,2,False,,,,,C000018,2021-07-06,2021-07-08,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-08,LABELED,False,2021-06-18,2021-07-09,True,20,1,False,,,,,C000018,2021-07-06,2021-07-08,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-13,LABELED,False,2021-07-09,2021-07-19,True,4,6,True,2021-07-09,2021-07-12,2021-07-15,stress_pre_2022h1,C000019,2021-07-13,2021-07-14,2,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-14,LABELED,False,2021-07-09,2021-07-19,True,5,5,True,2021-07-09,2021-07-12,2021-07-15,stress_pre_2022h1,C000019,2021-07-13,2021-07-14,2,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-02,LABELED,False,2021-07-19,2021-08-11,True,14,9,False,,,,,C000020,2021-08-02,2021-08-04,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-03,LABELED,False,2021-07-19,2021-08-11,True,15,8,False,,,,,C000020,2021-08-02,2021-08-04,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-04,LABELED,False,2021-07-19,2021-08-11,True,16,7,False,,,,,C000020,2021-08-02,2021-08-04,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-17,LABELED,False,2021-08-11,2021-09-27,True,6,41,True,2021-08-11,2021-08-12,2021-08-27,stress_pre_2022h1,C000021,2021-08-17,2021-08-17,1,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-19,LABELED,False,2021-08-11,2021-09-27,True,8,39,True,2021-08-11,2021-08-12,2021-08-27,stress_pre_2022h1,C000022,2021-08-19,2021-08-19,1,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-26,LABELED,False,2021-08-11,2021-09-27,True,15,32,True,2021-08-11,2021-08-12,2021-08-27,stress_pre_2022h1,C000023,2021-08-26,2021-08-27,2,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-27,LABELED,False,2021-08-11,2021-09-27,True,16,31,True,2021-08-11,2021-08-12,2021-08-27,stress_pre_2022h1,C000023,2021-08-26,2021-08-27,2,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-09-21,LABELED,False,2021-08-11,2021-09-27,True,41,6,False,,,,,C000024,2021-09-21,2021-09-21,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-09-28,LABELED,False,2021-09-27,2021-10-26,True,1,28,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-09-29,LABELED,False,2021-09-27,2021-10-26,True,2,27,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-09-30,LABELED,False,2021-09-27,2021-10-26,True,3,26,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-01,LABELED,False,2021-09-27,2021-10-26,True,4,25,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-04,LABELED,False,2021-09-27,2021-10-26,True,7,22,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-05,LABELED,False,2021-09-27,2021-10-26,True,8,21,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-06,LABELED,False,2021-09-27,2021-10-26,True,9,20,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-07,LABELED,False,2021-09-27,2021-10-26,True,10,19,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-08,LABELED,False,2021-09-27,2021-10-26,True,11,18,True,2021-09-27,2021-09-28,2021-10-13,stress_pre_2022h1,C000025,2021-09-28,2021-10-08,9,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-27,LABELED,False,2021-10-26,2021-11-26,True,1,30,True,2021-10-26,2021-10-27,2021-11-09,stress_pre_2022h1,C000026,2021-10-26,2021-10-28,3,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-28,LABELED,False,2021-10-26,2021-11-26,True,2,29,True,2021-10-26,2021-10-27,2021-11-09,stress_pre_2022h1,C000026,2021-10-26,2021-10-28,3,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-11-29,LABELED,False,2021-11-26,2021-12-17,True,3,18,True,2021-11-26,2021-11-29,2021-12-09,stress_pre_2022h1,C000027,2021-11-26,2021-12-01,4,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-11-30,LABELED,False,2021-11-26,2021-12-17,True,4,17,True,2021-11-26,2021-11-29,2021-12-09,stress_pre_2022h1,C000027,2021-11-26,2021-12-01,4,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-12-01,LABELED,False,2021-11-26,2021-12-17,True,5,16,True,2021-11-26,2021-11-29,2021-12-09,stress_pre_2022h1,C000027,2021-11-26,2021-12-01,4,True,True,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-12-03,LABELED,False,2021-11-26,2021-12-17,True,7,14,True,2021-11-26,2021-11-29,2021-12-09,stress_pre_2022h1,C000028,2021-12-03,2021-12-03,1,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-12-07,LABELED,False,2021-11-26,2021-12-17,True,11,10,True,2021-11-26,2021-11-29,2021-12-09,stress_pre_2022h1,C000029,2021-12-07,2021-12-07,1,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-01-05,LABELED,False,2021-12-17,2022-01-07,True,19,2,True,2021-12-17,2021-12-20,2022-01-05,stress_pre_2022h1,C000030,2022-01-05,2022-01-06,2,False,False,DURING_LOGGED_HOLD
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-01-06,LABELED,False,2021-12-17,2022-01-07,True,20,1,False,,,,,C000030,2022-01-05,2022-01-06,2,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-01-27,LABELED,False,2022-01-07,2022-08-09,True,20,194,False,,,,,C000031,2022-01-27,2022-01-28,2,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-01-28,LABELED,False,2022-01-07,2022-08-09,True,21,193,False,,,,,C000031,2022-01-27,2022-01-28,2,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-02,LABELED,False,2022-01-07,2022-08-09,True,26,188,False,,,,,C000032,2022-02-02,2022-02-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-03,LABELED,False,2022-01-07,2022-08-09,True,27,187,False,,,,,C000032,2022-02-02,2022-02-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-04,LABELED,False,2022-01-07,2022-08-09,True,28,186,False,,,,,C000032,2022-02-02,2022-02-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-07,LABELED,False,2022-01-07,2022-08-09,True,31,183,False,,,,,C000032,2022-02-02,2022-02-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-08,LABELED,False,2022-01-07,2022-08-09,True,32,182,False,,,,,C000032,2022-02-02,2022-02-08,5,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-15,LABELED,False,2022-01-07,2022-08-09,True,39,175,False,,,,,C000033,2022-02-15,2022-02-15,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-24,LABELED,False,2022-01-07,2022-08-09,True,48,166,False,,,,,C000034,2022-02-24,2022-03-01,4,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-25,LABELED,False,2022-01-07,2022-08-09,True,49,165,False,,,,,C000034,2022-02-24,2022-03-01,4,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-02-28,LABELED,False,2022-01-07,2022-08-09,True,52,162,False,,,,,C000034,2022-02-24,2022-03-01,4,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-03-01,LABELED,False,2022-01-07,2022-08-09,True,53,161,False,,,,,C000034,2022-02-24,2022-03-01,4,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-03-10,LABELED,False,2022-01-07,2022-08-09,True,62,152,False,,,,,C000035,2022-03-10,2022-03-10,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-05-25,LABELED,False,2022-01-07,2022-08-09,True,138,76,False,,,,,C000036,2022-05-25,2022-05-25,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-06-09,LABELED,False,2022-01-07,2022-08-09,True,153,61,False,,,,,C000037,2022-06-09,2022-06-13,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-06-10,LABELED,False,2022-01-07,2022-08-09,True,154,60,False,,,,,C000037,2022-06-09,2022-06-13,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-06-13,LABELED,False,2022-01-07,2022-08-09,True,157,57,False,,,,,C000037,2022-06-09,2022-06-13,3,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-07-05,LABELED,False,2022-01-07,2022-08-09,True,179,35,False,,,,,C000038,2022-07-05,2022-07-05,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-07-11,LABELED,False,2022-01-07,2022-08-09,True,185,29,False,,,,,C000039,2022-07-11,2022-07-11,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-07-18,LABELED,False,2022-01-07,2022-08-09,True,192,22,False,,,,,C000040,2022-07-18,2022-07-18,1,False,False,BETWEEN_LOGGED_ENTRIES
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-07-26,LABELED,False,2022-01-07,2022-08-09,True,200,14,False,,,,,C000041,2022-07-26,2022-07-26,1,False,False,BETWEEN_LOGGED_ENTRIES
