all_should_buy_signal_days_independently_scored,candidate_id,code_verifiable,common_backtest_evidence,cooldown_handling,fitness_input,flat_state_should_buy_handling,holding_state_should_buy_handling,matched_rl_replay_path,matched_rl_replay_trade_rows,origin_runner,persisted_training_sample,raw_all_signal_sample_stored,rl_replay_invalid_json_rows,rulebook_hash,runner_evidence,sample_definition,source_artifact_role,source_file,source_file_exists,stage,ticker,training_phase,verdict,verdict_reason
False,stage3:ADMA:42437a3ee595,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/ADMA/stage3/rl_replay_trades.jsonl,92,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,42437a3ee595f76c51fc0d43a90378d482476a6410cc742ccce2ba89ca84a626,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/ADMA/stage3/final_rulebooks.jsonl,True,stage3,ADMA,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:ADPT:78c31f1ca209,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/ADPT/stage3/rl_replay_trades.jsonl,123,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,78c31f1ca209349a302d99a57b6ebe0469066d7dc34925c9195fff31e3d0c46e,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/ADPT/stage3/final_rulebooks.jsonl,True,stage3,ADPT,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AEIS:6e26f08a7c6d,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AEIS/stage3/rl_replay_trades.jsonl,67,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,6e26f08a7c6dd52523d5d7a25ad6e1aede788a208de46e89b0b4b4c0c1ba4d04,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AEIS/stage3/final_rulebooks.jsonl,True,stage3,AEIS,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AES:2bd518bc9a7e,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AES/stage3/rl_replay_trades.jsonl,32,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,2bd518bc9a7ec4229b8a2b8fae375c7bb981ca319aa82a1cde880352039582b5,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AES/stage3/final_rulebooks.jsonl,True,stage3,AES,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AEVA:3c4e598fa5c7,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AEVA/stage3/rl_replay_trades.jsonl,53,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,3c4e598fa5c70681e651ac58317c55c2272adfb9b35479e2dfc7e2d6ba97fe87,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AEVA/stage3/final_rulebooks.jsonl,True,stage3,AEVA,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:ALGT:aec5dd5b1dc1,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/ALGT/stage3/rl_replay_trades.jsonl,75,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,aec5dd5b1dc1e1c04f437401820b75ece1de06f379839f0e031904a50df058ae,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/ALGT/stage3/final_rulebooks.jsonl,True,stage3,ALGT,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AMD:a01b055a1d13,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AMD/stage3/rl_replay_trades.jsonl,60,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,a01b055a1d13cd34e8a98b2fb8708aa2b4832fc69910fa4f37f01a059d819132,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AMD/stage3/final_rulebooks.jsonl,True,stage3,AMD,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AMSC:57bf3f342f43,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AMSC/stage3/rl_replay_trades.jsonl,72,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,57bf3f342f43a7ac1b583c186ff220b9e158ffc17aaa17bb8ec2cc7aca6b48ac,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AMSC/stage3/final_rulebooks.jsonl,True,stage3,AMSC,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AMZN:bdc7a3a74814,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AMZN/stage3/rl_replay_trades.jsonl,49,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,bdc7a3a74814bd197c199bf2fa62010aeedb7cab703026763705467dbbd4aebe,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AMZN/stage3/final_rulebooks.jsonl,True,stage3,AMZN,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:ANET:fe220620802b,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/ANET/stage3/rl_replay_trades.jsonl,81,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/ANET/stage3/final_rulebooks.jsonl,True,stage3,ANET,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:APA:692dd6626ba8,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/APA/stage3/rl_replay_trades.jsonl,47,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,692dd6626ba887b8f1870548b9e2adf338b24f72dd1973fb4a070be041f81d25,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/APA/stage3/final_rulebooks.jsonl,True,stage3,APA,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
