ticker,model_hash,origin_train_label,gene_type,group,feature,feature_definition,low_norm,high_norm,width_norm,low_value,high_value,min_width_pass,bilateral,fallback_applied_any_generation,fallback_event_count,group_threshold,group_size,g3_member_floor_norm,fitness_consistency_lambda,stress_role,lambda_source,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.0697407505919236,0.465545195925778,0.3958044453338543,1.4494102141798924,9.67534700171901,True,True,True,12.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.199943258947509,0.7397418359709048,0.5397985770233957,2.970588445200801,10.990460803400708,True,True,True,12.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.3507837974285578,1.0,0.6492162025714422,0.3507837974285578,1.0,True,True,True,14.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.0495375232477919,0.7131679948871054,0.6636304716393134,-7.19536459678443,5.489277098164894,True,True,True,15.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.2638127778890327,0.8344395754960177,0.570626797606985,1.973855471071164,6.755026778468904,True,True,True,17.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.3447400579731842,0.8337171946813917,0.4889771367082074,3.862569151033262,5.297089917361493,True,True,True,18.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.5281911996704358,0.943968261311374,0.4157770616409381,2.7433009088612854,3.8374033286171225,True,True,True,15.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.1933200934734419,0.7997174285157491,0.6063973350423071,11.783222834798767,35.928456209257654,True,True,True,16.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.0446991863821153,0.4418243235285546,0.3971251371464394,1.708854406405798,7.365813246521137,True,True,True,18.0,,3,0.07970314483734416,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.184148748196445,0.6456219236338538,0.4614731754374088,0.8024929323444543,2.1294777508674856,True,True,True,11.0,,3,0.11343761700857279,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.4901590341675885,0.8507431669649198,0.3605841327973313,2.1701143012915867,3.5837675247802108,True,True,True,13.0,,3,0.09565721469923098,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.0864025009019435,0.7771689271705787,0.6907664262686352,0.7242531994573707,4.562131259335166,True,True,True,17.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.0774860868158386,0.6876700781752436,0.610183991359405,0.9708369682796424,5.899753032038645,True,True,True,11.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.0357060043419087,0.5712124135638473,0.5355064092219386,-58.83158635075985,112.60600716988282,True,True,True,15.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
AAP,65432afdaad2f9546ff084d31a0a68cb9fc7366d9507ff9e7b5e30ef6f66bc6d,train_2,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.2827052064407325,0.7530563273811846,0.470351120940452,8.829037065794537,23.48378984183629,True,True,True,15.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.1818379408053764,0.5041764916337108,0.3223385508283344,10.827080324714816,30.019914153084684,True,True,True,9.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.1275512917384905,0.8816076993278876,0.7540564075893972,0.1292265913181729,0.8809192728891161,True,True,True,20.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.3879483579325402,0.8070431317717653,0.4190947738392251,-27.996162949861656,3.382131208629744,True,True,True,10.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.4331977474236683,0.9451043498180072,0.5119066023943387,23.73004396966841,53.816116224958094,True,True,True,12.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.2685177204385186,0.5150900508161627,0.246572330377644,4.352671892006597,5.422525412545463,True,True,True,18.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.0489164050075478,0.6239473636763229,0.575030958668775,2.2623252175395967,9.02699869718862,True,True,True,18.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.0429261146933139,0.8245374131991247,0.7816112985058107,12.105752154422692,73.6759791482424,True,True,True,17.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.5043373871559294,0.9698927345399684,0.4655553473840391,19.94498143399816,36.99004040669822,True,True,True,12.0,,3,0.032862199166564125,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.0837640767129383,0.4486560915388125,0.3648920148258741,0.5659422395322121,1.5334855980547193,True,True,True,7.0,,3,0.09033706272662825,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.0188370948685038,0.707279563395697,0.6884424685271932,0.4258343348986152,3.3726563420309774,True,True,True,13.0,,3,0.06086387001730224,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.3861103752330564,0.859401424597266,0.4732910493642095,4.325350035024028,9.327012792642108,True,True,True,20.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.0225608264697058,0.8605437684131512,0.8379829419434452,0.5344900815485905,11.384415350905424,True,True,True,15.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.1255101141088259,0.7312924454642115,0.6057823313553855,22.73118245129848,447.7881604322138,True,True,True,16.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.2208237096689628,0.7010222213997424,0.4801985117307795,3.818732610131895,12.122866794056746,True,True,True,15.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.3788255327316328,0.6325042441007879,0.253678711369155,4.501044215999076,7.515147009696248,True,True,True,16.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.2571156307001642,0.54076537543793,0.2836497447377658,0.2565275879562929,0.5395286044400053,True,True,True,23.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.3260548427608659,0.8016038936211044,0.4755490508602385,-4.532910882261628,3.2656279039423133,True,True,True,17.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.1422070962186402,0.7035282839133077,0.5613211876946674,0.2941307302625737,6.566845667384398,True,True,True,15.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.0969497341705073,0.9297681057223,0.8328183715517926,2.872608935672777,4.502374712745471,True,True,True,13.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.062503804955208,0.7846023339676473,0.7220985290124393,1.403254198860207,3.493571872037118,True,True,True,25.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.0991087001164084,0.9932125869277136,0.8941038868113051,7.585775916444128,33.57212565247301,True,True,True,19.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.2346766042906863,0.9696164962885434,0.734939891997857,3.6147803140377306,11.279212444358686,True,True,True,18.0,,3,0.1009863847099284,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.0126743202015483,0.7210683202581117,0.7083940000565634,0.3290711933560181,1.7581161211406309,True,True,True,20.0,,3,0.1383870542300658,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.0718610862262243,0.6377153603245864,0.5658542740983621,0.4861947883376835,1.962666617409066,True,True,True,16.0,,3,0.12952648158686086,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.228204707404671,0.7568668587087792,0.5286621513041082,0.9792530495883448,2.432551221383084,True,True,True,18.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.1528290483416842,0.7636585798902079,0.6108295315485237,0.7571500222594281,2.811711165288717,True,True,True,28.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
