ticker,model_hash,origin_train_label,regime,group,members,group_size,learned_threshold,threshold_valid,group_passed_rows,final_entry_rows,count_distribution,g3_floor_percentile,g3_floor_norm,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid,full_group_threshold_present
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,132,8,"{""0"": 20, ""1"": 348, ""2"": 132, ""3"": 0}",,,2,2,True,False
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,189,33,"{""0"": 3, ""1"": 60, ""2"": 163, ""3"": 22, ""4"": 4}",,,2,3,True,False
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,233,33,"{""0"": 0, ""1"": 19, ""2"": 94, ""3"": 139, ""4"": 0}",,,2,3,True,False
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,189,33,"{""0"": 6, ""1"": 40, ""2"": 206, ""3"": 0}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,44fbc7e2facba2d8d70cf059716c05b4b570e4cf10bcd03279df8e565db34af2,train_3,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,72,33,"{""0"": 20, ""1"": 160, ""2"": 72, ""3"": 0}",,,2,2,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,42,20,"{""0"": 8, ""1"": 82, ""2"": 119, ""3"": 41, ""4"": 1}",,,2,3,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,250,20,"{""0"": 0, ""1"": 1, ""2"": 14, ""3"": 56, ""4"": 180}",,,2,3,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,193,20,"{""0"": 2, ""1"": 7, ""2"": 157, ""3"": 85}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,170,20,"{""0"": 1, ""1"": 80, ""2"": 70, ""3"": 100}",,,2,2,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,78,56,"{""0"": 21, ""1"": 173, ""2"": 228, ""3"": 74, ""4"": 4}",,,2,3,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,487,56,"{""0"": 1, ""1"": 12, ""2"": 74, ""3"": 137, ""4"": 276}",,,2,3,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,383,56,"{""0"": 3, ""1"": 27, ""2"": 268, ""3"": 202}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,340,56,"{""0"": 9, ""1"": 151, ""2"": 151, ""3"": 189}",,,2,2,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,48,27,"{""0"": 23, ""1"": 68, ""2"": 113, ""3"": 44, ""4"": 4}",,,2,3,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,197,27,"{""0"": 6, ""1"": 49, ""2"": 31, ""3"": 48, ""4"": 118}",,,2,3,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,198,27,"{""0"": 8, ""1"": 16, ""2"": 91, ""3"": 137}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,171,27,"{""0"": 6, ""1"": 75, ""2"": 81, ""3"": 90}",,,2,2,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,239,21,"{""0"": 1, ""1"": 10, ""2"": 81, ""3"": 147, ""4"": 11}",,,2,3,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,106,21,"{""0"": 53, ""1"": 91, ""2"": 73, ""3"": 29, ""4"": 4}",,,2,3,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,182,21,"{""0"": 9, ""1"": 20, ""2"": 215, ""3"": 6}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,93,21,"{""0"": 1, ""1"": 156, ""2"": 88, ""3"": 5}",,,2,2,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,482,54,"{""0"": 0, ""1"": 18, ""2"": 161, ""3"": 281, ""4"": 40}",,,2,3,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,210,54,"{""0"": 117, ""1"": 173, ""2"": 149, ""3"": 57, ""4"": 4}",,,2,3,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,350,54,"{""0"": 18, ""1"": 58, ""2"": 375, ""3"": 49}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,179,54,"{""0"": 5, ""1"": 316, ""2"": 173, ""3"": 6}",,,2,2,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,235,25,"{""0"": 1, ""1"": 16, ""2"": 79, ""3"": 126, ""4"": 30}",,,2,3,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,114,25,"{""0"": 63, ""1"": 75, ""2"": 78, ""3"": 33, ""4"": 3}",,,2,3,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,154,25,"{""0"": 17, ""1"": 47, ""2"": 175, ""3"": 13}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,82,25,"{""0"": 4, ""1"": 166, ""2"": 79, ""3"": 3}",,,2,2,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,101,20,"{""0"": 1, ""1"": 35, ""2"": 113, ""3"": 83, ""4"": 18}",,,2,3,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,109,20,"{""0"": 112, ""1"": 29, ""2"": 54, ""3"": 45, ""4"": 10}",,,2,3,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,133,20,"{""0"": 84, ""1"": 32, ""2"": 77, ""3"": 57}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,213,20,"{""0"": 3, ""1"": 34, ""2"": 166, ""3"": 47}",,,2,2,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,164,57,"{""0"": 1, ""1"": 70, ""2"": 265, ""3"": 147, ""4"": 17}",,,2,3,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,215,57,"{""0"": 212, ""1"": 73, ""2"": 147, ""3"": 56, ""4"": 12}",,,2,3,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,318,57,"{""0"": 140, ""1"": 38, ""2"": 190, ""3"": 132}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,435,57,"{""0"": 7, ""1"": 58, ""2"": 340, ""3"": 95}",,,2,2,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,98,31,"{""0"": 3, ""1"": 29, ""2"": 122, ""3"": 80, ""4"": 18}",,,2,3,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,125,31,"{""0"": 47, ""1"": 80, ""2"": 74, ""3"": 45, ""4"": 6}",,,2,3,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,153,31,"{""0"": 66, ""1"": 33, ""2"": 53, ""3"": 100}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,222,31,"{""0"": 4, ""1"": 26, ""2"": 176, ""3"": 46}",,,2,2,True,False
