ticker,split,feature,rows_total,valid_count,nan_rate,inf_count,min,q01,q05,q25,q50,q75,q95,q99,max,mean,std,unique_count,unique_ratio,iqr,p90_width,p98_width
AAP,train_3,rsi,250,250,0,0,16.610843413,17.7210610098,26.235485081,37.2605083628,46.4394927378,54.8382484833,67.2369094302,75.81004568,78.8681603285,46.3181341323,12.7507587891,249,0.996,17.5777401205,41.0014243492,58.0889846701
AAP,train_3,bb_position,250,250,0,0,-0.379005981255,-0.238878061276,-0.0202937771512,0.204607683722,0.45428526377,0.706356342782,0.992209043414,1.07959795294,1.51175752548,0.457655303893,0.326288815047,250,1,0.50174865906,1.01250282057,1.31847601422
AAP,train_3,volume_ratio,250,250,0,0,0.314301710583,0.467287206496,0.561408124796,0.793283920693,0.966166901022,1.16180050601,1.54822640741,2.24672136849,3.6451229811,1.01578411689,0.379862206215,250,1,0.368516585319,0.98681828261,1.77943416199
POWI,train_1,ma_relation_pct,251,251,0,0,-6.83978208946,-6.56432109503,-5.93662508515,-3.01615615911,0.974565281356,3.64145836014,6.22208726997,7.04927712417,7.34401907888,0.461302506392,3.93300729025,251,1,6.65761451926,12.1587123551,13.6135982192
POWI,train_1,macd_hist_close_pct,251,251,0,0,-1.93016082512,-1.71149228491,-1.07959436847,-0.562083555358,0.0140839225802,0.727510434529,1.33737478305,1.85865589497,2.01841143349,0.0644198991781,0.80358829197,251,1,1.28959398989,2.41696915152,3.57014817988
POWI,train_1,rsi,251,251,0,0,28.535660111,30.8790336376,33.847970598,43.3713071953,50.756799028,59.2441272182,68.2334990898,71.1407358111,73.1618890043,51.0059473687,10.6971617551,251,1,15.8728200229,34.3855284917,40.2617021735
POWI,train_1,bb_position,251,251,0,0,-0.115429758586,-0.0476764052669,0.0528418814064,0.224642900315,0.499714489084,0.791929055364,1.00891646934,1.1120441493,1.24854111544,0.508472588986,0.325830479783,251,1,0.567286155049,0.956074587936,1.15972055457
POWI,train_1,volume_ratio,251,251,0,0,0.430494905386,0.483901909569,0.574624596778,0.789725949238,0.943917851501,1.18932376851,1.57089618373,1.85366671997,2.1484048966,1.00569908071,0.310513814472,251,1,0.399597819269,0.996271586949,1.3697648104
POWI,train_2,ma_relation_pct,250,250,0,0,-6.00174160659,-5.8883078856,-5.37889963392,-3.76070344328,-1.93599203305,2.11794007119,4.88327678434,5.74400464653,6.06378040158,-0.860911932433,3.4598709463,250,1,5.87864351446,10.2621764183,11.6323125321
POWI,train_2,macd_hist_close_pct,250,250,0,0,-1.45059955935,-1.42697160098,-1.21030123942,-0.543978911355,-0.0585679985607,0.380768509618,1.09629345156,1.70503548834,1.76884391128,-0.0526515921971,0.666592279376,250,1,0.924747420972,2.30659469098,3.13200708933
POWI,train_2,rsi,250,250,0,0,27.6980262847,29.7982671609,32.7735317817,39.4680288172,45.8565683545,54.9192264131,65.925401844,70.2047657637,73.4742783406,47.1629753085,10.023490089,250,1,15.4511975959,33.1518700624,40.4064986028
POWI,train_2,bb_position,250,250,0,0,-0.220885557199,-0.151494470276,-0.00969812315235,0.164755463032,0.340765719657,0.651180424529,0.948096251256,1.12008372958,1.32215723198,0.410042540389,0.309814060581,250,1,0.486424961497,0.957794374408,1.27157819985
POWI,train_2,volume_ratio,250,250,0,0,0.293764473797,0.495661258698,0.603290843348,0.779224888706,0.945822550036,1.14011556998,1.73963817199,2.07697364445,2.59950013254,1.01167195397,0.340756477922,250,1,0.36089068127,1.13634732864,1.58131238575
POWI,train_3,ma_relation_pct,250,250,0,0,-12.4854598455,-11.9547027891,-8.62927206216,-3.49483788039,-1.22793309417,0.59799016345,3.56168238114,5.37022181163,5.77717699307,-1.74222624939,3.52259101975,250,1,4.09282804384,12.1909544433,17.3249246008
POWI,train_3,macd_hist_close_pct,250,250,0,0,-2.80018527656,-2.32574675486,-1.41306719531,-0.416485576442,-0.00623834263047,0.508678441286,1.50715909528,2.027246935,2.11736835279,0.0247142250894,0.85794262416,250,1,0.925164017728,2.92022629059,4.35299368986
POWI,train_3,rsi,250,250,0,0,20.3841476554,22.7626080978,33.0800305684,42.0323767096,48.1103645364,53.3293771613,60.020200657,65.9735653487,72.3600839594,47.6261158043,8.63090134876,250,1,11.2970004517,26.9401700886,43.2109572509
POWI,train_3,bb_position,250,250,0,0,-0.167353816031,-0.12447792594,-0.0169679270614,0.249838643089,0.460088380732,0.70779932195,0.959436703771,1.1137832178,1.21404283967,0.466622660827,0.297385243557,250,1,0.457960678861,0.976404630832,1.23826114374
POWI,train_3,volume_ratio,250,250,0,0,0.19005007799,0.387053840833,0.555444324993,0.747372963333,0.930469187837,1.22731602026,1.71618750156,2.04534517774,2.701604683,1.00846233876,0.366793512375,250,1,0.479943056927,1.16074317656,1.65829133691
