path,mtime_utc,size_bytes,sha256,match_class
"data/_system/analysis/oos_reproduce_frozen_20260707/candidate_rebuild_status_run2.csv",2026-07-07T17:10:49.192212+00:00,5374,dcd1cce0c7ab75a19dd8b29cc2f3c36b1a52d6207f8e31b077f1c4f28bb9a127,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/candidate_universe.json",2026-07-07T16:56:09.886783+00:00,157467,2b7e068276081bb36aa47313117a7320fd253108f4a787c6cea8db4cff9d1cc6,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/live_candidate_rulebook_completeness_audit.csv",2026-07-09T17:40:42.642568+00:00,10092,09acd68764580d93d527a51e289a27bcc2157cd3de17f73a22ae3e645b3bb4c8,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/live_candidate_rulebook_completeness_audit_readout.md",2026-07-09T17:41:16.115508+00:00,10348,1e1e18fc9e21fef1b31955c30c3712e43f6bdaea172f499daca79892e2cb0dcb,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/oos_trades_frozen.csv",2026-07-07T17:10:49.169212+00:00,16359505,0b62f77b360170997582a011925d3914a6481e6671f123ce228f6178a02dd0b1,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/real_dashboard_buy_candidates_candidate_pool_write_summary.json",2026-07-09T17:56:10.177909+00:00,2536,c5c47d8ea82fc235031d4c9c75ddd403f7e0de010add129b681469ffe0e16538,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/sector_default_tech_candidate_audit.csv",2026-07-08T21:57:39.678620+00:00,14475,4cbc1b5c31a52a35aa29506c866a9ad20252c27e486231f3b1724ad8bbc0ef0e,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/universe_exit_wiring_audit.csv",2026-07-09T18:20:48.033265+00:00,7406,6cb3c52756ea2aa5fd9db8854d04bfa79aa208b9ed784157cc94f986f1066914,EXACT_ID_OR_HASH
"data/_system/analysis/oos_reproduce_frozen_20260707/universe_exit_wiring_audit_readout.md",2026-07-09T18:21:34.200183+00:00,13920,5ff152798c9c4218f13c3682226cf040630617d9b092853e139a1b2f11eadfb7,EXACT_ID_OR_HASH
"data/_system/analysis/perday_perstock_20260707/assignment_oos.csv",2026-07-07T17:29:25.770205+00:00,8865378,18fa241df9c878c701de8abff3ed3a860cbacea1c715446164feb2acb30c0135,EXACT_ID_OR_HASH
"data/_system/analysis/perday_perstock_20260707/per_candidate_best_exit.csv",2026-07-07T17:29:24.685207+00:00,13506,774a0ab68e3e0b6219986d1a9b74290ee2ac8fa56d51074334fe8905bececd6e,EXACT_ID_OR_HASH
"data/_system/analysis/perday_perstock_20260707/per_trade_strategies.csv",2026-07-07T17:29:11.371231+00:00,28727175,d6289d6bc2e5e64dc3cf0436ced721e49790edfc1eac9c6c62ec611fa5261d34,EXACT_ID_OR_HASH
"data/_system/analysis/pool_gate_upstream_survey_20260711/rulebook_id_mapping.csv",2026-07-11T15:34:28.875700+00:00,2022,a18c8c57e6991007814af5dd40df9b799280963111ce33cc83425a0504e87d93,EXACT_ID_OR_HASH
"data/_system/analysis/portfolio_sim_20260707/accepted_skipped_trades.csv",2026-07-07T17:38:41.737207+00:00,16437457,5c4c87f2612dffe762f3b5c45c182d0764136623664c6baa480952e46c258f3e,EXACT_ID_OR_HASH
"data/_system/analysis/score_priority_20260707/priority_accepted_trades.csv",2026-07-07T19:05:58.936836+00:00,410487,5ec1233bddaea11dec06aba158059e1277d8b1d214427c8babcb378e825f4a9e,EXACT_ID_OR_HASH
"data/_system/analysis/score_priority_20260707/score_trade_input_s2.csv",2026-07-07T19:05:22.771901+00:00,30755287,a2bde0d72528b41eeeacc9836aece7072f3e068f0f724c7a430d86b0e4f24507,EXACT_ID_OR_HASH
"data/_system/analysis/shadow_direct_event/shadow_direct_event_20260711.jsonl",2026-07-11T17:19:08.091455+00:00,178151,c938f41d386a9a7a96f59fb06a16ccf0e0737d51e9cd18df619ab9512a132d62,EXACT_ID_OR_HASH
"data/_system/analysis/stop_realism_priority_20260707/candidate_is_priority_metrics.csv",2026-07-07T20:19:12.512951+00:00,12328,f1bd84e6e1c6aceae8f5e01325576856d60fe4143363d5f939c80565ead60ada,EXACT_ID_OR_HASH
"data/_system/analysis/stop_realism_priority_20260707/fill_scenarios.csv",2026-07-07T20:19:12.508951+00:00,96172494,03c313116cf1a4b050fc0a0242166620041e0b7460f68c7c47e1fbf6c9154561,EXACT_ID_OR_HASH
"data/_system/analysis/stop_realism_priority_20260707/priority_filled_trades.csv",2026-07-07T20:19:14.528947+00:00,16029523,5beb9ae3f06105052b753f700634eb2a2aff6a56fd90b964f1880348569367e1,EXACT_ID_OR_HASH
"data/_system/analysis/trail_realism_20260707/accepted_trades.csv",2026-07-07T18:55:37.652950+00:00,4114252,ac7f639829dce9a2c0556a4a57b5eade7478743b8a0d53f9f6bcda317fe8bea1,EXACT_ID_OR_HASH
"data/_system/analysis/upstream_gate_block_20260711/pool_before_after.csv",2026-07-11T17:09:25.022499+00:00,2269,52d1fd1f5a6b6f9d0d2874f028da1a3c6d5da77fcaab6e5695324153618ff219,EXACT_ID_OR_HASH
"data/_system/analysis/upstream_gate_shadow_20260711/live_hook_comparison_18.csv",2026-07-11T16:44:03.438225+00:00,1931,9139b02afb3dcd4cf6e38615f9ca09dbc8f8e7a6229b367dbdbe990bf02c20fc,EXACT_ID_OR_HASH
"data/_system/analysis/upstream_gate_simple_removal_20260711/current18_simple_removal.csv",2026-07-11T16:54:20.805118+00:00,1197,486d975053b1736565802fb7ebc2aefe21b16d4b871f63934760971e2af8282e,EXACT_ID_OR_HASH
"data/_system/analysis/upstream_gate_simple_removal_20260711/live_hook_comparison_18.csv",2026-07-11T16:54:42.860079+00:00,1931,9139b02afb3dcd4cf6e38615f9ca09dbc8f8e7a6229b367dbdbe990bf02c20fc,EXACT_ID_OR_HASH
"data/_system/analysis/vol_perstock_mae_mfe_20260707/per_candidate_summary.csv",2026-07-07T19:25:19.192746+00:00,53672,4e8f0b604010399f936f7ff28d62f8039c84240e9d823b91547073d06285cfb5,EXACT_ID_OR_HASH
"data/_system/analysis/vol_perstock_mae_mfe_20260707/per_trade_vol_mae_mfe.csv",2026-07-07T19:25:19.182746+00:00,34263652,e1161407ce59e7eec959417573b414785aa5f20ae15cbbc03c1b572e3b145a80,EXACT_ID_OR_HASH
"data/_system/analysis/vol_perstock_mae_mfe_20260707/readout.md",2026-07-07T19:25:19.266746+00:00,19748,3922c501d937a49bdc40dc3115d7dd407ae919b7c5472772da4d19e26ee2525a,EXACT_ID_OR_HASH
"data/_system/analysis/vol_perstock_mae_mfe_20260707/top_oos_candidates.csv",2026-07-07T19:25:19.200746+00:00,4603,61c443706027fbd116c8c166ee2ae6c6f85df8ceb3efe648f168d316f97cecfd,EXACT_ID_OR_HASH
"data/_system/live_candidate_list_20260707.json",2026-07-07T20:38:48.467843+00:00,29709,c59894093ede361c162d0e64b5c4885e6dac512d81bf07c93bc12ae41ce56529,EXACT_ID_OR_HASH
"data/_system/live_slots_state.json",2026-07-12T05:59:58.041703+00:00,141015,254c290313f2126a6644092cfb45349587babf777f02d95778c3efa5ba8d3e5f,EXACT_ID_OR_HASH_MUTABLE_AT_SECOND_SCAN
"data/_system/real_dashboard_buy_candidates.json",2026-07-10T10:01:16.885191+00:00,205328,d8651fd0312c932edf621e27eea5fe9d2d475224c0d53aea10f19e2c8b33df81,EXACT_ID_OR_HASH
