decision_threshold,domain_high_json,domain_low_json,gene_validation_reason,genes_json,model_hash,oos_gate,oos_passed_count,oos_precision,origin_train_label,pass_probability,reject_reasons,rejected_narrow_individual_count,rejected_near_full_individual_count,rejected_open_individual_count,status,stress_gate,stress_passed_count,stress_precision,survivor,thin_sample_rejected,ticker,train_fitness,train_gate,train_passed_count,train_precision,upper_fallback_event_count,valid_bilateral_gene
0.45,"{""close_pos5"": 0.9954645333748092, ""cumulative_ret5_pct"": 11.05789573865219, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 17.620912565387094, ""pullback_from_high5_pct"": 21.72745609614768, ""ret_d1_pct"": 12.888783669459247, ""ret_d2_pct"": 12.888783669459247, ""ret_d3_pct"": 12.888783669459247, ""ret_d4_pct"": 12.888783669459247, ""ret_d5_pct"": 12.888783669459247, ""single_up_day5_pct"": 12.888783669459247, ""up_days5"": 5.0}","{""close_pos5"": 0.0030401638952566, ""cumulative_ret5_pct"": -16.93309099374707, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0421881702476367, ""ret_d1_pct"": -8.162853863469689, ""ret_d2_pct"": -8.162853863469689, ""ret_d3_pct"": -8.162853863469689, ""ret_d4_pct"": -8.162853863469689, ""ret_d5_pct"": -8.162853863469689, ""single_up_day5_pct"": -0.4145789699825708, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.1884473540872535, 0.9091973243869752], ""cumulative_ret5_pct"": [0.1950517190415362, 0.7178608450962355], ""days_since_high5"": [0.38318898846343374, 0.7841092107476361], ""fade_after_surge_score"": [0.018236662135451793, 0.6778517304080826], ""pullback_from_high5_pct"": [0.056052736813712346, 0.9357407590701359], ""ret_d1_pct"": [0.3066737121890081, 0.6261842782232891], ""ret_d2_pct"": [0.23389857912450635, 0.623336366823678], ""ret_d3_pct"": [0.010049998171475269, 0.5664006981336965], ""ret_d4_pct"": [0.15772105884055077, 0.487783288277564], ""ret_d5_pct"": [0.19437469730792295, 0.6828197734365946], ""single_up_day5_pct"": [0.07913307895408127, 0.7165997295663373], ""up_days5"": [0.16309984458979943, 0.8592553038841059]}",2ad368c858f9b5e22836cda406bc8ae1560e957e2c2eb30f1a1b3f47170a6c6d,False,20,0.15,train_3,0.65,"[""precision<0.5000"", ""precision<0.5000""]",9,0,0,REJECTED,False,48,0.2916666666666667,False,False,BN,179.68589810276242,True,20,0.65,225,True
0.677609561752988,"{""close_pos5"": 0.9953702641173616, ""cumulative_ret5_pct"": 45.17684947854577, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 40.4072604202473, ""pullback_from_high5_pct"": 70.05019832976565, ""ret_d1_pct"": 27.685316337478596, ""ret_d2_pct"": 27.685316337478596, ""ret_d3_pct"": 27.685316337478596, ""ret_d4_pct"": 27.685316337478596, ""ret_d5_pct"": 27.685316337478596, ""single_up_day5_pct"": 27.685316337478596, ""up_days5"": 5.0}","{""close_pos5"": 0.0, ""cumulative_ret5_pct"": -40.52238793211127, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0593133359308994, ""ret_d1_pct"": -26.50406649029874, ""ret_d2_pct"": -26.50406649029874, ""ret_d3_pct"": -26.50406649029874, ""ret_d4_pct"": -26.50406649029874, ""ret_d5_pct"": -26.50406649029874, ""single_up_day5_pct"": -2.0787803819817485, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.04987587517037004, 0.6288140606370666], ""cumulative_ret5_pct"": [0.11982873987921269, 0.6939311709963849], ""days_since_high5"": [0.42896025297109247, 0.8289886026111772], ""fade_after_surge_score"": [0.0004037868188513788, 0.3639811338532478], ""pullback_from_high5_pct"": [0.08321193825782858, 0.2819344873247554], ""ret_d1_pct"": [0.338286692458734, 0.8290290279073176], ""ret_d2_pct"": [0.3498404007790814, 0.7438371558502773], ""ret_d3_pct"": [0.4323183681540148, 0.7758862433792497], ""ret_d4_pct"": [0.06272069970434334, 0.8219462671710356], ""ret_d5_pct"": [0.3111045330796832, 0.7276483739397691], ""single_up_day5_pct"": [0.11020056459340705, 0.66938007838713], ""up_days5"": [0.17842215118115975, 0.6698882064628703]}",9d8f806b48c8b9d85cade44086064434dd6812667fa2fb79283e3d03c58ddaf5,True,9,0.8888888888888888,train_1,0.85,"[""precision<0.7000""]",22,0,1,REJECTED,False,43,0.5813953488372093,False,False,ACMR,216.94658074533203,True,20,0.85,235,True
0.608,"{""close_pos5"": 0.9924526590636188, ""cumulative_ret5_pct"": 65.49536469604145, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 54.62925695717488, ""pullback_from_high5_pct"": 50.50741651109198, ""ret_d1_pct"": 40.798526921475386, ""ret_d2_pct"": 40.798526921475386, ""ret_d3_pct"": 40.798526921475386, ""ret_d4_pct"": 40.798526921475386, ""ret_d5_pct"": 40.798526921475386, ""single_up_day5_pct"": 40.798526921475386, ""up_days5"": 5.0}","{""close_pos5"": 0.0029070428335317, ""cumulative_ret5_pct"": -29.187394629408704, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.1091132454078103, ""ret_d1_pct"": -21.924826565492584, ""ret_d2_pct"": -21.924826565492584, ""ret_d3_pct"": -21.924826565492584, ""ret_d4_pct"": -21.924826565492584, ""ret_d5_pct"": -21.924826565492584, ""single_up_day5_pct"": -1.3356536090046278, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.1894478101968337, 0.9095241282081592], ""cumulative_ret5_pct"": [0.22044669027348582, 0.5121909245837473], ""days_since_high5"": [0.22861367481835237, 0.6909438841634767], ""fade_after_surge_score"": [0.029413363701293965, 0.8004588071687745], ""pullback_from_high5_pct"": [0.04485959735679837, 0.3662691372420112], ""ret_d1_pct"": [0.1433679130914647, 0.4966099277566544], ""ret_d2_pct"": [0.06467819455986354, 0.6629128000561453], ""ret_d3_pct"": [0.15365508138908657, 0.5432052250693089], ""ret_d4_pct"": [0.27545137277043547, 0.5432804961936619], ""ret_d5_pct"": [0.21638461954816784, 0.5097064586744389], ""single_up_day5_pct"": [0.19285801305540498, 0.6749530579677008], ""up_days5"": [0.10287562998369341, 0.8554103819610018]}",ebfda4b1807d4da57d8bd7983b9dd465103cbaef692c0e2eccd1f4c690ee5691,True,12,0.75,train_2,0.8,"[""precision<0.6500""]",14,0,0,REJECTED,False,31,0.6129032258064516,False,False,ACMR,207.9601913550305,True,20,0.8,273,True
0.608,"{""close_pos5"": 0.993696936862576, ""cumulative_ret5_pct"": 28.396320161217517, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 27.564430534630183, ""pullback_from_high5_pct"": 29.787239577346767, ""ret_d1_pct"": 20.70618957893742, ""ret_d2_pct"": 20.70618957893742, ""ret_d3_pct"": 20.70618957893742, ""ret_d4_pct"": 20.70618957893742, ""ret_d5_pct"": 20.70618957893742, ""single_up_day5_pct"": 20.70618957893742, ""up_days5"": 5.0}","{""close_pos5"": 0.007326171091837, ""cumulative_ret5_pct"": -23.465555992406152, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0573115470381413, ""ret_d1_pct"": -14.90645358355158, ""ret_d2_pct"": -14.90645358355158, ""ret_d3_pct"": -14.90645358355158, ""ret_d4_pct"": -14.90645358355158, ""ret_d5_pct"": -14.90645358355158, ""single_up_day5_pct"": -2.338210252450079, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.010312933773512927, 0.7850701373403052], ""cumulative_ret5_pct"": [0.3365890766720704, 0.7862156388817454], ""days_since_high5"": [0.13203531898033893, 0.6477014272099668], ""fade_after_surge_score"": [0.09182971693586545, 0.8596757561962428], ""pullback_from_high5_pct"": [0.015447903249501606, 0.8639738268467956], ""ret_d1_pct"": [0.08924887110888785, 0.673609763415491], ""ret_d2_pct"": [0.17851202452273232, 0.5516468113865455], ""ret_d3_pct"": [0.23283023924351878, 0.7914766557312225], ""ret_d4_pct"": [0.2875689933988176, 0.776066999196047], ""ret_d5_pct"": [0.45150020458095996, 0.7375209185568518], ""single_up_day5_pct"": [0.17267007073539992, 0.6137544704458743], ""up_days5"": [0.3751491822461344, 0.8338581072795959]}",0f7c67576bd5b9ae668001160bd06fe4a9c642d90bcf39a5e1f78cec56141d62,True,18,0.8888888888888888,train_3,0.95,"[""precision<0.8000""]",3,0,0,REJECTED,False,32,0.5,False,False,ACMR,255.95176439151155,True,20,0.95,254,True
0.45,"{""close_pos5"": 0.9959265868795102, ""cumulative_ret5_pct"": 13.526576646662324, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 12.321563080765465, ""pullback_from_high5_pct"": 16.13775476593848, ""ret_d1_pct"": 7.783835839667486, ""ret_d2_pct"": 7.783835839667486, ""ret_d3_pct"": 7.783835839667486, ""ret_d4_pct"": 7.783835839667486, ""ret_d5_pct"": 7.783835839667486, ""single_up_day5_pct"": 7.783835839667486, ""up_days5"": 5.0}","{""close_pos5"": 0.0025778694449925, ""cumulative_ret5_pct"": -10.396041099917852, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0420089423305514, ""ret_d1_pct"": -7.275543623811231, ""ret_d2_pct"": -7.275543623811231, ""ret_d3_pct"": -7.275543623811231, ""ret_d4_pct"": -7.275543623811231, ""ret_d5_pct"": -7.275543623811231, ""single_up_day5_pct"": -0.3364875921494592, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.36157399608854485, 0.9071961861380594], ""cumulative_ret5_pct"": [0.42658923827792905, 0.7823920007340311], ""days_since_high5"": [0.14578712784831463, 0.8965700720866068], ""fade_after_surge_score"": [0.1250692618549191, 0.6415197947924608], ""pullback_from_high5_pct"": [0.04035729774486638, 0.4506406430484412], ""ret_d1_pct"": [0.21288276552405966, 0.7958265226166441], ""ret_d2_pct"": [0.1490505807587224, 0.8917557249940921], ""ret_d3_pct"": [0.14242844297416749, 0.6736189288670125], ""ret_d4_pct"": [0.3278929410452223, 0.664982812580059], ""ret_d5_pct"": [0.4462676561244368, 0.8825526617840528], ""single_up_day5_pct"": [0.19130322967246424, 0.9497834645546176], ""up_days5"": [0.2693332140332525, 0.8486547680180964]}",8c96273b62a5e8b13bd22b4503adff690476d5317e420c000958ef970d2401d7,False,16,0.25,train_1,0.75,"[""precision<0.6000"", ""precision<0.6000""]",1,0,0,REJECTED,False,45,0.3333333333333333,False,False,CARR,209.16534087451993,True,20,0.75,233,True
0.45,"{""close_pos5"": 0.993590004841096, ""cumulative_ret5_pct"": 16.952630238103406, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 11.737600607321964, ""pullback_from_high5_pct"": 11.992545695718748, ""ret_d1_pct"": 9.20211954240038, ""ret_d2_pct"": 9.20211954240038, ""ret_d3_pct"": 9.20211954240038, ""ret_d4_pct"": 9.20211954240038, ""ret_d5_pct"": 9.20211954240038, ""single_up_day5_pct"": 9.20211954240038, ""up_days5"": 5.0}","{""close_pos5"": 0.0062501415722324, ""cumulative_ret5_pct"": -10.510348489253673, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0361995698631156, ""ret_d1_pct"": -5.198487562715082, ""ret_d2_pct"": -5.198487562715082, ""ret_d3_pct"": -5.198487562715082, ""ret_d4_pct"": -5.198487562715082, ""ret_d5_pct"": -5.198487562715082, ""single_up_day5_pct"": -0.1285341463032052, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.2781787730819671, 0.9565966764625997], ""cumulative_ret5_pct"": [0.32513186699706104, 0.7517163743722965], ""days_since_high5"": [0.17129224323611994, 1.0], ""fade_after_surge_score"": [0.009949200769719446, 0.48678655265741044], ""pullback_from_high5_pct"": [0.07573651993298551, 0.9930021176426698], ""ret_d1_pct"": [0.28799926020614447, 0.6210488101591027], ""ret_d2_pct"": [0.12379974128817473, 0.820417619105782], ""ret_d3_pct"": [0.16566541866799722, 0.8812276033326217], ""ret_d4_pct"": [0.22000969004862325, 0.6831564212745731], ""ret_d5_pct"": [0.18817330212198927, 0.49834485520645727], ""single_up_day5_pct"": [0.1593608873372646, 0.8053623147636003], ""up_days5"": [0.07074672867860493, 0.8588018702609013]}",3613fc38bc6f4eb05e9e4cbed01704f62934b389e5ec0a8d55349fb9db4a156b,False,25,0.48,train_2,0.7142857142857143,"[""precision<0.5643"", ""precision<0.5643""]",3,0,0,REJECTED,False,50,0.32,False,False,CARR,205.58839765811456,True,21,0.7142857142857143,202,True
0.45,"{""close_pos5"": 0.994757414167852, ""cumulative_ret5_pct"": 19.09756434188004, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 14.445589241102333, ""pullback_from_high5_pct"": 17.407744583985018, ""ret_d1_pct"": 11.608573760830687, ""ret_d2_pct"": 11.608573760830687, ""ret_d3_pct"": 11.608573760830687, ""ret_d4_pct"": 11.608573760830687, ""ret_d5_pct"": 11.608573760830687, ""single_up_day5_pct"": 11.608573760830687, ""up_days5"": 5.0}","{""close_pos5"": 0.0078182624286928, ""cumulative_ret5_pct"": -12.574758519480778, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.039670428736338, ""ret_d1_pct"": -8.818005867927337, ""ret_d2_pct"": -8.818005867927337, ""ret_d3_pct"": -8.818005867927337, ""ret_d4_pct"": -8.818005867927337, ""ret_d5_pct"": -8.818005867927337, ""single_up_day5_pct"": -0.5072301120270906, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.08170825019445033, 0.7603236538702585], ""cumulative_ret5_pct"": [0.23675275792002765, 0.7320422105427322], ""days_since_high5"": [0.16596890693846403, 0.8157439249798429], ""fade_after_surge_score"": [0.14841734994415862, 0.6025223710686565], ""pullback_from_high5_pct"": [0.10798780649941148, 0.6377499006182198], ""ret_d1_pct"": [0.28656444622578964, 0.9850177364633672], ""ret_d2_pct"": [0.22833392602248767, 0.5343492169424372], ""ret_d3_pct"": [0.24441852000539016, 0.692674781404832], ""ret_d4_pct"": [0.08220986147578928, 0.6344331283637746], ""ret_d5_pct"": [0.3451983525448006, 0.6303934512390524], ""single_up_day5_pct"": [0.22096339016343172, 0.38887882735480717], ""up_days5"": [0.16481248241905333, 0.8821280262219588]}",9d77892a164712e63ed6af685d4abb236e43e4040c79a7c7faa0c820809182ce,False,14,0.42857142857142855,train_3,0.75,"[""precision<0.6000"", ""precision<0.6000""]",8,0,2,REJECTED,False,33,0.3939393939393939,False,False,CARR,218.6595354205423,True,20,0.75,244,True
0.6377689243027888,"{""close_pos5"": 1.0, ""cumulative_ret5_pct"": 22.09595938309068, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 22.16816544968692, ""pullback_from_high5_pct"": 27.978214935987666, ""ret_d1_pct"": 10.0379834550411, ""ret_d2_pct"": 10.0379834550411, ""ret_d3_pct"": 10.0379834550411, ""ret_d4_pct"": 10.0379834550411, ""ret_d5_pct"": 10.0379834550411, ""single_up_day5_pct"": 10.0379834550411, ""up_days5"": 5.0}","{""close_pos5"": 0.0, ""cumulative_ret5_pct"": -19.94550803819012, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0, ""ret_d1_pct"": -11.12852704409718, ""ret_d2_pct"": -11.12852704409718, ""ret_d3_pct"": -11.12852704409718, ""ret_d4_pct"": -11.12852704409718, ""ret_d5_pct"": -11.12852704409718, ""single_up_day5_pct"": -1.2145794944646071, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.10890723972431342, 0.9178011980404343], ""cumulative_ret5_pct"": [0.2966157552048517, 0.7138613611848199], ""days_since_high5"": [0.1536460509750805, 0.7456635039129065], ""fade_after_surge_score"": [0.2028004801477396, 0.6145324935354335], ""pullback_from_high5_pct"": [0.018379512916692285, 0.705416494439727], ""ret_d1_pct"": [0.3315497312395189, 0.7706097438293836], ""ret_d2_pct"": [0.15971974698170965, 0.8418419627357303], ""ret_d3_pct"": [0.12273073344091927, 0.8728702141511451], ""ret_d4_pct"": [0.11902503688429372, 0.8921132860730367], ""ret_d5_pct"": [0.1729382156124141, 0.8186327604724474], ""single_up_day5_pct"": [0.369681383994408, 0.7807540474461478], ""up_days5"": [0.1275044418168384, 0.800801289007794]}",6fcf27700f4cefc0e081603ef32fa4c77fbf9ca636e93fa092ec0489d89ce761,False,17,0.5882352941176471,train_1,0.9615384615384616,"[""precision<0.8115"", ""precision<0.8115""]",6,0,0,REJECTED,False,34,0.6176470588235294,False,False,CRK,257.40024628755987,True,26,0.9615384615384616,225,True
0.524,"{""close_pos5"": 1.0, ""cumulative_ret5_pct"": 19.67054987145851, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 15.039279273579687, ""pullback_from_high5_pct"": 22.027643369258463, ""ret_d1_pct"": 10.477453128078883, ""ret_d2_pct"": 10.477453128078883, ""ret_d3_pct"": 10.477453128078883, ""ret_d4_pct"": 10.477453128078883, ""ret_d5_pct"": 10.477453128078883, ""single_up_day5_pct"": 10.477453128078883, ""up_days5"": 5.0}","{""close_pos5"": 0.0, ""cumulative_ret5_pct"": -18.48234380577074, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0, ""ret_d1_pct"": -7.607845231372545, ""ret_d2_pct"": -7.607845231372545, ""ret_d3_pct"": -7.607845231372545, ""ret_d4_pct"": -7.607845231372545, ""ret_d5_pct"": -7.607845231372545, ""single_up_day5_pct"": -2.19298252952832, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.01220986473653337, 0.9866676330533344], ""cumulative_ret5_pct"": [0.2672413241621372, 0.6189416857254727], ""days_since_high5"": [0.1862219698144405, 0.9215439645078428], ""fade_after_surge_score"": [0.03274748378867597, 0.6701256896491535], ""pullback_from_high5_pct"": [0.04122011214402656, 0.4011808131324759], ""ret_d1_pct"": [0.15804473492660173, 0.7454408794112546], ""ret_d2_pct"": [0.20900533741649802, 0.7582479029414653], ""ret_d3_pct"": [0.2720305003486604, 0.7739108151289533], ""ret_d4_pct"": [0.19316752236700713, 0.5062782624240028], ""ret_d5_pct"": [0.08496994019272158, 0.8029780433752549], ""single_up_day5_pct"": [0.16034813811375329, 0.9281792162637402], ""up_days5"": [0.31626580671085264, 0.6616157281685743]}",2e9445c9a316b8f4a5a2e99c44468d8d61f38978cfbc33378a63e25ffaf807f4,False,12,0.5833333333333334,train_2,0.9,"[""precision<0.7500"", ""precision<0.7500""]",10,0,1,REJECTED,False,20,0.7,False,False,CRK,248.47218363617785,True,20,0.9,230,True
0.628,"{""close_pos5"": 1.0, ""cumulative_ret5_pct"": 28.404340372984183, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 25.850767301702696, ""pullback_from_high5_pct"": 26.40185939740418, ""ret_d1_pct"": 10.972398773348855, ""ret_d2_pct"": 10.972398773348855, ""ret_d3_pct"": 10.972398773348855, ""ret_d4_pct"": 10.972398773348855, ""ret_d5_pct"": 10.972398773348855, ""single_up_day5_pct"": 10.972398773348855, ""up_days5"": 5.0}","{""close_pos5"": 0.0, ""cumulative_ret5_pct"": -19.99999999980769, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0, ""ret_d1_pct"": -16.650437798759697, ""ret_d2_pct"": -16.650437798759697, ""ret_d3_pct"": -16.650437798759697, ""ret_d4_pct"": -16.650437798759697, ""ret_d5_pct"": -16.650437798759697, ""single_up_day5_pct"": -1.123594402348227, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.005628342498662024, 0.6006254571408914], ""cumulative_ret5_pct"": [0.3369390846738227, 0.7689869564312785], ""days_since_high5"": [0.15066738265482707, 0.856807232470857], ""fade_after_surge_score"": [0.008510464452731493, 0.7437591022374169], ""pullback_from_high5_pct"": [0.15413112263554452, 0.4039084222588474], ""ret_d1_pct"": [0.4554109053668025, 0.980465529795039], ""ret_d2_pct"": [0.15511813972914976, 0.749014030440043], ""ret_d3_pct"": [0.20882174709435308, 0.75839272822368], ""ret_d4_pct"": [0.18116783669119982, 0.929259293799576], ""ret_d5_pct"": [0.5723427515078024, 0.8403612538238308], ""single_up_day5_pct"": [0.13732324269664015, 0.756471712315665], ""up_days5"": [0.3692828858812249, 0.7579091583928003]}",8a6f145d574d9d6a4d529af9c9683ef484a77da2f304044321cb33316bc0529d,False,7,0.2857142857142857,train_3,0.9545454545454546,"[""precision<0.8045"", ""passed_count<8"", ""precision<0.8045""]",33,0,0,REJECTED,False,23,0.5652173913043478,False,True,CRK,255.76433051301765,True,22,0.9545454545454546,230,True
0.6058964143426294,"{""close_pos5"": 1.0, ""cumulative_ret5_pct"": 26.75914038471099, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 21.63033542095568, ""pullback_from_high5_pct"": 32.07047812614239, ""ret_d1_pct"": 15.98649604205158, ""ret_d2_pct"": 15.98649604205158, ""ret_d3_pct"": 15.98649604205158, ""ret_d4_pct"": 15.98649604205158, ""ret_d5_pct"": 15.98649604205158, ""single_up_day5_pct"": 15.98649604205158, ""up_days5"": 5.0}","{""close_pos5"": 0.0024218241435842, ""cumulative_ret5_pct"": -22.657579325933, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.0, ""ret_d1_pct"": -15.801181254672905, ""ret_d2_pct"": -15.801181254672905, ""ret_d3_pct"": -15.801181254672905, ""ret_d4_pct"": -15.801181254672905, ""ret_d5_pct"": -15.801181254672905, ""single_up_day5_pct"": -0.913958437705964, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.0039006126977527613, 0.7900897120107614], ""cumulative_ret5_pct"": [0.30916141045704504, 0.54181570741438], ""days_since_high5"": [0.17182018725088363, 0.8972044771840965], ""fade_after_surge_score"": [0.11488615577033559, 0.8933142579354898], ""pullback_from_high5_pct"": [0.034573409925073156, 0.7915832384315727], ""ret_d1_pct"": [0.15820655643375253, 0.6888460832902317], ""ret_d2_pct"": [0.2563127975193535, 0.5966772048075359], ""ret_d3_pct"": [0.10114205719771083, 0.47322198140377064], ""ret_d4_pct"": [0.20356285805877825, 0.9379176467600552], ""ret_d5_pct"": [0.3294806456804878, 0.9313368387851128], ""single_up_day5_pct"": [0.014676331606666988, 0.8191806258264603], ""up_days5"": [0.12464096810921059, 0.44087504277216355]}",3dd7b81a380cc1163c9227c995bbbfdd8e145a13deb6c8a51ca52f923100afab,False,9,0.7777777777777778,train_1,0.95,"[""precision<0.8000"", ""precision<0.8000""]",6,0,1,REJECTED,False,23,0.5217391304347826,False,False,CLDX,256.01529887349324,True,20,0.95,222,True
0.532,"{""close_pos5"": 0.9875001907499996, ""cumulative_ret5_pct"": 37.43046640556291, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 33.60014518331943, ""pullback_from_high5_pct"": 30.13963670892652, ""ret_d1_pct"": 27.76158819125827, ""ret_d2_pct"": 27.76158819125827, ""ret_d3_pct"": 27.76158819125827, ""ret_d4_pct"": 27.76158819125827, ""ret_d5_pct"": 27.76158819125827, ""single_up_day5_pct"": 27.76158819125827, ""up_days5"": 5.0}","{""close_pos5"": 0.0, ""cumulative_ret5_pct"": -14.316316301784903, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.1202193720041933, ""ret_d1_pct"": -8.683667877485068, ""ret_d2_pct"": -8.683667877485068, ""ret_d3_pct"": -8.683667877485068, ""ret_d4_pct"": -8.683667877485068, ""ret_d5_pct"": -8.683667877485068, ""single_up_day5_pct"": -1.147454630139022, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.057127477949865904, 0.5909964808839289], ""cumulative_ret5_pct"": [0.09263801636624128, 0.47333339066305535], ""days_since_high5"": [0.2277546998242647, 0.7628432459013744], ""fade_after_surge_score"": [0.0, 1.0], ""pullback_from_high5_pct"": [0.18193943102961066, 0.4340758149600275], ""ret_d1_pct"": [0.053233410893346794, 0.7485991116176665], ""ret_d2_pct"": [0.0018855984900961395, 0.38605087399717153], ""ret_d3_pct"": [0.15192982422045437, 0.7472490163116835], ""ret_d4_pct"": [0.07902994793499371, 0.7688797986798283], ""ret_d5_pct"": [0.11562353072007829, 0.8306433117393915], ""single_up_day5_pct"": [0.09313821108766336, 0.5291054939789116], ""up_days5"": [0.3251979926281944, 0.885817151223952]}",78936cae8da65ac27192a1d41ce3f4b5dd0989ef8e40d12e8a276a8244614c0e,False,26,0.6538461538461539,train_2,0.8181818181818182,"[""precision<0.6682""]",10,0,0,REJECTED,True,41,0.6829268292682927,False,False,CLDX,221.67756238391695,True,22,0.8181818181818182,225,True
0.64,"{""close_pos5"": 0.9926020243888934, ""cumulative_ret5_pct"": 21.41441308857839, ""days_since_high5"": 4.0, ""fade_after_surge_score"": 25.30895717490118, ""pullback_from_high5_pct"": 45.06172156328143, ""ret_d1_pct"": 11.574660590549968, ""ret_d2_pct"": 11.574660590549968, ""ret_d3_pct"": 11.574660590549968, ""ret_d4_pct"": 11.574660590549968, ""ret_d5_pct"": 11.574660590549968, ""single_up_day5_pct"": 11.574660590549968, ""up_days5"": 5.0}","{""close_pos5"": 0.0, ""cumulative_ret5_pct"": -22.07668513275266, ""days_since_high5"": 0.0, ""fade_after_surge_score"": 0.0, ""pullback_from_high5_pct"": 0.080717232924421, ""ret_d1_pct"": -12.060543791782896, ""ret_d2_pct"": -12.060543791782896, ""ret_d3_pct"": -12.060543791782896, ""ret_d4_pct"": -12.060543791782896, ""ret_d5_pct"": -12.060543791782896, ""single_up_day5_pct"": -1.025448000692819, ""up_days5"": 0.0}",OK,"{""close_pos5"": [0.1925195027959792, 0.822767697068307], ""cumulative_ret5_pct"": [0.2806475537849683, 0.7264505780414499], ""days_since_high5"": [0.19375235747914277, 0.7641027072873117], ""fade_after_surge_score"": [0.12390920541713078, 0.7301267361181509], ""pullback_from_high5_pct"": [0.06773467363802378, 0.5841226727472713], ""ret_d1_pct"": [0.23031761070806467, 0.4909312763975863], ""ret_d2_pct"": [0.3311556966112109, 0.6932754305305342], ""ret_d3_pct"": [0.2647069244054077, 0.9373005493000497], ""ret_d4_pct"": [0.2347237339907433, 0.8154966533363974], ""ret_d5_pct"": [0.20688784094094625, 0.9496480093008822], ""single_up_day5_pct"": [0.09997427156909727, 0.9892207417214361], ""up_days5"": [0.1418942482442751, 0.8548657200477388]}",eb740f69f8e95315744adf2196b2e100590b3dea17db1161dc4a48e338fd0b8b,False,22,0.6363636363636364,train_3,0.9090909090909091,"[""precision<0.7591"", ""precision<0.7591""]",0,0,0,REJECTED,False,38,0.6578947368421053,False,False,CLDX,239.70058956316632,True,22,0.9090909090909091,236,True
