candidate_id,stage,ticker,rulebook_hash,activity_rule_hash,source_file,source_row_index,vol_group_final,classification_method,weight_volume_surge,near_zero,exact_zero,volume_reachability_label,nonvolume_entry_possible_market_cap,market_cap_nonvolume_min_count,market_cap_nonvolume_subset,holdout_n,holdout_avg_pnl_pct,holdout_win_rate_pct,holdout_avg_mae_pct,holdout_worst_mae_pct,holdout_avg_mfe_pct,sample_ok,absolute_good,relative_good,block_reason,v3_overlap_excluded
stage3:AMBA:72a1ac24455a,stage3,AMBA,72a1ac24455a2e4748b87d2b22992bd76d548e36599df6f9cb63fbe3163dc3a3,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,1,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.1775343155324338,57.14285714285714,-7.707660149829389,-17.54669343332303,13.017379105864267,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:7829da4c9135,stage3,AMBA,7829da4c913554749cdef177d8f015f1bac12dbeac94212b0ec5d5af0dd74f64,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,17,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,17,0.5098357366509534,64.70588235294117,-5.55669613040852,-17.54669343332303,10.653401147697192,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:931e1a819873,stage3,AMBA,931e1a819873da05db48dca291de1608e0a5d1733b4b46f994c24b34705bb28b,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,18,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,17,0.6855691111134211,64.70588235294117,-5.55669613040852,-17.54669343332303,10.653401147697192,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:a567109ae066,stage3,AMBA,a567109ae0669e0bd775bb77673851b441f71971492a8b51e108b026eb3be2ca,990f1c5d23cd89e7ff3dcb1e9ecdc8e9e3e1f0f568bb246c44d84118d159e69d,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,7,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.1753393355098769,50.0,-9.068824112389555,-21.092952658496237,11.081885830803188,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:adb69eaf5aa5,stage3,AMBA,adb69eaf5aa5796640d23b478908e73c0775e934c9f262ff2d956c8fe5b3948b,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,16,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,17,0.3790362819419995,64.70588235294117,-5.55669613040852,-17.54669343332303,10.653401147697192,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:c1b1081a45ba,stage3,AMBA,c1b1081a45ba083fed2ea1edba77675f2796e006cb9d97348271fba9ec793417,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,2,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.1972647603624434,57.14285714285714,-7.707660149829389,-17.54669343332303,13.017379105864267,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:e8a6cda30248,stage3,AMBA,e8a6cda30248f46d3e18e355cc6b530b20c1b7964b46c55ac489380bab939c21,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,52,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,24,0.4261156438042965,54.16666666666666,-5.020334182216958,-15.58502093824157,7.607774925897606,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:edba40f49a55,stage3,AMBA,edba40f49a55864f09cb7d41b7c7247cee7adfc62244e7552ea3a82156dd19e3,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,3,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.4110217704133882,57.14285714285714,-7.707660149829389,-17.54669343332303,13.183899835564434,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:f2fda9cc3335,stage3,AMBA,f2fda9cc33353a4a4da6112b091dd7521fc0526dbc5cf8b510751f0faeb0f1f0,0790cc7d3d06a8d6ef2d78e6b1bc2035d211ac9627b556cadc8e012b63b0d912,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,33,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,-0.0033653160217907,31.57894736842105,-5.503037451769514,-12.445464203650479,7.84947148357693,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:fd80f56fd4f8,stage3,AMBA,fd80f56fd4f8f67861b55c6dc3dc20e1e5eea79f4e66d5f1e5bef652ca326126,990f1c5d23cd89e7ff3dcb1e9ecdc8e9e3e1f0f568bb246c44d84118d159e69d,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,8,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,-1.566115805590648,50.0,-9.350480753585412,-21.092952658496237,10.78779017160384,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:fea64b636d54,stage3,AMBA,fea64b636d54b5f060e00413810df0e83dc7f088e6a501bacdc3bd83998867dd,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,54,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,24,0.1326904986626846,54.16666666666666,-5.020334182216958,-15.58502093824157,7.607774925897606,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMR:09839d97af5a,stage3,AMR,09839d97af5a0915fe76ea6328b8ca227a65f2aa393cd83043b7fddb0eefbd47,c6f1a2015a2f72ba5a4500db8bcdcedb33efcfbe40dccfb887d305f515ab3057,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,19,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+bb,6,1.1413094126105816,83.33333333333334,-3.5957332505278026,-9.168036914131633,8.606917154088693,False,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMR:2f6f090c0813,stage3,AMR,2f6f090c0813eb687e84e8881295e26f09a24c313f4fc390f2fa495afb9ad457,c6f1a2015a2f72ba5a4500db8bcdcedb33efcfbe40dccfb887d305f515ab3057,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,21,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+bb,6,1.1413094126105816,83.33333333333334,-3.5957332505278026,-9.168036914131633,8.606917154088693,False,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMR:30fa45c61f59,stage3,AMR,30fa45c61f5962697b736b908dcfbd73f4a5cc07ff1d1e0b6499f6224065125a,804fc80a2208a4b1a2e513a6f979bce91fda3479a0dbe35a501a92267b25ae32,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,29,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+bb,5,1.8007181547536484,60.0,-5.766559498762247,-10.972900390625,8.137699320260044,False,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMR:410f75c56a2b,stage3,AMR,410f75c56a2b980cbf3e7924a96bc3ea672d8070ef0633ea7ba8741644bac9f9,c6f1a2015a2f72ba5a4500db8bcdcedb33efcfbe40dccfb887d305f515ab3057,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,20,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+bb,6,1.2525830931197397,66.66666666666666,-4.695338130881034,-9.168036914131633,10.000864783989677,False,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMR:9d6db3100425,stage3,AMR,9d6db31004251fb26e4ca3958c34a5e87e5adccddce1198d19caf91e7226370f,804fc80a2208a4b1a2e513a6f979bce91fda3479a0dbe35a501a92267b25ae32,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,28,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+bb,5,1.8007181547536484,60.0,-5.766559498762247,-10.972900390625,8.137699320260044,False,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMR:fc9ca8988ff4,stage3,AMR,fc9ca8988ff4e7f6de81ceede82265c93972ae62b2671ba164e36f03e9704563,804fc80a2208a4b1a2e513a6f979bce91fda3479a0dbe35a501a92267b25ae32,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,30,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+bb,5,1.9611105885971185,60.0,-5.766559498762247,-10.972900390625,8.137699320260044,False,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:APLD:15575e55e085,stage3,APLD,15575e55e085270421468df82c8e40c763b242969681db75992f14b7ed18b6ba,38564e0a475dabbbb7f213377ee9a12f4a6169d4550dbf368fc5049186c093f9,exp_batch_stage123_2009_20260616_full/tickers/APLD/stage3/final_rulebooks.jsonl,39,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,rsi+bb,13,6.579173561126063,61.53846153846154,-11.279408868615274,-32.07040015318242,31.909544377652026,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:APLD:22ae68596c00,stage3,APLD,22ae68596c000da751e750211bcfc924d61167139959f0d246507b909908182e,790f3a56465c0eade1c133682cda0f680dce8b847f971e96c041f7063e41a200,exp_batch_stage123_2009_20260616_full/tickers/APLD/stage3/final_rulebooks.jsonl,31,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,macd+rsi,9,10.097611729998231,55.55555555555556,-21.17561755233517,-33.214173118819325,28.516551960768385,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
