path,path_kind,original_type,second_pass_type,operational_reachable,open_file_handle,active_reference_count,active_reference_trace,size_bytes,size_mib,file_count,last_modified_kst,days_since_modified,safety_verdict,evidence
data/logs/kingmaker.2026-06-23_00-40-26_313449.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,507526,0.484015,1,2026-06-24T09:00:59.798648+09:00,16.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/api_server_all_charts_kst_prepost_20260629_052241.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,492634,0.469812,1,2026-06-29T20:24:19.449135+09:00,11.126,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/honest_stage01_error_retry_full_20260616.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,473729,0.451783,1,2026-06-17T01:06:03.295354+09:00,23.931,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-18_00-21-23_225069.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,467856,0.446182,1,2026-06-19T09:00:50.072043+09:00,21.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
data/logs/kingmaker.2026-06-19_00-21-23_210731.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,466705,0.445085,1,2026-06-20T09:00:11.039449+09:00,20.602,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/run_live_lr8d16_legacy_20260707_161734_restart_connection_refused.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,465605,0.444036,1,2026-07-08T02:22:24.270969+09:00,2.878,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-17_00-21-23_261793.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,464747,0.443217,1,2026-06-18T09:00:21.758776+09:00,22.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
data/logs/kingmaker.2026-06-20_00-21-23_206732.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,461241,0.439874,1,2026-06-21T09:00:22.364751+09:00,19.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
data/logs/kingmaker.2026-06-21_00-21-23_242581.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,460552,0.439217,1,2026-06-22T09:00:43.837073+09:00,18.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/live_semiauto_buffer_20260625_183904.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,452224,0.431274,1,2026-06-26T03:50:49.347659+09:00,14.816,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_dashboard_metrics_20260629_114917.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,439151,0.418807,1,2026-06-29T22:01:39.912685+09:00,11.059,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_003356_exit_omen_v1.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,426905,0.407128,1,2026-07-02T11:50:44.428419+09:00,8.483,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260630_153002_elite_shadow_trader.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,421408,0.401886,1,2026-07-01T02:32:31.419991+09:00,9.871,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/stage123_2009_full_20260616.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,415416,0.396172,1,2026-06-30T02:53:54.420328+09:00,10.856,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260701_134704_shadow_pnl_refresh.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,402216,0.383583,1,2026-07-02T14:12:52.394150+09:00,8.384,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260707_125753_manual_buy_amount.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,375618,0.358217,1,2026-07-07T23:45:38.154958+09:00,2.987,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_123919_lab_regular_hours_only.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,372421,0.355168,1,2026-07-03T00:21:31.679779+09:00,7.962,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_sell_intent_20260625_192843.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,363220,0.346394,1,2026-06-26T04:36:02.839804+09:00,14.785,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_102114_entry_concentration_rank.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,344979,0.328998,1,2026-07-02T21:00:03.703413+09:00,8.102,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/run_live_lr8d16_legacy_20260707_125825_manual_buy_amount.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,325542,0.310461,1,2026-07-07T23:44:29.388081+09:00,2.987,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_next_open_postmarket_20260629_091303.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,321876,0.306965,1,2026-06-29T20:11:22.961524+09:00,11.135,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_8slot_stage3mix_20260626_060514.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,314322,0.299761,1,2026-06-26T21:31:09.804797+09:00,14.08,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-16_00-21-23_170016.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,313368,0.298851,1,2026-06-17T09:00:49.087385+09:00,23.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
data/logs/kingmaker.2026-06-24_00-40-26_436392.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,297076,0.283314,1,2026-06-25T09:00:14.647064+09:00,15.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
data/logs/kingmaker.2026-06-29_00-00-22_821397.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,269691,0.257197,1,2026-06-30T09:00:04.713006+09:00,10.602,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/elite_shadow_trader_20260702_025045_exit_omen_v2.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,268663,0.256217,1,2026-07-02T13:13:44.638504+09:00,8.425,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-26_00-36-08_337329.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,244568,0.233238,1,2026-06-27T09:00:22.596781+09:00,13.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/api_server_aftermarket_20260707_161659_restart_connection_refused.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,237740,0.226727,1,2026-07-08T02:04:44.856862+09:00,2.89,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260702_102114_entry_concentration_rank.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,232207,0.22145,1,2026-07-02T21:00:03.299414+09:00,8.102,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_sellomen_kst_20260629_012502.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,216577,0.206544,1,2026-06-29T14:22:39.339968+09:00,11.378,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260630_141633_manual_sell_rpc.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,181811,0.173388,1,2026-07-01T00:15:11.526735+09:00,9.966,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260702_123919_lab_regular_hours_only.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,179878,0.171545,1,2026-07-02T22:40:02.114677+09:00,8.032,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-25_00-27-40_980397.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,178113,0.169862,1,2026-06-26T09:00:19.001422+09:00,14.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/elite_shadow_trader_20260702_055738_candle_orderflow.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,174057,0.165994,1,2026-07-02T15:41:10.951664+09:00,8.323,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_051255_exit_policy_lab.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,174051,0.165988,1,2026-07-02T14:57:36.844345+09:00,8.353,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_041937_peak_v3_1.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,173980,0.16592,1,2026-07-02T14:12:53.179149+09:00,8.384,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_8slot_20260626_025248.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,161505,0.154023,1,2026-06-26T15:05:14.242220+09:00,14.348,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-07-07_00-45-13_627471.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,155147,0.14796,1,2026-07-08T09:16:29.405451+09:00,2.59,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/api_server_aftermarket_20260630_193927_pullback_logic_fix.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,153733,0.146611,1,2026-07-01T22:47:01.546585+09:00,9.027,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
exp_batch_CE_materials_retrain_20260708/run_all.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,152688,0.145615,1,2026-07-09T10:19:12.613976+09:00,1.547,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_resume_20260707_163547_shard6_2.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,152412,0.145351,1,2026-07-08T02:45:57.957427+09:00,2.861,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
exp_batch_CE_multifeature_20260708/run_all.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,150050,0.143099,1,2026-07-09T12:27:44.916163+09:00,1.457,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_resume_20260707_163547_shard6_4.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,149598,0.142668,1,2026-07-08T02:45:59.400424+09:00,2.861,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-27_00-28-33_261219.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,142407,0.13581,1,2026-06-28T09:00:05.385205+09:00,12.602,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/live_next_open_post_liquidation_sync_20260629_111449.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,136889,0.130548,1,2026-06-29T20:39:31.638503+09:00,11.116,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_resume_20260707_163547_shard6_5.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,131996,0.125881,1,2026-07-08T02:45:38.214463+09:00,2.862,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_resume_20260707_163547_shard6_3.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,131005,0.124936,1,2026-07-08T02:45:48.497444+09:00,2.862,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-07-08_00-25-12_927266.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,130652,0.124599,1,2026-07-09T09:00:48.355392+09:00,1.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/lr8d_multientity_stage1pass_pruned_resume_20260707_163547_shard6_0.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,125400,0.119591,1,2026-07-08T02:45:59.872424+09:00,2.861,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260702_051307_exit_policy_lab.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,125181,0.119382,1,2026-07-02T14:57:36.439345+09:00,8.353,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260702_064113_p0_state_lock.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,125059,0.119266,1,2026-07-02T19:21:11.756030+09:00,8.17,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_resume_20260707_163547_shard6_1.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,123772,0.118038,1,2026-07-08T02:45:59.524424+09:00,2.861,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-07-01_13-02-00_680723.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,121347,0.115726,1,2026-07-02T09:00:08.129765+09:00,8.602,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
exp_crwd_stage3_tplus1_20260614_0001_run.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,120015,0.114455,1,2026-06-15T00:49:36.478527+09:00,25.942,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
exp_cw_stage3_tplus1_20260614_0001_run.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,119895,0.114341,1,2026-06-14T14:40:18.428964+09:00,26.365,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_next_open_candidate_news_guard_20260629_113928.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,119559,0.11402,1,2026-06-29T20:49:17.778454+09:00,11.109,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-28_00-00-07_315627.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,118446,0.112959,1,2026-06-29T09:00:20.011584+09:00,11.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/live_lr8d16_legacy_20260630_140143_fast_exit.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,108395,0.103374,1,2026-06-30T23:15:34.547136+09:00,10.008,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-07-02_02-49-37_051686.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,107422,0.102446,1,2026-07-03T09:00:03.028082+09:00,7.602,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/api_server_aftermarket_20260702_120006_regular_hours_gate.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,104161,0.099336,1,2026-07-02T21:39:16.419202+09:00,8.074,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-30_00-10-21_990567.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,95881,0.091439,1,2026-07-01T09:00:01.763388+09:00,9.602,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
logs/api_server_aftermarket_20260707_123658_slot_manual_pct.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,94472,0.090096,1,2026-07-07T21:57:49.656541+09:00,3.062,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
exp_cw_stage3_20260613_0001/exit_run.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,89255,0.08512,1,2026-06-14T01:37:19.894130+09:00,26.909,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
