candidate_id,stage,ticker,rulebook_hash,source_file,source_row_index,vol_group_final,classification_method,classification_metric,classification_value,classification_limit,signal_threshold,market_multiplier_cap,market_adjustment_strength,use_market_entry_adjustment,weight_ma_align,weight_macd_golden,weight_rsi_zone,weight_bb_near_lower,weight_volume_surge,volume_weight_near_zero,nonvolume_weight_sum,nonvolume_market_cap_final_score,nonvolume_market_cap_threshold_margin,market_cap_nonvolume_min_count,market_cap_nonvolume_subset,neutral_nonvolume_min_count,neutral_nonvolume_subset,nonvolume_entry_possible_market_cap,risk_high_vol_volume_blind,risk_reason,scope_status,origin_complete_bool,boil_existing_bool,ce_existing_fail_bool,history_avg_atr_pct,legacy_candidate_vol_group,legacy_boil_check,base_n,base_avg_pnl_pct,base_win_rate_pct,holdout_n,holdout_avg_pnl_pct,holdout_win_rate_pct,activity_rule_hash,activity_source,activity_source_file,activity_source_line,train_label,train_start,train_end,direction,eligible_days,volume_surge_ratio,activity_volume_surge_weight,volume_weight_abs_diff,volume_surge_fired_count,volume_surge_fired_rate,volume_surge_fired_rate_pct,volume_surge_activity_label,volume_surge_validation_state,stage2_strict_risk,stage2_relaxed_risk,strict_captured,relaxed_captured,is_named_boil_9044
stage3:AAON:b3c8b92e70c7,stage3,AAON,b3c8b92e70c7a49bc9f98e9e62461dc47ecc44ad00970d859fb07fb03c68b380,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,11,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,5.668091219086488,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,2.3519512787969727,1.192508333517945,0.192508333517945,True,2.0,1.615097906504977,0.3027956520406395,0.893198852088239,0.0,True,4.811092410633856,5.737267793005812,3.3853165142088395,1.0,ma,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,True,True,False,8.37097555820682,HIGH_VOL,FAIL,35,2.530708743258609,60.0,14,1.7786454528971785,50.0,a7f695f7a9942a86ef8d1e2be19c8754620369cb25addeef6caa999c966c3189,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/entry_rulebooks.jsonl,19,train_3,2024-07-01,2025-06-30,long,250,1.6747153098149488,0.0,0.0,12,0.048,4.8,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:ACMR:2b7d27865000,stage3,ACMR,2b7d278650002ca769b1ca01a01908d7d90c04085d1aff66d9c8e0e993d7502c,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/final_rulebooks.jsonl,51,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.04626594418,93-candidate frozen analysis mapped consistently by ticker,1.672152226421145,1.1540181185850136,0.1540181185850136,True,0.3600899346687501,0.2974572309282834,1.4149247697866445,0.2957896155374492,0.0,True,2.368261550921128,2.7330167393112257,1.0608645128900809,2.0,ma+rsi,2.0,ma+rsi,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,6.034786880034921,HIGH_VOL,FAIL,64,2.326094474489659,57.8125,28,2.7503035351641847,67.85714285714286,ccb53e9695504e4b7b9229d88bbf8d377e615520e4f699b1ded8c2fb57423392,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/entry_rulebooks.jsonl,11,train_3,2024-07-01,2025-06-30,long,250,1.933921905713753,0.0,0.0,7,0.028,2.8000000000000003,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:ACMR:7daeccde8862,stage3,ACMR,7daeccde88620890d4406672b01dab1d1cfcb6baa1e6964716701ddb8b7b34df,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/final_rulebooks.jsonl,49,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.04626594418,93-candidate frozen analysis mapped consistently by ticker,1.672152226421145,1.1540181185850136,0.1540181185850136,True,0.3600899346687501,0.2974572309282834,1.4149247697866445,0.2957896155374492,0.0,True,2.368261550921128,2.7330167393112257,1.0608645128900809,2.0,ma+rsi,2.0,ma+rsi,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,6.110235316145867,HIGH_VOL,FAIL,62,2.623433739496075,59.67741935483871,28,1.5632316404605342,64.28571428571429,ccb53e9695504e4b7b9229d88bbf8d377e615520e4f699b1ded8c2fb57423392,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/entry_rulebooks.jsonl,11,train_3,2024-07-01,2025-06-30,long,250,1.933921905713753,0.0,0.0,7,0.028,2.8000000000000003,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:ACMR:c3a9baba8cc8,stage3,ACMR,c3a9baba8cc8cf6205f5a5969706ad5e44bbd3f1042950a5ce40f353d9de4a84,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/final_rulebooks.jsonl,50,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.04626594418,93-candidate frozen analysis mapped consistently by ticker,1.672152226421145,1.1540181185850136,0.1540181185850136,True,0.3600899346687501,0.2974572309282834,1.4149247697866445,0.2957896155374492,0.0,True,2.368261550921128,2.7330167393112257,1.0608645128900809,2.0,ma+rsi,2.0,ma+rsi,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,6.034786880034921,HIGH_VOL,FAIL,64,2.326094474489659,57.8125,28,2.7503035351641847,67.85714285714286,ccb53e9695504e4b7b9229d88bbf8d377e615520e4f699b1ded8c2fb57423392,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/entry_rulebooks.jsonl,11,train_3,2024-07-01,2025-06-30,long,250,1.933921905713753,0.0,0.0,7,0.028,2.8000000000000003,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:AMBA:53ff3c940c04,stage3,AMBA,53ff3c940c04847f9b775a703ca7813b8ec09a4e61168cb894dddceb60a6fbe2,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,32,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.0411762510891,93-candidate frozen analysis mapped consistently by ticker,2.1873795844804533,1.0,0.1752250711076363,False,1.509556420117608,1.880012230563428,0.5718019293361836,0.5704715159075802,0.0,True,4.5318420959248,4.5318420959248,2.3444625114443465,2.0,ma+macd,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,6.540010868939156,HIGH_VOL,FAIL,46,1.690048529242527,41.30434782608695,19,-0.0033653160217907,31.57894736842105,0790cc7d3d06a8d6ef2d78e6b1bc2035d211ac9627b556cadc8e012b63b0d912,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/entry_rulebooks.jsonl,16,train_3,2024-07-01,2025-06-30,long,250,1.2,0.0,0.0,52,0.208,20.8,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:AMBA:59f7fc807feb,stage3,AMBA,59f7fc807feb342e073dd4c44cc424cb1ef0c17854b40749d30bf2792ea61209,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,53,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.0411762510891,93-candidate frozen analysis mapped consistently by ticker,2.05110304107584,1.0,0.0118550734578179,False,1.6914437736391577,2.0,0.447511160791352,0.4391936283729534,0.0108199477725062,True,4.578148562803463,4.578148562803463,2.527045521727623,2.0,ma+macd,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,7.764542872489609,HIGH_VOL,FAIL,67,0.3272130913529943,61.19402985074627,24,0.1326904986626846,54.16666666666666,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/entry_rulebooks.jsonl,15,train_3,2024-07-01,2025-06-30,long,250,1.5381758121589306,0.0108199477725062,8.500145032286355e-17,23,0.092,9.2,ACTIVE,WEIGHTED_ACTIVE,False,False,False,False,False
stage3:AMBA:5e057e3cfc2d,stage3,AMBA,5e057e3cfc2df98fbb87ebe52f32c9aafde092b1f0cbcfc81836cdbf4520a41e,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,31,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.0411762510891,93-candidate frozen analysis mapped consistently by ticker,2.1873795844804533,1.0,0.1752250711076363,False,1.509556420117608,1.880012230563428,0.5718019293361836,0.5704715159075802,0.0,True,4.5318420959248,4.5318420959248,2.3444625114443465,2.0,ma+macd,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,6.526296577720297,HIGH_VOL,FAIL,44,1.6708655013702154,38.63636363636363,19,0.0191785200573366,31.57894736842105,0790cc7d3d06a8d6ef2d78e6b1bc2035d211ac9627b556cadc8e012b63b0d912,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/entry_rulebooks.jsonl,16,train_3,2024-07-01,2025-06-30,long,250,1.2,0.0,0.0,52,0.208,20.8,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:AMBA:5ee6f7d57fac,stage3,AMBA,5ee6f7d57faca6fa4107f7159aaa8c5cbc6e6776d8cd857d7274fa505a697815,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,9,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.0411762510891,93-candidate frozen analysis mapped consistently by ticker,2.3756646022038064,1.0,0.0,False,1.74108402121544,2.0,0.5718019293361836,0.593695628474563,0.0,True,4.906581579026187,4.906581579026187,2.5309169768223807,2.0,ma+macd,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,4.934065784939302,HIGH_VOL,FAIL,42,2.021028715165794,40.47619047619048,14,-1.566115805590648,50.0,990f1c5d23cd89e7ff3dcb1e9ecdc8e9e3e1f0f568bb246c44d84118d159e69d,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/entry_rulebooks.jsonl,14,train_3,2024-07-01,2025-06-30,long,250,2.4423976504373157,0.0,0.0,6,0.024,2.4,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:AMBA:72a1ac24455a,stage3,AMBA,72a1ac24455a2e4748b87d2b22992bd76d548e36599df6f9cb63fbe3163dc3a3,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,1,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.0411762510891,93-candidate frozen analysis mapped consistently by ticker,2.3756646022038064,1.0,0.0,False,1.3949580553925751,2.0,0.4409062347839991,0.5704715159075802,0.0,True,4.406335806084154,4.406335806084154,2.030671203880348,2.0,ma+macd,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,4.746935644110704,HIGH_VOL,FAIL,39,2.7230065776679275,51.28205128205128,14,0.1775343155324338,57.14285714285714,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/entry_rulebooks.jsonl,5,train_3,2024-07-01,2025-06-30,long,250,1.3049294509987652,0.0,0.0,39,0.156,15.6,ACTIVE,ZERO_WEIGHT_ACTIVE,False,False,False,False,False
stage3:AMBA:7829da4c9135,stage3,AMBA,7829da4c913554749cdef177d8f015f1bac12dbeac94212b0ec5d5af0dd74f64,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,17,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,IS_AVG_STD20,0.0411762510891,93-candidate frozen analysis mapped consistently by ticker,2.3756646022038064,1.0,0.0,False,1.6406503749985664,2.0,1.2017551241810027,0.5704715159075802,0.0108199477725062,True,5.412877015087149,5.412877015087149,3.037212412883343,2.0,ma+macd,2.0,ma+macd,True,True,HIGH_VOL_AND_ENTRY_POSSIBLE_WITHOUT_VOLUME_AT_MARKET_CAP,RISK,False,True,False,4.735822024044401,HIGH_VOL,FAIL,43,2.147268464841836,58.13953488372093,17,0.5098357366509534,64.70588235294117,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,REUSED_A73118D,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/entry_rulebooks.jsonl,8,train_3,2024-07-01,2025-06-30,long,250,1.3413363951468322,0.0108199477725062,8.500145032286355e-17,36,0.144,14.399999999999999,ACTIVE,WEIGHTED_ACTIVE,False,False,False,False,False
