candidate_id,gene,oos_base_rate,oos_coverage,oos_lift_pp,oos_passed_count,oos_passed_positive_count,oos_positive_count,oos_precision,oos_reasons,oos_recall,oos_signal_count,stage,status,stress_base_rate,stress_coverage,stress_lift_pp,stress_passed_count,stress_passed_positive_count,stress_positive_count,stress_precision,stress_reasons,stress_recall,stress_signal_count,survivor,ticker,train_base_rate,train_coverage,train_fitness,train_lift_pp,train_oos_precision_gap,train_passed_count,train_passed_positive_count,train_positive_count,train_precision,train_reasons,train_recall,train_signal_count,train_stress_precision_gap
stage3:ABEV:9121d29b2b80,"{""fitness"": 2.7124999999999986, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""pullback_from_high5_pct"", ""q_high"": 0.9556022152527853, ""q_low"": 0.44568678252335237, ""value_high"": 8.243547058650746, ""value_low"": 3.366413774741706}]}",0.1111111111111111,0.4444444444444444,-11.11111111111111,4,0,1,0.0,"[""precision_lt_0.4500""]",0.0,9,stage3,FAILED_GATE,0.3333333333333333,0.1111111111111111,66.66666666666667,1,1,3,1.0,"[""passed_count_lt_3""]",0.3333333333333333,9,False,ABEV,0.0625,0.5,2.7124999999999986,6.25,0.125,8,1,1,0.125,"[""precision_lt_0.5000""]",1.0,16,-0.875
stage3:ACLS:91f65753d85d,"{""fitness"": 98.4, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 0.6674013699771912, ""q_low"": 0.17955075415733512, ""value_high"": 3.0, ""value_low"": 1.0}]}",0.8571428571428571,0.5714285714285714,14.28571428571429,4,4,6,1.0,[],0.6666666666666666,7,stage3,FAILED_GATE,0.75,0.8333333333333334,-5.000000000000004,10,7,9,0.7,"[""precision_lt_0.8000""]",0.7777777777777778,12,False,ACLS,0.6666666666666666,0.8333333333333334,98.4,13.333333333333341,-0.19999999999999996,10,8,8,0.8,[],1.0,12,0.10000000000000009
stage3:ACMR:44c1e02681c4,"{""fitness"": 111.56323529411765, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 0.335275434348848, ""q_low"": 0.0, ""value_high"": -0.7193495216592176, ""value_low"": -7.968971016371995}, {""feature"": ""up_days5"", ""q_high"": 0.7223703652665657, ""q_low"": 0.20960809086402427, ""value_high"": 3.4177777394992432, ""value_low"": 2.0}]}",0.6923076923076923,0.23076923076923078,-2.564102564102566,6,4,18,0.6666666666666666,"[""precision_lt_0.7423"", ""train_precision_gap_gt_0.20""]",0.2222222222222222,26,stage3,FAILED_GATE,0.42857142857142855,0.2857142857142857,7.142857142857145,4,2,6,0.5,"[""train_precision_gap_gt_0.20""]",0.3333333333333333,14,False,ACMR,0.4411764705882353,0.23529411764705882,111.56323529411765,43.38235294117647,0.20833333333333337,8,7,15,0.875,[],0.4666666666666667,34,0.375
stage3:ADMA:42437a3ee595,"{""fitness"": 113.55394736842103, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d5_pct"", ""q_high"": 0.8698385353745415, ""q_low"": 0.4356608166473815, ""value_high"": 3.9502217231150314, ""value_low"": -0.49778416610451137}, {""feature"": ""close_pos5"", ""q_high"": 0.5639863125461025, ""q_low"": 0.06917080897939096, ""value_high"": 0.49426424868192964, ""value_low"": 0.06771670671019123}]}",0.391304347826087,0.391304347826087,5.314009661835745,9,4,9,0.4444444444444444,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.4444444444444444,23,stage3,FAILED_GATE,0.5483870967741935,0.25806451612903225,32.66129032258065,8,7,17,0.875,[],0.4117647058823529,31,False,ADMA,0.39473684210526316,0.21052631578947367,113.55394736842103,48.026315789473685,0.4305555555555556,8,7,15,0.875,[],0.4666666666666667,38,0.0
stage3:ADPT:78c31f1ca209,"{""fitness"": 120.41784989858012, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""cumulative_ret5_pct"", ""q_high"": 0.6226482953177892, ""q_low"": 0.04499442452822741, ""value_high"": 0.22899805528932848, ""value_low"": -15.889406873604853}, {""feature"": ""fade_after_surge_score"", ""q_high"": 0.8595202915127298, ""q_low"": 0.5843238613714047, ""value_high"": 17.990559930146986, ""value_low"": 11.265408885976026}]}",0.625,0.08333333333333333,-12.5,2,1,15,0.5,"[""passed_count_lt_3"", ""precision_lt_0.6750"", ""train_precision_gap_gt_0.20""]",0.06666666666666667,24,stage3,FAILED_GATE,0.6585365853658537,0.07317073170731707,0.8130081300812941,3,2,27,0.6666666666666666,"[""passed_count_lt_5"", ""precision_lt_0.7085"", ""train_precision_gap_gt_0.20""]",0.07407407407407407,41,False,ADPT,0.5862068965517241,0.15517241379310345,120.41784989858012,41.379310344827594,0.5,9,9,34,1.0,[],0.2647058823529412,58,0.33333333333333337
stage3:AEIS:6e26f08a7c6d,"{""fitness"": 105.5, ""recent_turn_down_mode"": 1, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 0.3591108107840779, ""q_low"": 0.09208736446795476, ""value_high"": -1.4745888511276348, ""value_low"": -2.7607704215200997}]}",0.4375,0.0625,56.25,1,1,7,1.0,"[""passed_count_lt_3""]",0.14285714285714285,16,stage3,FAILED_GATE,0.42105263157894735,0.0,-42.10526315789473,0,0,8,0.0,"[""passed_count_lt_3"", ""precision_lt_0.4711"", ""train_precision_gap_gt_0.20""]",0.0,19,False,AEIS,0.25,0.25,105.5,50.0,-0.25,8,6,8,0.75,[],0.75,32,0.75
stage3:AES:2bd518bc9a7e,"{""fitness"": 38.98730158730159, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""down_days5"", ""q_high"": 0.8894151082263945, ""q_low"": 0.5701303467551689, ""value_high"": 4.0, ""value_low"": 3.0}]}",0.3333333333333333,0.6666666666666666,16.666666666666668,2,1,1,0.5,"[""signal_count_lt_5"", ""passed_count_lt_3""]",1.0,3,stage3,FAILED_GATE,0.4666666666666667,0.8,-13.333333333333336,12,4,7,0.3333333333333333,"[""precision_lt_0.5167""]",0.5714285714285714,15,False,AES,0.2857142857142857,0.6428571428571429,38.98730158730159,15.873015873015872,-0.05555555555555558,9,4,4,0.4444444444444444,"[""precision_lt_0.5000""]",1.0,14,0.1111111111111111
stage3:AEVA:3c4e598fa5c7,"{""fitness"": 117.84927536231885, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d5_pct"", ""q_high"": 0.9631041891516977, ""q_low"": 0.31316639556508924, ""value_high"": 11.991412770100046, ""value_low"": -1.35897552666713}, {""feature"": ""single_up_day5_pct"", ""q_high"": 0.8075516870876829, ""q_low"": 0.018863567758652125, ""value_high"": 11.042699347829148, ""value_low"": -0.15000024028297726}]}",0.8461538461538461,0.3076923076923077,-9.615384615384615,4,3,11,0.75,"[""precision_lt_0.8962"", ""train_precision_gap_gt_0.20""]",0.2727272727272727,13,stage3,FAILED_GATE,0.7058823529411765,0.35294117647058826,-3.9215686274509887,6,4,12,0.6666666666666666,"[""precision_lt_0.7559"", ""train_precision_gap_gt_0.20""]",0.3333333333333333,17,False,AEVA,0.782608695652174,0.5652173913043478,117.84927536231885,21.739130434782606,0.25,13,13,18,1.0,[],0.7222222222222222,23,0.33333333333333337
stage3:ALGT:aec5dd5b1dc1,"{""fitness"": 99.26515151515152, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 0.5540368692462759, ""q_low"": 0.1601287000282845, ""value_high"": 2.1080737384925516, ""value_low"": 0.681029600226276}, {""feature"": ""close_pos5"", ""q_high"": 0.5129534228814863, ""q_low"": 0.1763470592403415, ""value_high"": 0.4274920623283741, ""value_low"": 0.12935638232185365}]}",0.7272727272727273,0.18181818181818182,-22.72727272727273,4,2,16,0.5,"[""precision_lt_0.7773"", ""train_precision_gap_gt_0.20""]",0.125,22,stage3,FAILED_GATE,0.5,0.4,25.0,8,6,10,0.75,[],0.6,20,False,ALGT,0.3333333333333333,0.24242424242424243,99.26515151515152,41.66666666666667,0.25,8,6,11,0.75,[],0.5454545454545454,33,0.0
stage3:AMD:a01b055a1d13,"{""fitness"": 100.76029526029528, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d5_pct"", ""q_high"": 1.0, ""q_low"": 0.3085701692784874, ""value_high"": 4.133678580918354, ""value_low"": -1.9364402190536318}, {""feature"": ""ret_d4_pct"", ""q_high"": 1.0, ""q_low"": 0.49107509860955156, ""value_high"": 3.8623745606327864, ""value_low"": -0.5270103316338646}]}",0.6153846153846154,0.3076923076923077,-11.538461538461542,4,2,8,0.5,"[""precision_lt_0.6654"", ""train_precision_gap_gt_0.20""]",0.25,13,stage3,FAILED_GATE,0.47619047619047616,0.38095238095238093,2.3809523809523836,8,4,10,0.5,"[""precision_lt_0.5262"", ""train_precision_gap_gt_0.20""]",0.4,21,False,AMD,0.4230769230769231,0.34615384615384615,100.76029526029528,35.47008547008547,0.2777777777777778,9,7,11,0.7777777777777778,[],0.6363636363636364,26,0.2777777777777778
stage3:AMSC:57bf3f342f43,"{""fitness"": 118.28571428571428, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 1.0, ""q_low"": 0.5276245215743042, ""value_high"": 16.449708576308673, ""value_low"": -0.433018021356935}, {""feature"": ""pullback_from_high5_pct"", ""q_high"": 0.6934184169000274, ""q_low"": 0.12254030482311769, ""value_high"": 13.788796696484882, ""value_low"": 2.3240631748943343}]}",0.7222222222222222,0.2777777777777778,7.777777777777784,5,4,13,0.8,[],0.3076923076923077,18,stage3,SURVIVOR,0.6842105263157895,0.2631578947368421,11.578947368421055,5,4,13,0.8,[],0.3076923076923077,19,True,AMSC,0.6857142857142857,0.2857142857142857,118.28571428571428,31.428571428571427,0.19999999999999996,10,10,24,1.0,[],0.4166666666666667,35,0.19999999999999996
stage3:AMZN:bdc7a3a74814,"{""fitness"": 26.26071428571428, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""single_up_day5_pct"", ""q_high"": 0.8544992487341658, ""q_low"": 0.49588140590271507, ""value_high"": 4.330492091498877, ""value_low"": 2.104364459943807}]}",0.4,0.3,-6.6666666666666705,3,1,4,0.3333333333333333,"[""precision_lt_0.4500""]",0.25,10,stage3,FAILED_GATE,0.1111111111111111,0.16666666666666666,-11.11111111111111,3,0,2,0.0,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.0,18,False,AMZN,0.23809523809523808,0.38095238095238093,26.26071428571428,13.690476190476192,0.041666666666666685,8,3,5,0.375,"[""precision_lt_0.5000""]",0.6,21,0.375
stage3:ANET:fe220620802b,"{""fitness"": 110.61388888888888, ""recent_turn_down_mode"": 1, ""rules"": [{""feature"": ""ret_d2_pct"", ""q_high"": 0.5346605220421291, ""q_low"": 0.0730602979469637, ""value_high"": -0.31653101156847896, ""value_low"": -5.605200012259738}, {""feature"": ""ret_d1_pct"", ""q_high"": 0.7241647062681906, ""q_low"": 0.22071081264423523, ""value_high"": 1.0636521970019777, ""value_low"": -1.6240794553043416}, {""feature"": ""cumulative_ret5_pct"", ""q_high"": 0.6796242470338867, ""q_low"": 0.20380486763752928, ""value_high"": 2.423265679679381, ""value_low"": -4.726637830533973}]}",0.5909090909090909,0.09090909090909091,-9.090909090909093,2,1,13,0.5,"[""passed_count_lt_3"", ""precision_lt_0.6409"", ""train_precision_gap_gt_0.20""]",0.07692307692307693,22,stage3,FAILED_GATE,0.21739130434782608,0.13043478260869565,-21.73913043478261,3,0,5,0.0,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.0,23,False,ANET,0.4166666666666667,0.2222222222222222,110.61388888888888,45.83333333333333,0.375,8,7,15,0.875,[],0.4666666666666667,36,0.875
stage3:APA:692dd6626ba8,"{""fitness"": 115.10108695652175, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 0.9140378040168509, ""q_low"": 0.4282015725501939, ""value_high"": 4.108831688370719, ""value_low"": 2.0}, {""feature"": ""fade_after_surge_score"", ""q_high"": 0.9854783872177759, ""q_low"": 0.5769268317941215, ""value_high"": 13.01809123492398, ""value_low"": 6.812510661489015}]}",0.6,0.2,-9.999999999999998,2,1,6,0.5,"[""passed_count_lt_3"", ""precision_lt_0.6500"", ""train_precision_gap_gt_0.20""]",0.16666666666666666,10,stage3,FAILED_GATE,0.5714285714285714,0.21428571428571427,9.523809523809524,3,2,8,0.6666666666666666,"[""train_precision_gap_gt_0.20""]",0.25,14,False,APA,0.43478260869565216,0.34782608695652173,115.10108695652175,44.02173913043478,0.375,8,7,10,0.875,[],0.7,23,0.20833333333333337
stage3:ARKW:296c057b4ef7,"{""fitness"": 100.37727272727273, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d1_pct"", ""q_high"": 0.800335754849536, ""q_low"": 0.32095859120256437, ""value_high"": 2.134815525826642, ""value_low"": -1.1562554921041688}]}",0.3,0.7,-1.428571428571429,7,2,3,0.2857142857142857,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.6666666666666666,10,stage3,FAILED_GATE,0.2727272727272727,0.36363636363636365,-27.27272727272727,4,0,3,0.0,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.0,11,False,ARKW,0.55,0.5,100.37727272727273,25.0,0.5142857142857143,10,8,11,0.8,[],0.7272727272727273,20,0.8
stage3:AVAV:3d66945d7c65,"{""fitness"": 82.01748120300752, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 0.5534032402575986, ""q_low"": 0.13047507542734726, ""value_high"": 2.0, ""value_low"": 1.0}, {""feature"": ""fade_after_surge_score"", ""q_high"": 1.0, ""q_low"": 0.484270709101448, ""value_high"": 20.957003672503706, ""value_low"": 3.6655609647620837}]}",0.36363636363636365,0.36363636363636365,38.63636363636363,4,3,4,0.75,[],0.75,11,stage3,SURVIVOR,0.5,0.4166666666666667,9.999999999999998,5,3,6,0.6,[],0.5,12,True,AVAV,0.3684210526315789,0.42105263157894735,82.01748120300752,25.657894736842106,-0.125,8,5,7,0.625,[],0.7142857142857143,19,0.025000000000000022
stage3:AVGO:e4fd3cee2402,"{""fitness"": 108.83333333333333, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d1_pct"", ""q_high"": 0.5531797203743286, ""q_low"": 0.06001515396249453, ""value_high"": -0.03431103194206264, ""value_low"": -3.1625116691656574}, {""feature"": ""pullback_from_high5_pct"", ""q_high"": 1.0, ""q_low"": 0.5500786551417337, ""value_high"": 13.732963567190758, ""value_low"": 3.268620167508842}]}",0.5,0.14285714285714285,0.0,2,1,7,0.5,"[""passed_count_lt_3"", ""precision_lt_0.5500"", ""train_precision_gap_gt_0.20""]",0.14285714285714285,14,stage3,FAILED_GATE,0.3,0.1,70.0,1,1,3,1.0,"[""passed_count_lt_3""]",0.3333333333333333,10,False,AVGO,0.25,0.3333333333333333,108.83333333333333,50.0,0.25,8,6,6,0.75,[],1.0,24,-0.25
stage3:AXON:25b116de3cd4,"{""fitness"": 71.05384615384617, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""down_days5"", ""q_high"": 0.49980806104760467, ""q_low"": 0.0285909888361626, ""value_high"": 3.0, ""value_low"": 1.3430918660339513}]}",0.5,0.5,-50.0,3,0,3,0.0,"[""precision_lt_0.5500"", ""train_precision_gap_gt_0.20""]",0.0,6,stage3,FAILED_GATE,0.07692307692307693,0.6153846153846154,4.8076923076923075,8,1,1,0.125,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",1.0,13,False,AXON,0.3076923076923077,0.6153846153846154,71.05384615384617,19.23076923076923,0.5,8,4,4,0.5,[],1.0,13,0.375
stage3:BB:f1bdfe7f8ad9,"{""fitness"": 111.41136363636365, ""recent_turn_down_mode"": 1, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 0.9191341820351376, ""q_low"": 0.23889779679980047, ""value_high"": 6.312384604979836, ""value_low"": -0.4965901708124575}]}",0.5,0.5,0.0,6,3,6,0.5,"[""precision_lt_0.5500"", ""train_precision_gap_gt_0.20""]",0.5,12,stage3,FAILED_GATE,0.5,0.4166666666666667,-9.999999999999998,5,2,6,0.4,"[""precision_lt_0.5500"", ""train_precision_gap_gt_0.20""]",0.3333333333333333,12,False,BB,0.5,0.36363636363636365,111.41136363636365,37.5,0.375,8,7,11,0.875,[],0.6363636363636364,22,0.475
stage3:BBIO:82c4a7aa36a9,"{""fitness"": 124.4235294117647, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d4_pct"", ""q_high"": 0.6926457267917229, ""q_low"": 0.19222558947242877, ""value_high"": 1.2055064610451383, ""value_low"": -3.432016955044216}, {""feature"": ""close_pos5"", ""q_high"": 0.9449154787221404, ""q_low"": 0.4738622566731499, ""value_high"": 0.8526286397778777, ""value_low"": 0.2819612215906081}]}",0.5,0.35,-7.142857142857145,7,3,10,0.42857142857142855,"[""precision_lt_0.5500"", ""train_precision_gap_gt_0.20""]",0.3,20,stage3,FAILED_GATE,0.391304347826087,0.21739130434782608,20.8695652173913,5,3,9,0.6,"[""train_precision_gap_gt_0.20""]",0.3333333333333333,23,False,BBIO,0.5882352941176471,0.3235294117647059,124.4235294117647,41.17647058823529,0.5714285714285714,11,11,20,1.0,[],0.55,34,0.4
stage3:BE:b07b2e49fef8,"{""fitness"": 111.29850427350428, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 1.0, ""q_low"": 0.5941931230130401, ""value_high"": 5.0, ""value_low"": 2.5651587380782406}, {""feature"": ""pullback_from_high5_pct"", ""q_high"": 0.6856843009500726, ""q_low"": 0.03794017770584064, ""value_high"": 10.44937595388243, ""value_low"": 0.9766299833505796}]}",0.8333333333333334,0.5,5.5555555555555465,9,8,15,0.8888888888888888,[],0.5333333333333333,18,stage3,FAILED_GATE,0.75,0.0,-75.0,0,0,6,0.0,"[""passed_count_lt_3"", ""precision_lt_0.8000"", ""train_precision_gap_gt_0.20""]",0.0,8,False,BE,0.5416666666666666,0.375,111.29850427350428,34.72222222222222,0.0,9,8,13,0.8888888888888888,[],0.6153846153846154,24,0.8888888888888888
