champion_origin_train_label,exit_reason,holding_sessions,method,model_hash,regime,ticker,trade_count,trade_share
train_3,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,stress,ALGT,26,1.0
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,14,0.7777777777777778
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,4,0.2222222222222222
train_3,EARLY_TAKE_PROFIT,0,rolling_target_2_sessions_tp_on,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,6,0.3157894736842105
train_3,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,6,0.3157894736842105
train_3,EARLY_TAKE_PROFIT,2,rolling_target_2_sessions_tp_on,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,1,0.05263157894736842
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,5,0.2631578947368421
train_3,EARLY_TAKE_PROFIT,3,rolling_target_2_sessions_tp_on,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,1,0.05263157894736842
train_3,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,f55eca6eb60ab371e841edb2496ffe68d55c5a05d435fd20f3ae18eea3503f31,oos,ALGT,18,1.0
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,19,0.5588235294117647
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,11,0.3235294117647059
train_3,TARGET_DATE_REACHED,4,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,3,0.08823529411764706
train_3,TARGET_DATE_REACHED,6,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,1,0.029411764705882353
train_3,EARLY_TAKE_PROFIT,0,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,2,0.058823529411764705
train_3,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,8,0.23529411764705882
train_3,EARLY_TAKE_PROFIT,2,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,10,0.29411764705882354
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,9,0.2647058823529412
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,3,0.08823529411764706
train_3,TARGET_DATE_REACHED,4,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,1,0.029411764705882353
train_3,TARGET_DATE_REACHED,6,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,1,0.029411764705882353
train_3,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,train,AEIS,35,1.0
train_3,FORCED_PERIOD_END_MARK_TO_MARKET,0,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.045454545454545456
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,17,0.7727272727272727
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.045454545454545456
train_3,TARGET_DATE_REACHED,4,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.045454545454545456
train_3,TARGET_DATE_REACHED,6,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.045454545454545456
train_3,TARGET_DATE_REACHED,7,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.045454545454545456
train_3,EARLY_TAKE_PROFIT,0,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,4,0.16666666666666666
train_3,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,4,0.16666666666666666
train_3,EARLY_TAKE_PROFIT,2,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,4,0.16666666666666666
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,9,0.375
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.041666666666666664
train_3,TARGET_DATE_REACHED,4,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.041666666666666664
train_3,TARGET_DATE_REACHED,5,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,1,0.041666666666666664
train_3,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,stress,AEIS,23,1.0
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,6,0.5454545454545454
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,4,0.36363636363636365
train_3,TARGET_DATE_REACHED,4,rolling_target_2_sessions_tp_off,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,1,0.09090909090909091
train_3,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,3,0.2727272727272727
train_3,EARLY_TAKE_PROFIT,2,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,1,0.09090909090909091
train_3,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,2,0.18181818181818182
train_3,EARLY_TAKE_PROFIT,3,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,2,0.18181818181818182
train_3,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,2,0.18181818181818182
train_3,TARGET_DATE_REACHED,4,rolling_target_2_sessions_tp_on,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,1,0.09090909090909091
train_3,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,193f4bc63ab65d55328c337ff4674d75124b5f1254cd4e983851c8055feff8df,oos,AEIS,11,1.0
train_2,FORCED_PERIOD_END_MARK_TO_MARKET,0,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,1,0.03333333333333333
train_2,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,21,0.7
train_2,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,8,0.26666666666666666
train_2,EARLY_TAKE_PROFIT,0,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,3,0.1
train_2,FORCED_PERIOD_END_MARK_TO_MARKET,0,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,1,0.03333333333333333
train_2,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,9,0.3
train_2,EARLY_TAKE_PROFIT,2,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,8,0.26666666666666666
train_2,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,6,0.2
train_2,EARLY_TAKE_PROFIT,3,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,1,0.03333333333333333
train_2,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,2,0.06666666666666667
train_2,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,train,ARKW,29,1.0
train_2,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,16,0.6666666666666666
train_2,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,8,0.3333333333333333
train_2,EARLY_TAKE_PROFIT,0,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,1,0.041666666666666664
train_2,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,4,0.16666666666666666
train_2,EARLY_TAKE_PROFIT,2,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,2,0.08333333333333333
train_2,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,11,0.4583333333333333
train_2,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,6,0.25
train_2,FIXED_TWO_SESSION_EXIT,2,fixed_2_sessions,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,stress,ARKW,24,1.0
train_2,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,oos,ARKW,8,0.6666666666666666
train_2,TARGET_DATE_REACHED,3,rolling_target_2_sessions_tp_off,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,oos,ARKW,4,0.3333333333333333
train_2,EARLY_TAKE_PROFIT,1,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,oos,ARKW,1,0.08333333333333333
train_2,TARGET_DATE_REACHED,2,rolling_target_2_sessions_tp_on,1a94ba8ef2ba69345feeb1b37dfde24d136305a693759bb04dab9d06917495d1,oos,ARKW,8,0.6666666666666666
