source,ticker,candidate_id,opened_at,closed_at,entry_quality_label,eq_grade,entry_quality_score,entry_quality_primary_reason,pnl_pct,max_loss_pct,max_profit_pct,notional,exit_reason,eq_allow_inferred
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-01T13:41:05.279713+00:00,2026-07-02T02:51:16.441528+00:00,STRONG_FOLLOW_THROUGH,STRONG,78,passed,1.11565867297,0,2.5288223154,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,BMI,stage3:BMI:07d4ee0f7841,2026-07-01T13:40:59.816867+00:00,2026-07-02T02:51:16.766286+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-1.78272675704,-2.48643291129,1.52804683111,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BIDU,stage3:BIDU:926c6f7918c9,2026-07-02T00:39:33.899784+00:00,2026-07-02T08:02:06.896330+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-3.60658520027,-3.60658520027,0,5000,shadow_failed_followthrough,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-01T13:41:08.870436+00:00,2026-07-02T08:02:06.959304+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-0.934825018587,-1.22863007838,1.89610023606,5000,shadow_current_q_failed,True
elite_shadow_trades,ANET,stage3:ANET:fe220620802b,2026-07-02T00:00:17.353337+00:00,2026-07-02T08:07:36.177326+00:00,WEAK_FOLLOW_THROUGH,WEAK,52,a_core_weak_quality_cap,-2.41773614379,-2.41773614379,0,2500,shadow_failed_followthrough,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T00:39:32.967668+00:00,2026-07-02T08:44:46.048622+00:00,STRONG_FOLLOW_THROUGH,STRONG,80,high_vol_or_low_price_size_cap,-2.63249047454,-2.63249047454,0,3500,shadow_failed_followthrough,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T08:18:09.168782+00:00,2026-07-02T09:27:28.907749+00:00,STRONG_FOLLOW_THROUGH,STRONG,76,passed,-1.96779774632,-1.96779774632,0,5000,shadow_current_q_failed,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-02T00:00:18.480589+00:00,2026-07-02T09:38:08.887373+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,-2.22222222222,-2.22222222222,0,5000,shadow_failed_followthrough,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T00:39:31.619773+00:00,2026-07-02T10:15:49.097269+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,a_core_weak_quality_cap,1.63438256659,0,2.63740920097,2500,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,APH,stage3:APH:c7885deba35c,2026-07-02T00:39:33.750487+00:00,2026-07-02T10:43:51.930701+00:00,WEAK_FOLLOW_THROUGH,WEAK,54,passed,-1.20377336651,-1.20377336651,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CIBR,stage3:CIBR:7d68e0b643da,2026-07-02T00:00:35.530903+00:00,2026-07-02T10:43:52.275135+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,0.862896126761,-0.572183098592,2.78389084507,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T08:49:58.722165+00:00,2026-07-02T11:05:18.934734+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,64,high_vol_or_low_price_size_cap,0.391319815012,0,3.16613304874,2500,shadow_profit_giveback_3,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-02T11:05:17.088343+00:00,2026-07-02T11:10:29.486987+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,67,high_vol_or_low_price_size_cap,-3.43434343434,-3.43434343434,0,2500,shadow_failed_followthrough,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T10:20:54.509069+00:00,2026-07-02T11:21:11.514273+00:00,STRONG_FOLLOW_THROUGH,STRONG,92,passed,-1.36175251628,-1.36175251628,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T11:26:39.644137+00:00,2026-07-02T11:31:52.120106+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,-1.30331753555,-1.30331753555,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-02T11:15:58.709604+00:00,2026-07-02T11:31:52.148292+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,67,high_vol_or_low_price_size_cap,-2.0202020202,-2.0202020202,0,2500,shadow_failed_followthrough,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T11:21:09.760030+00:00,2026-07-02T11:42:33.192314+00:00,STRONG_FOLLOW_THROUGH,STRONG,76,passed,-1.77765985673,-1.77765985673,0,5000,shadow_current_q_failed,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-02T09:43:18.041249+00:00,2026-07-02T11:47:38.169044+00:00,WEAK_FOLLOW_THROUGH,WEAK,57,a_core_weak_quality_cap,0.328480113636,0,5.34446022727,2500,breakeven_stop,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-02T11:42:31.716054+00:00,2026-07-02T11:53:14.398456+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,61,high_vol_or_low_price_size_cap,-2.10204081633,-2.10204081633,0,2500,shadow_failed_followthrough,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T11:48:01.352489+00:00,2026-07-02T11:58:47.472665+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,70,passed,-1.6480595428,-1.6480595428,0,5000,shadow_healthy_weak_cut,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-02T00:39:32.170781+00:00,2026-07-02T11:59:08.243435+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,event_heavy_size_cap,0.704934541793,0,0.998657267539,3000,manual_regular_hours_reset,True
elite_shadow_trades,MPC,stage2:MPC:8107accddd2c,2026-07-02T00:00:38.065558+00:00,2026-07-02T11:59:08.474215+00:00,STRONG_FOLLOW_THROUGH,STRONG,95,passed,0.754716981132,-1.1320754717,0.754716981132,5000,manual_regular_hours_reset,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-02T11:48:01.352418+00:00,2026-07-02T11:59:08.692793+00:00,WEAK_FOLLOW_THROUGH,WEAK,57,a_core_weak_quality_cap,4.99955756128,0,4.99955756128,2500,manual_regular_hours_reset,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-01T13:57:00.800924+00:00,2026-07-02T11:59:08.911888+00:00,STRONG_FOLLOW_THROUGH,STRONG,78,passed,0.144065062707,-0.84328134747,1.32350072519,5000,manual_regular_hours_reset,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-02T02:56:25.245662+00:00,2026-07-02T11:59:09.159227+00:00,STRONG_FOLLOW_THROUGH,STRONG,75,passed,0.281966409219,-0.110334681868,0.993012136815,5000,manual_regular_hours_reset,True
elite_shadow_trades,ARKW,stage3:ARKW:296c057b4ef7,2026-07-02T00:00:22.949241+00:00,2026-07-02T11:59:09.361529+00:00,STRONG_FOLLOW_THROUGH,STRONG,81,passed,-0.671232876712,-0.842465753425,0,5000,manual_regular_hours_reset,True
elite_shadow_trades,BB,stage3:BB:f1bdfe7f8ad9,2026-07-02T00:39:34.469591+00:00,2026-07-02T11:59:09.558774+00:00,STRONG_FOLLOW_THROUGH,STRONG,82,high_vol_or_low_price_size_cap,-0.357678641927,-1.93446506119,0.889853928148,2500,manual_regular_hours_reset,True
elite_shadow_trades,BIDU,stage3:BIDU:926c6f7918c9,2026-07-02T08:07:22.220604+00:00,2026-07-02T11:59:09.753894+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,60,event_heavy_size_cap,0.595979363103,-0.26685643124,0.631560220601,3000,manual_regular_hours_reset,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T11:10:27.974700+00:00,2026-07-02T11:59:09.931169+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,64,high_vol_or_low_price_size_cap,1.2543554007,0,1.2543554007,2500,manual_regular_hours_reset,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-02T00:00:24.571766+00:00,2026-07-02T11:59:10.130230+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,73,event_heavy_size_cap,0.320804940375,-0.74531516184,0.363394378194,3000,manual_regular_hours_reset,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T11:37:20.518961+00:00,2026-07-02T11:59:10.458498+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,73,passed,0.660264105642,0,1.32052821128,5000,manual_regular_hours_reset,True
elite_shadow_trades,CIBR,stage3:CIBR:7d68e0b643da,2026-07-02T10:49:02.445212+00:00,2026-07-02T11:59:10.668339+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-0.719473905843,-0.719473905843,0.748165587001,5000,manual_regular_hours_reset,True
elite_shadow_trades,BIDU,stage3:BIDU:926c6f7918c9,2026-07-02T13:30:34.191414+00:00,2026-07-02T13:35:47.782877+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-3.12871151859,-3.12871151859,0,5000,shadow_failed_followthrough,True
elite_shadow_trades,BB,stage3:BB:f1bdfe7f8ad9,2026-07-02T13:30:34.191570+00:00,2026-07-02T13:41:26.050428+00:00,STRONG_FOLLOW_THROUGH,STRONG,82,high_vol_or_low_price_size_cap,-2.80766491687,-2.80766491687,0,2500,shadow_failed_followthrough,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T13:30:34.191318+00:00,2026-07-02T13:46:38.134574+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,64,high_vol_or_low_price_size_cap,-1.31213740762,-1.31213740762,2.93727440692,2500,shadow_profit_lock_2,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-02T13:30:34.191223+00:00,2026-07-02T14:02:58.511929+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,-1.1009284173,-1.1009284173,1.11377262574,5000,shadow_exit_omen_score,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T13:30:34.191113+00:00,2026-07-02T14:02:58.634990+00:00,STRONG_FOLLOW_THROUGH,STRONG,92,passed,2.31615291215,0,3.70584465944,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-02T13:30:34.191270+00:00,2026-07-02T14:19:01.655495+00:00,STRONG_FOLLOW_THROUGH,STRONG,87,passed,-1.26206636291,-1.26206636291,1.55695810045,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-02T13:30:34.191527+00:00,2026-07-02T14:19:01.674783+00:00,STRONG_FOLLOW_THROUGH,STRONG,87,passed,-1.26206636291,-1.26206636291,1.55695810045,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-02T13:35:46.083322+00:00,2026-07-02T14:19:01.826943+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,72,high_vol_or_low_price_size_cap,2.5572112665,0,4.46766765304,2500,shadow_intraday_peak_failure,True
elite_shadow_trades,ANET,stage3:ANET:fe220620802b,2026-07-02T13:30:34.191174+00:00,2026-07-02T14:24:33.010541+00:00,WEAK_FOLLOW_THROUGH,WEAK,52,a_core_weak_quality_cap,-0.780211157763,-0.825231088882,0.408119046032,2500,shadow_exit_omen_score,True
elite_shadow_trades,APH,stage3:APH:c7885deba35c,2026-07-02T13:52:09.108968+00:00,2026-07-02T14:24:33.020102+00:00,WEAK_FOLLOW_THROUGH,WEAK,48,passed,-1.1716874044,-1.1716874044,0.0435105624634,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,BB,stage3:BB:f1bdfe7f8ad9,2026-07-02T13:52:09.109072+00:00,2026-07-02T14:24:33.064040+00:00,STRONG_FOLLOW_THROUGH,STRONG,82,high_vol_or_low_price_size_cap,-2.10773184168,-2.10773184168,1.01482557774,2500,shadow_failed_followthrough,True
elite_shadow_trades,BE,stage3:BE:b07b2e49fef8,2026-07-02T14:13:47.427058+00:00,2026-07-02T14:24:33.073356+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,70,high_vol_or_low_price_size_cap,-2.71584184396,-2.71584184396,0,2500,shadow_failed_followthrough,True
elite_shadow_trades,CAN,stage3:CAN:dd27c77ca4dc,2026-07-02T13:41:23.314490+00:00,2026-07-02T14:24:33.128342+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,63,high_vol_or_low_price_size_cap,-0.398403220867,-0.531207592666,2.09163422498,2500,shadow_profit_lock_2,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-02T13:30:34.191654+00:00,2026-07-02T14:29:47.962488+00:00,STRONG_FOLLOW_THROUGH,STRONG,81,passed,-0.0695704546381,-0.0695704546381,1.73933213956,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,BWXT,stage3:BWXT:f195725cb792,2026-07-02T13:52:09.109022+00:00,2026-07-02T14:29:48.019699+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,60,passed,-0.573571589575,-0.624000248723,0.292895062064,5000,shadow_exit_omen_score,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T13:35:46.083385+00:00,2026-07-02T14:29:48.030443+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,-1.75486290852,-1.75486290852,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T14:08:13.536406+00:00,2026-07-02T14:29:48.041155+00:00,STRONG_FOLLOW_THROUGH,STRONG,98,passed,-1.46768403411,-1.46768403411,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-02T13:30:34.191483+00:00,2026-07-02T14:29:48.092669+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,73,event_heavy_size_cap,3.59826606281,0,4.519001343,3000,shadow_peak_exhaustion_3p,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-02T13:30:34.191611+00:00,2026-07-02T14:35:22.391213+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-0.0121425186884,-0.0121425186884,1.85275370078,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T13:52:09.108878+00:00,2026-07-02T14:40:34.091448+00:00,STRONG_FOLLOW_THROUGH,STRONG,90,high_vol_or_low_price_size_cap,-1.98675617984,-1.98675617984,0.579467657747,3500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-02T14:24:30.642726+00:00,2026-07-02T14:51:19.546060+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,event_heavy_size_cap,-1.06873553501,-1.18608623582,0,3000,shadow_intraday_relative_break,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-02T14:24:30.642843+00:00,2026-07-02T14:51:19.566229+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,passed,-1.06873553501,-1.18608623582,0,5000,shadow_intraday_relative_break,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T14:46:05.054102+00:00,2026-07-02T14:56:54.230762+00:00,STRONG_FOLLOW_THROUGH,STRONG,90,high_vol_or_low_price_size_cap,-0.701453964175,-0.701453964175,0,3500,shadow_exit_omen_score,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-02T14:24:30.642792+00:00,2026-07-02T15:02:06.256209+00:00,STRONG_FOLLOW_THROUGH,STRONG,82,high_vol_or_low_price_size_cap,-1.45630933122,-1.45630933122,0,3500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-02T14:56:51.675902+00:00,2026-07-02T15:07:40.603334+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,event_heavy_size_cap,-1.25690306321,-1.25690306321,0,3000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,MPC,stage2:MPC:8107accddd2c,2026-07-02T13:30:34.191737+00:00,2026-07-02T15:07:40.614681+00:00,STRONG_FOLLOW_THROUGH,STRONG,95,passed,-0.334668580217,-0.334668580217,1.58124965429,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-02T14:56:51.675990+00:00,2026-07-02T15:07:40.625891+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,passed,-1.25690306321,-1.25690306321,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BIDU,stage3:BIDU:926c6f7918c9,2026-07-02T13:41:23.314562+00:00,2026-07-02T15:07:40.676085+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,60,event_heavy_size_cap,-1.34513084297,-1.34513084297,0.912939992235,3000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T15:02:04.277181+00:00,2026-07-02T15:07:40.687077+00:00,STRONG_FOLLOW_THROUGH,STRONG,90,high_vol_or_low_price_size_cap,-1.64892284274,-1.64892284274,0,3500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T14:35:19.465945+00:00,2026-07-02T15:07:40.729372+00:00,STRONG_FOLLOW_THROUGH,STRONG,92,passed,-1.29236291466,-1.29236291466,0.258472582931,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CIBR,stage3:CIBR:7d68e0b643da,2026-07-02T13:30:34.191697+00:00,2026-07-02T15:07:40.751488+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-0.593820044641,-0.593820044641,1.24194394902,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,ARKW,stage3:ARKW:296c057b4ef7,2026-07-02T13:30:34.191363+00:00,2026-07-02T15:12:56.387061+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-0.491636214207,-0.491636214207,1.74113778994,5000,shadow_intraday_relative_break,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-02T14:40:32.240816+00:00,2026-07-02T15:18:29.358788+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-1.27631955592,-1.27631955592,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T14:46:05.054165+00:00,2026-07-02T15:18:29.396402+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,-1.08448943836,-1.08448943836,0.147276217373,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,CAN,stage3:CAN:dd27c77ca4dc,2026-07-02T14:35:19.466021+00:00,2026-07-02T15:18:29.404637+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,69,high_vol_or_low_price_size_cap,-1.28882734951,-1.28882734951,0.594844907275,2500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-02T14:08:13.536471+00:00,2026-07-02T15:54:41.708749+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,-1.28821708051,-1.3202508396,0.249056088498,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BIDU,stage3:BIDU:926c6f7918c9,2026-07-02T15:12:53.610234+00:00,2026-07-02T15:54:41.732622+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,60,event_heavy_size_cap,-0.617640244745,-0.679848370829,0.0666491421686,3000,shadow_exit_omen_score,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T15:12:53.610186+00:00,2026-07-02T16:21:41.020899+00:00,STRONG_FOLLOW_THROUGH,STRONG,80,high_vol_or_low_price_size_cap,-1.2818255147,-1.50701357835,1.50701357835,3500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-02T14:35:19.466079+00:00,2026-07-02T16:27:16.074595+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-1.26950418115,-1.26950418115,0.234529782451,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T15:12:53.610069+00:00,2026-07-02T16:32:29.752609+00:00,STRONG_FOLLOW_THROUGH,STRONG,92,passed,-1.21107837355,-1.21107837355,1.32641026651,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-02T14:35:19.466132+00:00,2026-07-02T16:38:07.202598+00:00,STRONG_FOLLOW_THROUGH,STRONG,81,passed,-1.45078916768,-1.45078916768,0.603524397591,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T16:27:12.782089+00:00,2026-07-02T16:38:07.309558+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,64,high_vol_or_low_price_size_cap,-1.54169768726,-1.61177637374,0,2500,shadow_healthy_weak_cut,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-02T15:12:53.610136+00:00,2026-07-02T17:10:47.558783+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,63,event_heavy_size_cap,-0.530272944661,-0.530272944661,1.82603675134,3000,shadow_intraday_relative_break,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-02T15:12:53.610281+00:00,2026-07-02T17:10:47.662077+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,63,passed,-0.530272944661,-0.530272944661,1.82603675134,5000,shadow_intraday_relative_break,True
elite_shadow_trades,BKSY,stage3:BKSY:f1bcc8efea02,2026-07-02T16:43:18.484992+00:00,2026-07-02T17:32:41.656310+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,64,high_vol_or_low_price_size_cap,-1.79957736816,-1.79957736816,0.176426382468,2500,shadow_healthy_weak_cut,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-02T15:07:37.906576+00:00,2026-07-02T17:32:41.850054+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,72,high_vol_or_low_price_size_cap,1.96921745246,-0.0399787272656,2.45901942132,2500,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-02T15:22:10.499528+00:00,2026-07-02T17:48:49.883990+00:00,STRONG_FOLLOW_THROUGH,STRONG,75,passed,-1.30124916586,-1.39700527998,1.1662221806,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T17:32:37.966740+00:00,2026-07-02T19:10:12.343259+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,2.07635015496,-0.120567937636,2.79972712012,5000,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,BMI,stage3:BMI:07d4ee0f7841,2026-07-02T18:48:25.718336+00:00,2026-07-02T19:26:18.148456+00:00,WEAK_FOLLOW_THROUGH,WEAK,53,passed,-0.717204806519,-0.717204806519,0.0409923633093,5000,shadow_exit_omen_score,True
elite_shadow_trades,BMI,stage3:BMI:07d4ee0f7841,2026-07-02T19:37:05.938677+00:00,2026-07-02T19:42:44.594655+00:00,WEAK_FOLLOW_THROUGH,WEAK,53,passed,-0.478514378828,-0.478514378828,0,5000,shadow_exit_omen_score,True
