trade_row_id,candidate_id,ticker,split,signal_date,entry_date,exit_date,eq_replay_mode,eq_row_reproducible_approx,eq_allow,eq_group,eq_label,eq_grade,eq_score,eq_primary_reason,eq_size_factor,eq_block_reasons,eq_reduce_reasons,eq_price_used,entry_signal_score,entry_signal_threshold,score_excess,net_pct,s2_net,s2_hold,s2_exit_date,s2_exit_price,entry_price,MAE,s2_MAE,vol_group
12,stage2:AGI:202bb1a936de,AGI,IS,2021-09-24,2021-09-27,2021-10-05,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.13000011444,1.9013281563,1.5,0.4013281563,3.12985442602,3.12985442602,6,2021-10-05,7.41629007625,7.17000007629,-3.20781055262,-3.20781055262,MID_VOL
13,stage2:AGI:202bb1a936de,AGI,IS,2021-09-27,2021-09-28,2021-10-04,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,8,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.15999984741,1.69867168445,1.5,0.19867168445,3.33064153228,3.33064153228,4,2021-10-04,7.30634494281,7.05000019073,-1.56028553949,-1.56028553949,MID_VOL
14,stage2:AGI:202bb1a936de,AGI,IS,2021-09-28,2021-09-29,2021-10-04,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,32,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.17000007629,1.91638060025,1.5,0.41638060025,2.16956954137,2.16956954137,3,2021-10-04,7.30634494281,7.13000011444,-1.12201854735,-1.12201854735,MID_VOL
15,stage2:AGI:202bb1a936de,AGI,IS,2021-09-29,2021-09-30,2021-10-04,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.01000022888,2.65978957981,1.5,1.15978957981,2.45738802255,2.45738802255,2,2021-10-04,7.30634494281,7.11000013351,-0.843881035912,-0.843881035912,MID_VOL
16,stage2:AGI:202bb1a936de,AGI,IS,2021-10-05,2021-10-06,2021-10-15,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,83,passed,1,,,7.46000003815,3.0022347284,1.5,1.5022347284,8.2581722517,8.2581722517,7,2021-10-15,8.05597041941,7.42000007629,-1.21294004925,-1.21294004925,MID_VOL
17,stage2:AGI:202bb1a936de,AGI,IS,2021-10-28,2021-10-29,2021-11-09,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.78999996185,1.62890954985,1.5,0.12890954985,8.99416245465,8.99416245465,7,2021-11-09,8.40579484749,7.69000005722,-4.55136413557,-4.55136413557,MID_VOL
18,stage2:AGI:202bb1a936de,AGI,IS,2021-12-01,2021-12-02,2021-12-13,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.44999980927,1.64937439306,1.5,0.14937439306,-5.07019747066,-5.07019747066,7,2021-12-13,7.04647519063,7.40000009537,-5.13513661544,-5.13513661544,MID_VOL
19,stage2:AGI:202bb1a936de,AGI,IS,2021-12-02,2021-12-03,2021-12-09,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.26999998093,1.77584114201,1.5,0.27584114201,-0.212840388075,-0.212840388075,4,2021-12-09,7.28635496187,7.28000020981,-1.92308158359,-1.92308158359,MID_VOL
20,stage2:AGI:202bb1a936de,AGI,IS,2021-12-03,2021-12-06,2021-12-09,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,18,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.32000017166,1.55048942671,1.5,0.05048942671,-0.349925,-0.349925,3,2021-12-09,7.28635496187,7.28999996185,-2.05761448759,-2.05761448759,MID_VOL
21,stage2:AGI:202bb1a936de,AGI,IS,2021-12-21,2021-12-22,2021-12-29,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,HEALTHY_FOLLOW_THROUGH,HEALTHY,73,passed,1,,,7.30999994278,1.55627193504,1.5,0.05627193504,0.73929716485,0.73929716485,4,2021-12-29,7.40629484749,7.32999992371,0,0,MID_VOL
22,stage2:AGI:202bb1a936de,AGI,IS,2022-01-14,2022-01-18,2022-01-19,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.09999990463,2.01673146393,1.5,0.51673146393,7.28269577912,7.28269577912,1,2022-01-19,7.45627003813,6.92999982834,-2.59740018469,-2.59740018469,MID_VOL
23,stage2:AGI:202bb1a936de,AGI,IS,2022-01-18,2022-01-19,2022-01-24,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.65000009537,1.93764134309,1.5,0.43764134309,2.44682600075,2.44682600075,3,2022-01-24,6.96651479029,6.78000020981,0,0,MID_VOL
24,stage2:AGI:202bb1a936de,AGI,IS,2022-01-21,2022-01-24,2022-01-25,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,18,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.03000020981,2.96240209886,1.5,1.46240209886,1.95093906914,1.95093906914,1,2022-01-25,7.09644990468,6.94000005722,0,0,MID_VOL
25,stage2:AGI:202bb1a936de,AGI,IS,2022-01-24,2022-01-25,2022-01-28,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,56,passed,1,,,7.05000019073,1.64703367822,1.5,0.14703367822,-3.21362608536,-3.21362608536,3,2022-01-28,6.76661498094,6.96999979019,-6.3127631797,-6.3127631797,MID_VOL
26,stage2:AGI:202bb1a936de,AGI,IS,2022-01-25,2022-01-26,2022-02-04,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,58,passed,1,,,7.15999984741,1.541154099,1.5,0.041154099,-5.55077244012,-5.55077244012,7,2022-02-04,6.72663501906,7.09999990463,-8.30985469965,-8.30985469965,MID_VOL
27,stage2:AGI:202bb1a936de,AGI,IS,2022-01-26,2022-01-27,2022-02-07,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.88999986649,3.77822818714,1.5,2.27822818714,4.23348500584,4.23348500584,7,2022-02-07,7.05646994281,6.75,-3.55555216474,-3.55555216474,MID_VOL
28,stage2:AGI:202bb1a936de,AGI,IS,2022-01-27,2022-01-28,2022-02-03,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.65000009537,3.75864378587,1.5,2.25864378587,-0.653730105732,-0.653730105732,4,2022-02-03,6.54672519063,6.57000017166,0,0,MID_VOL
29,stage2:AGI:202bb1a936de,AGI,IS,2022-01-28,2022-01-31,2022-02-07,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,16,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.73000001907,3.97395127642,1.5,2.47395127642,3.92511458998,3.92511458998,5,2022-02-07,7.05646994281,6.76999998093,-3.8404690219,-3.8404690219,MID_VOL
30,stage2:AGI:202bb1a936de,AGI,IS,2022-01-31,2022-02-01,2022-02-10,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,WEAK_FOLLOW_THROUGH,WEAK,46,bottom_fishing_failed,1,bottom_fishing_failed,,6.82999992371,1.67854113312,1.5,0.17854113312,-2.22207130661,-2.22207130661,7,2022-02-10,6.79660019063,6.92999982834,-6.06060043093,-6.06060043093,MID_VOL
31,stage2:AGI:202bb1a936de,AGI,IS,2022-02-01,2022-02-02,2022-02-07,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,57,passed,1,,,6.84999990463,1.54722247897,1.5,0.04722247897,2.86001579987,2.86001579987,3,2022-02-07,7.05646994281,6.84000015259,-4.82456018053,-4.82456018053,MID_VOL
32,stage2:AGI:202bb1a936de,AGI,IS,2022-02-02,2022-02-03,2022-02-07,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,29,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.76999998093,3.43584334772,1.5,1.93584334772,4.85574065327,4.85574065327,2,2022-02-07,7.05646994281,6.71000003815,-2.98062307203,-2.98062307203,MID_VOL
33,stage2:AGI:202bb1a936de,AGI,IS,2022-02-03,2022-02-04,2022-02-15,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.57999992371,3.3267709972,1.5,1.8267709972,10.6204614076,10.6204614076,7,2022-02-15,7.26636498094,6.55000019073,0,0,MID_VOL
34,stage2:AGI:202bb1a936de,AGI,IS,2022-02-04,2022-02-07,2022-02-10,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,14,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.63000011444,3.97627084161,1.5,2.47627084161,0.688116955704,0.688116955704,3,2022-02-10,6.79660019063,6.73000001907,-0.297176535859,-0.297176535859,MID_VOL
35,stage2:AGI:202bb1a936de,AGI,IS,2022-02-07,2022-02-08,2022-02-17,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,85,passed,1,,,7.09000015259,3.57321652648,1.5,2.07321652648,6.43534954553,6.43534954553,7,2022-02-17,7.53622996187,7.05999994278,-4.95750577148,-4.95750577148,MID_VOL
36,stage2:AGI:202bb1a936de,AGI,IS,2022-02-08,2022-02-09,2022-02-18,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,58,passed,1,,,7.09000015259,1.79160200449,1.5,0.29160200449,3.5803132316,3.5803132316,7,2022-02-18,7.38630486656,7.11000013351,-5.62588027917,-5.62588027917,MID_VOL
37,stage2:AGI:202bb1a936de,AGI,IS,2022-02-09,2022-02-10,2022-02-15,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,52,passed,1,,,7.03000020981,1.73003808077,1.5,0.23003808077,3.6477921465,3.6477921465,3,2022-02-15,7.26636498094,6.98999977112,-3.14735046343,-3.14735046343,MID_VOL
38,stage2:AGI:202bb1a936de,AGI,IS,2022-02-10,2022-02-11,2022-02-23,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,6.76000022888,1.65737302086,1.5,0.15737302086,13.2992000022,13.2992000022,7,2022-02-23,7.72613501906,6.80000019073,0,0,MID_VOL
39,stage2:AGI:202bb1a936de,AGI,IS,2022-02-11,2022-02-14,2022-02-18,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,75,passed,1,,,7.19999980927,1.83858651551,1.5,0.33858651551,1.71775749188,1.71775749188,4,2022-02-18,7.38630486656,7.23999977112,-3.45303878319,-3.45303878319,MID_VOL
40,stage2:AGI:202bb1a936de,AGI,IS,2022-02-14,2022-02-15,2022-02-22,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,89,passed,1,,,7.28999996185,2.15132576881,1.5,0.65132576881,1.6151941158,1.6151941158,4,2022-02-22,7.246375,7.11000013351,0,0,MID_VOL
41,stage2:AGI:202bb1a936de,AGI,IS,2022-02-15,2022-02-16,2022-02-17,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,HEALTHY_FOLLOW_THROUGH,HEALTHY,60,passed,1,,,7.17999982834,2.11941751027,1.5,0.61941751027,3.35654245756,3.35654245756,1,2022-02-17,7.53622996187,7.26999998093,0,0,MID_VOL
42,stage2:AGI:202bb1a936de,AGI,IS,2022-02-16,2022-02-17,2022-02-24,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,79,passed,1,,,7.36999988556,2.01083206245,1.5,0.51083206245,-4.48602359098,-4.48602359098,4,2022-02-24,7.16641507625,7.48000001907,-5.213901945,-5.213901945,MID_VOL
43,stage2:AGI:202bb1a936de,AGI,IS,2022-02-17,2022-02-18,2022-02-24,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,87,passed,1,,,7.53999996185,2.08261497566,1.5,0.58261497566,-5.24727467052,-5.24727467052,3,2022-02-24,7.16641507625,7.53999996185,-5.96816726176,-5.96816726176,MID_VOL
44,stage2:AGI:202bb1a936de,AGI,IS,2022-02-18,2022-02-22,2022-02-24,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,21,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.34000015259,2.21505466408,1.5,0.71505466408,-3.32096640171,-3.32096640171,2,2022-02-24,7.16641507625,7.38999986649,-4.0595361207,-4.0595361207,MID_VOL
45,stage2:AGI:202bb1a936de,AGI,IS,2022-02-22,2022-02-23,2022-02-24,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,18,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.21000003815,2.31810908745,1.5,0.81810908745,-1.45116615672,-1.45116615672,1,2022-02-24,7.16641507625,7.25,-2.20689444703,-2.20689444703,MID_VOL
46,stage2:AGI:202bb1a936de,AGI,IS,2022-02-23,2022-02-24,2022-03-07,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,16,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.34999990463,2.37259777851,1.5,0.87259777851,7.39652200328,7.39652200328,7,2022-03-07,8.32583492375,7.73000001907,-8.15006614341,-8.15006614341,MID_VOL
47,stage2:AGI:202bb1a936de,AGI,IS,2022-02-24,2022-02-25,2022-03-08,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,8,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.21999979019,2.30107103437,1.5,0.80107103437,10.6461774553,10.6461774553,7,2022-03-08,7.95602003813,7.17000007629,0,0,MID_VOL
48,stage2:AGI:202bb1a936de,AGI,IS,2022-02-25,2022-02-28,2022-03-09,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,53,passed,1,,,7.42999982834,2.30761043721,1.5,0.80761043721,11.0029954331,11.0029954331,7,2022-03-09,8.41579007625,7.55999994278,-2.11640011403,-2.11640011403,MID_VOL
49,stage2:AGI:202bb1a936de,AGI,IS,2022-02-28,2022-03-01,2022-03-03,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,37,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,7.36000013351,2.04868458818,1.5,0.54868458818,6.38422324933,6.38422324933,2,2022-03-03,7.90604484749,7.40999984741,0,0,MID_VOL
50,stage2:AGI:202bb1a936de,AGI,IS,2022-03-02,2022-03-03,2022-03-09,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,WEAK_FOLLOW_THROUGH,WEAK,47,passed,1,,,7.61999988556,2.13154127579,1.5,0.63154127579,10.1277758181,10.1277758181,4,2022-03-09,8.41579007625,7.61999988556,0,0,MID_VOL
51,stage2:AGI:202bb1a936de,AGI,IS,2022-03-03,2022-03-04,2022-03-07,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,79,passed,1,,,7.71000003815,2.75180899272,1.5,1.25180899272,4.94919509145,4.94919509145,1,2022-03-07,8.32583492375,7.90999984741,-1.76990985058,-1.76990985058,MID_VOL
52,stage2:AGI:202bb1a936de,AGI,IS,2022-03-08,2022-03-09,2022-03-14,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,STRONG_FOLLOW_THROUGH,STRONG,96,passed,1,,,8.43000030518,4.08568071032,1.5,2.58568071032,-2.73208830021,-2.73208830021,3,2022-03-14,7.76611498094,7.96000003815,0,0,MID_VOL
53,stage2:AGI:202bb1a936de,AGI,IS,2022-03-09,2022-03-10,2022-03-11,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,True,ALLOW,HEALTHY_FOLLOW_THROUGH,HEALTHY,66,passed,1,,,8.36999988556,4.13773159794,1.5,2.63773159794,0.953872373773,0.953872373773,1,2022-03-11,8.5257347331,8.42000007629,-0.356291362211,-0.356291362211,MID_VOL
54,stage2:AGI:202bb1a936de,AGI,IS,2022-03-14,2022-03-15,2022-03-24,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,0,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,8.06999969482,3.61284106554,1.5,2.11284106554,6.07222238869,6.07222238869,7,2022-03-24,8.26586545753,7.76999998093,0,0,MID_VOL
55,stage2:AGI:202bb1a936de,AGI,IS,2022-03-15,2022-03-16,2022-03-18,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,34,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,8.19999980927,6.66495727964,1.5,5.16495727964,2.97673789989,2.97673789989,2,2022-03-18,8.36581488562,8.10000038147,0,0,MID_VOL
56,stage2:AGI:202bb1a936de,AGI,IS,2022-03-16,2022-03-17,2022-03-21,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,26,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,8.18999958038,3.5949000116,1.5,2.0949000116,1.34571154751,1.34571154751,2,2022-03-21,8.37581011438,8.23999977112,-1.57767133557,-1.57767133557,MID_VOL
57,stage2:AGI:202bb1a936de,AGI,IS,2022-03-22,2022-03-23,2022-04-01,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,18,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,8.26000022888,3.49223292882,1.5,1.99223292882,4.18644359791,4.18644359791,7,2022-04-01,8.73562977123,8.35999965668,-5.98085578593,-5.98085578593,MID_VOL
58,stage2:AGI:202bb1a936de,AGI,IS,2022-03-24,2022-03-25,2022-04-01,APPROX_OHLC_SIGNALDATE_CLOSE_NO_EVENT_NEWS_REASONS,True,False,BLOCK,FAILED_FOLLOW_THROUGH,FAILED,32,failed_follow_through_q_lt_45,1,failed_follow_through_q_lt_45,,8.35999965668,3.65958568804,1.5,2.15958568804,5.32189653893,5.32189653893,5,2022-04-01,8.73562977123,8.27000045776,-4.95768200188,-4.95768200188,MID_VOL
