candidate_id,gene,oos_base_rate,oos_coverage,oos_lift_pp,oos_passed_count,oos_passed_positive_count,oos_positive_count,oos_precision,oos_reasons,oos_recall,oos_signal_count,stage,status,stress_base_rate,stress_coverage,stress_lift_pp,stress_passed_count,stress_passed_positive_count,stress_positive_count,stress_precision,stress_reasons,stress_recall,stress_signal_count,survivor,ticker,train_base_rate,train_coverage,train_fitness,train_lift_pp,train_oos_precision_gap,train_passed_count,train_passed_positive_count,train_positive_count,train_precision,train_reasons,train_recall,train_signal_count,train_stress_precision_gap
stage3:ABEV:9121d29b2b80,,,,,,,,,,,2,stage3,INSUFFICIENT_TRAIN_SIGNALS,,,,,,,,,,2,False,ABEV,,,,,,,,,,,,6,
stage3:ACLS:91f65753d85d,,,,,,,,,,,2,stage3,INSUFFICIENT_TRAIN_SIGNALS,,,,,,,,,,2,False,ACLS,,,,,,,,,,,,2,
stage3:ACMR:44c1e02681c4,"{""fitness"": 78.57838588579709, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""close_pos5"", ""q_high"": 0.9992290390119943, ""q_low"": 0.5950189361847056, ""value_high"": 0.9930517898069455, ""value_low"": 0.53910332388984}, {""feature"": ""single_up_day5_pct"", ""q_high"": 0.6578107211043315, ""q_low"": 0.38916257728863574, ""value_high"": 6.210074055775736, ""value_low"": 4.011804191129517}]}",0.7545454545454545,0.09090909090909091,-15.454545454545453,10,6,83,0.6,"[""passed_count_lt_11"", ""precision_lt_0.8045""]",0.07228915662650602,110,stage3,FAILED_GATE,0.5283018867924528,0.09433962264150944,-12.83018867924528,15,6,84,0.4,"[""passed_count_lt_16"", ""precision_lt_0.5783"", ""train_precision_gap_gt_0.20""]",0.07142857142857142,159,False,ACMR,0.5365239294710328,0.13602015113350127,78.57838588579709,16.717977423267094,0.10370370370370374,54,38,213,0.7037037037037037,[],0.1784037558685446,397,0.3037037037037037
stage3:ADMA:42437a3ee595,"{""fitness"": 85.37631661936298, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 1.0, ""q_low"": 0.7188489133318846, ""value_high"": 5.0, ""value_low"": 3.0}, {""feature"": ""pullback_from_high5_pct"", ""q_high"": 0.6825283817715906, ""q_low"": 0.16408894546810218, ""value_high"": 5.825557777531478, ""value_low"": 1.391492849335773}, {""feature"": ""single_up_day5_pct"", ""q_high"": 0.7470700015809457, ""q_low"": 0.202007205289995, ""value_high"": 4.568301469437781, ""value_low"": 1.7753155823628721}, {""feature"": ""fade_after_surge_score"", ""q_high"": 0.7981463285065052, ""q_low"": 0.0, ""value_high"": 6.152612112367871, ""value_low"": 0.0}]}",0.3793103448275862,0.20689655172413793,-21.26436781609195,6,1,11,0.16666666666666666,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.09090909090909091,29,stage3,FAILED_GATE,0.6320754716981132,0.0660377358490566,-20.350404312668463,7,3,67,0.42857142857142855,"[""passed_count_lt_11"", ""precision_lt_0.6821"", ""train_precision_gap_gt_0.20""]",0.04477611940298507,106,False,ADMA,0.46357615894039733,0.1390728476821192,85.37631661936298,27.45190791548408,0.5714285714285715,42,31,140,0.7380952380952381,[],0.22142857142857142,302,0.3095238095238096
stage3:ADPT:78c31f1ca209,"{""fitness"": 114.63532796317607, ""recent_turn_down_mode"": 1, ""rules"": [{""feature"": ""ret_d5_pct"", ""q_high"": 0.3641572927931977, ""q_low"": 0.09273012508958975, ""value_high"": -0.7660353267108487, ""value_low"": -3.253238942233424}]}",0.5952380952380952,0.11904761904761904,0.4761904761904745,5,3,25,0.6,"[""precision_lt_0.6452"", ""train_precision_gap_gt_0.20""]",0.12,42,stage3,FAILED_GATE,0.5641025641025641,0.23076923076923078,-0.8547008547008517,9,5,22,0.5555555555555556,"[""precision_lt_0.6141"", ""train_precision_gap_gt_0.20""]",0.22727272727272727,39,False,ADPT,0.7181818181818181,0.19090909090909092,114.63532796317607,28.181818181818187,0.4,21,21,79,1.0,[],0.26582278481012656,110,0.4444444444444444
stage3:AEIS:6e26f08a7c6d,"{""fitness"": 58.71312523042891, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d2_pct"", ""q_high"": 0.9032348469113904, ""q_low"": 0.3442031377984928, ""value_high"": 2.600804237169078, ""value_low"": -0.8063947908900874}, {""feature"": ""single_up_day5_pct"", ""q_high"": 0.8074659139912488, ""q_low"": 0.20733619267371126, ""value_high"": 3.901441306302367, ""value_low"": 1.4168923079259732}, {""feature"": ""fade_after_surge_score"", ""q_high"": 0.32566353028701184, ""q_low"": 0.026862720580091936, ""value_high"": 1.6859322404556392, ""value_low"": 0.0}]}",0.5310734463276836,0.096045197740113,-29.57793286806248,17,4,94,0.23529411764705882,"[""passed_count_lt_18"", ""precision_lt_0.5811"", ""train_precision_gap_gt_0.20""]",0.0425531914893617,177,stage3,FAILED_GATE,0.3712871287128713,0.07920792079207921,-5.878712871287128,16,5,75,0.3125,"[""passed_count_lt_21"", ""precision_lt_0.4500""]",0.06666666666666667,202,False,AEIS,0.3067961165048544,0.12815533980582525,58.71312523042891,19.320388349514563,0.2647058823529412,66,33,158,0.5,[],0.2088607594936709,515,0.1875
stage3:AES:2bd518bc9a7e,,,,,,,,,,,7,stage3,INSUFFICIENT_TRAIN_SIGNALS,,,,,,,,,,1,False,AES,,,,,,,,,,,,3,
stage3:AEVA:3c4e598fa5c7,"{""fitness"": 86.11215352503244, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d2_pct"", ""q_high"": 0.36984563501885254, ""q_low"": 0.07227175206936604, ""value_high"": -2.3305353053943936, ""value_low"": -8.252485328022406}, {""feature"": ""pullback_from_high5_pct"", ""q_high"": 1.0, ""q_low"": 0.6258767345471162, ""value_high"": 48.71794871794872, ""value_low"": 12.816451309715784}]}",0.7075471698113207,0.16037735849056603,17.480577136514984,17,15,75,0.8823529411764706,[],0.2,106,stage3,SURVIVOR,0.581081081081081,0.1554054054054054,20.152761457109293,23,18,86,0.782608695652174,[],0.20930232558139536,148,True,AEVA,0.6403785488958991,0.14826498422712933,86.11215352503244,14.685549365729244,-0.09511889862327905,47,37,203,0.7872340425531915,[],0.18226600985221675,317,0.0046253469010175685
stage3:ALGT:aec5dd5b1dc1,"{""fitness"": 75.9704378954379, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d4_pct"", ""q_high"": 0.7614181857717883, ""q_low"": 0.30554585173743565, ""value_high"": 1.8594067601060469, ""value_low"": -1.4438338731987947}, {""feature"": ""down_days5"", ""q_high"": 0.3107819949026394, ""q_low"": 0.10840481847967497, ""value_high"": 2.0, ""value_low"": 1.0840481847967496}]}",0.6382978723404256,0.19148936170212766,2.8368794326241065,9,6,30,0.6666666666666666,"[""precision_lt_0.6883""]",0.2,47,stage3,FAILED_GATE,0.4065934065934066,0.14285714285714285,-17.58241758241758,13,3,37,0.23076923076923078,"[""precision_lt_0.4566"", ""train_precision_gap_gt_0.20""]",0.08108108108108109,91,False,ALGT,0.3869047619047619,0.13095238095238096,75.9704378954379,24.945887445887443,-0.030303030303030276,22,14,65,0.6363636363636364,[],0.2153846153846154,168,0.40559440559440557
stage3:AMD:a01b055a1d13,"{""fitness"": 113.49782878411911, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d2_pct"", ""q_high"": 0.8601380555994911, ""q_low"": 0.38569400364378714, ""value_high"": 1.8251307519323015, ""value_low"": -0.8481099639531673}, {""feature"": ""cumulative_ret5_pct"", ""q_high"": 1.0, ""q_low"": 0.6119129022091531, ""value_high"": 9.548038757815803, ""value_low"": 3.4199754484150695}]}",0.625,0.0,-62.5,0,0,5,0.0,"[""passed_count_lt_3"", ""precision_lt_0.6750"", ""train_precision_gap_gt_0.20""]",0.0,8,stage3,FAILED_GATE,0.1,0.3,23.333333333333332,6,2,2,0.3333333333333333,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",1.0,20,False,AMD,0.41935483870967744,0.25806451612903225,113.49782878411911,45.564516129032256,0.875,8,7,13,0.875,[],0.5384615384615384,31,0.5416666666666667
stage3:AMSC:57bf3f342f43,"{""fitness"": 95.64777396745528, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 0.9815452812586208, ""q_low"": 0.6080485676518083, ""value_high"": 17.75708571906948, ""value_low"": 1.063623738522329}, {""feature"": ""down_days5"", ""q_high"": 0.582565196112685, ""q_low"": 0.2831254170043441, ""value_high"": 3.0, ""value_low"": 2.0}, {""feature"": ""close_pos5"", ""q_high"": 0.6898547943514375, ""q_low"": 0.27960566502432405, ""value_high"": 0.6524896913953334, ""value_low"": 0.20187778760051905}]}",0.6608695652173913,0.16521739130434782,-8.192219679633862,19,11,76,0.5789473684210527,"[""precision_lt_0.7109"", ""train_precision_gap_gt_0.20""]",0.14473684210526316,115,stage3,FAILED_GATE,0.5302013422818792,0.09395973154362416,-24.44870565675935,14,4,79,0.2857142857142857,"[""passed_count_lt_15"", ""precision_lt_0.5802"", ""train_precision_gap_gt_0.20""]",0.05063291139240506,149,False,AMSC,0.6348314606741573,0.12078651685393259,95.64777396745528,22.563365560491246,0.2815177478580171,43,37,226,0.8604651162790697,[],0.16371681415929204,356,0.574750830564784
stage3:AMZN:bdc7a3a74814,"{""fitness"": 22.233333333333327, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""days_since_high5"", ""q_high"": 0.9607482539541412, ""q_low"": 0.39643009335817336, ""value_high"": 3.6467342855872706, ""value_low"": 0.0}]}",0.0,0.75,0.0,3,0,0,0.0,"[""signal_count_lt_5"", ""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.0,4,stage3,FAILED_GATE,0.0,0.8,0.0,4,0,0,0.0,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.0,5,False,AMZN,0.3,0.9,22.233333333333327,3.3333333333333326,0.3333333333333333,9,3,3,0.3333333333333333,"[""precision_lt_0.5000""]",1.0,10,0.3333333333333333
stage3:ANET:fe220620802b,"{""fitness"": 87.49302922475647, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d4_pct"", ""q_high"": 0.673923686779832, ""q_low"": 0.05842339692326149, ""value_high"": 0.9423329565456092, ""value_low"": -3.1628586589562877}, {""feature"": ""ret_d3_pct"", ""q_high"": 0.4553349896292251, ""q_low"": 0.08917531649258092, ""value_high"": -0.11766776317367666, ""value_low"": -2.19298583559364}, {""feature"": ""ret_d1_pct"", ""q_high"": 0.6357278065381116, ""q_low"": 0.05981786750477944, ""value_high"": 0.5921811282700634, ""value_low"": -5.122665524869068}]}",0.56,0.04,-56.00000000000001,1,0,14,0.0,"[""passed_count_lt_3"", ""precision_lt_0.6100"", ""train_precision_gap_gt_0.20""]",0.0,25,stage3,FAILED_GATE,0.25,0.23333333333333334,10.714285714285715,14,5,15,0.35714285714285715,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.3333333333333333,60,False,ANET,0.3924050632911392,0.17721518987341772,87.49302922475647,32.18806509945751,0.7142857142857143,14,10,31,0.7142857142857143,[],0.3225806451612903,79,0.35714285714285715
stage3:APA:692dd6626ba8,"{""fitness"": 85.82646616541355, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""single_up_day5_pct"", ""q_high"": 1.0, ""q_low"": 0.6953022326445479, ""value_high"": 9.096229117488331, ""value_low"": 3.1054977204406486}, {""feature"": ""fade_after_surge_score"", ""q_high"": 1.0, ""q_low"": 0.5745824957897206, ""value_high"": 18.963230852462544, ""value_low"": 3.8693479225910945}]}",0.5555555555555556,0.2,-22.222222222222225,9,3,25,0.3333333333333333,"[""precision_lt_0.6056"", ""train_precision_gap_gt_0.20""]",0.12,45,stage3,FAILED_GATE,0.6555555555555556,0.3888888888888889,3.0158730158730163,35,24,59,0.6857142857142857,"[""precision_lt_0.7056""]",0.4067796610169492,90,False,APA,0.4342857142857143,0.16,85.82646616541355,28.000000000000004,0.380952380952381,28,20,76,0.7142857142857143,[],0.2631578947368421,175,0.02857142857142858
stage3:ARKW:296c057b4ef7,"{""fitness"": 102.34, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 0.37246539827173325, ""q_low"": 0.0, ""value_high"": -0.770614943388684, ""value_low"": -5.041494329278484}, {""feature"": ""single_up_day5_pct"", ""q_high"": 0.4899734393147767, ""q_low"": 0.04353723967392839, ""value_high"": 2.2401191581933064, ""value_low"": 0.6157657317551188}]}",0.1794871794871795,0.1794871794871795,24.908424908424905,7,3,7,0.42857142857142855,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.42857142857142855,39,stage3,FAILED_GATE,0.11538461538461539,0.15384615384615385,-11.538461538461538,4,0,3,0.0,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.0,26,False,ARKW,0.35714285714285715,0.14285714285714285,102.34,44.28571428571429,0.3714285714285715,10,8,25,0.8,[],0.32,70,0.8
stage3:AVAV:3d66945d7c65,"{""fitness"": 71.27922979158933, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d2_pct"", ""q_high"": 0.31626836760447186, ""q_low"": 0.05467520913186434, ""value_high"": -1.1725370868752485, ""value_low"": -4.678505603855938}, {""feature"": ""up_days5"", ""q_high"": 0.7781695024468513, ""q_low"": 0.0919655879219017, ""value_high"": 3.0, ""value_low"": 1.0}, {""feature"": ""pullback_from_high5_pct"", ""q_high"": 1.0, ""q_low"": 0.3318926938995125, ""value_high"": 24.63724058167067, ""value_low"": 2.517920153490333}, {""feature"": ""single_up_day5_pct"", ""q_high"": 0.595410533725877, ""q_low"": 0.034535283124948385, ""value_high"": 2.897067435499523, ""value_low"": -0.005130107025909492}]}",0.4954128440366973,0.10091743119266056,-13.177648040033363,11,4,54,0.36363636363636365,"[""precision_lt_0.5454"", ""train_precision_gap_gt_0.20""]",0.07407407407407407,109,stage3,FAILED_GATE,0.3475609756097561,0.1402439024390244,-8.669141039236477,23,6,57,0.2608695652173913,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.10526315789473684,164,False,AVAV,0.4157303370786517,0.12134831460674157,71.27922979158933,21.389929255097794,0.265993265993266,54,34,185,0.6296296296296297,[],0.1837837837837838,445,0.36876006441223835
stage3:AVGO:e4fd3cee2402,"{""fitness"": 83.32770270270271, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d2_pct"", ""q_high"": 0.48618813879939915, ""q_low"": 0.20978041845470746, ""value_high"": -0.18881936736076566, ""value_low"": -1.403970226724404}, {""feature"": ""close_pos5"", ""q_high"": 0.7138458647518696, ""q_low"": 0.0, ""value_high"": 0.8122198157651925, ""value_low"": 0.004748610253242742}]}",0.5,0.16666666666666666,50.0,1,1,3,1.0,"[""passed_count_lt_3""]",0.3333333333333333,6,stage3,FAILED_GATE,0.2,0.16666666666666666,20.0,5,2,6,0.4,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.3333333333333333,30,False,AVGO,0.2702702702702703,0.21621621621621623,83.32770270270271,35.47297297297297,-0.375,8,5,10,0.625,[],0.5,37,0.22499999999999998
stage3:AXON:25b116de3cd4,"{""fitness"": 24.198950921364712, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d3_pct"", ""q_high"": 1.0, ""q_low"": 0.7674248768558107, ""value_high"": 15.252196002919227, ""value_low"": 1.2016997021819282}]}",0.36633663366336633,0.26732673267326734,4.107077374404105,27,11,37,0.4074074074074074,"[""precision_lt_0.4500""]",0.2972972972972973,101,stage3,FAILED_GATE,0.3672316384180791,0.23728813559322035,-3.3898305084745783,42,14,65,0.3333333333333333,"[""precision_lt_0.4500""]",0.2153846153846154,177,False,AXON,0.3017241379310345,0.23275862068965517,24.198950921364712,10.56832694763729,0.0,108,44,140,0.4074074074074074,"[""precision_lt_0.5000""]",0.3142857142857143,464,0.07407407407407407
stage3:BB:f1bdfe7f8ad9,"{""fitness"": 96.07602339181288, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d4_pct"", ""q_high"": 0.3318559383878614, ""q_low"": 0.16619121599177017, ""value_high"": -0.6157759614696952, ""value_low"": -1.6800923143798057}]}",0.6363636363636364,0.2727272727272727,3.0303030303030276,3,2,7,0.6666666666666666,"[""precision_lt_0.6864""]",0.2857142857142857,11,stage3,FAILED_GATE,0.6153846153846154,0.07692307692307693,38.46153846153846,1,1,8,1.0,"[""passed_count_lt_3""]",0.125,13,False,BB,0.47368421052631576,0.23684210526315788,96.07602339181288,30.409356725146203,0.11111111111111116,9,7,18,0.7777777777777778,[],0.3888888888888889,38,-0.2222222222222222
stage3:BBIO:82c4a7aa36a9,"{""fitness"": 121.31447963800906, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d4_pct"", ""q_high"": 0.7169215382835783, ""q_low"": 0.19369190993113253, ""value_high"": 2.5374175202750946, ""value_low"": -3.010785898610611}, {""feature"": ""down_days5"", ""q_high"": 1.0, ""q_low"": 0.4678905941860406, ""value_high"": 5.0, ""value_low"": 2.807343565116244}]}",0.45454545454545453,0.45454545454545453,-5.454545454545451,15,6,15,0.4,"[""precision_lt_0.5045"", ""train_precision_gap_gt_0.20""]",0.4,33,stage3,FAILED_GATE,0.2692307692307692,0.46153846153846156,-1.9230769230769218,12,3,7,0.25,"[""precision_lt_0.4500"", ""train_precision_gap_gt_0.20""]",0.42857142857142855,26,False,BBIO,0.6538461538461539,0.34615384615384615,121.31447963800906,34.61538461538461,0.6,18,18,34,1.0,[],0.5294117647058824,52,0.75
