candidate_id,cluster_count,cluster_share,length_bucket,scope_max_cluster_length,scope_total_clusters,scope_total_signals,scope_type,scope_value,signal_count,signal_share,stage,ticker
stage3:AEIS:6e26f08a7c6d,76,0.4810126582278481,3일+,41,158,895,ENTITY,stage3:AEIS:6e26f08a7c6d,796,0.8893854748603351,stage3,AEIS
stage3:AES:2bd518bc9a7e,7,0.875,1일,4,8,11,ENTITY,stage3:AES:2bd518bc9a7e,7,0.6363636363636364,stage3,AES
stage3:AES:2bd518bc9a7e,0,0.0,2일,4,8,11,ENTITY,stage3:AES:2bd518bc9a7e,0,0.0,stage3,AES
stage3:AES:2bd518bc9a7e,1,0.125,3일+,4,8,11,ENTITY,stage3:AES:2bd518bc9a7e,4,0.36363636363636365,stage3,AES
stage3:AEVA:3c4e598fa5c7,82,0.49101796407185627,1일,32,167,571,ENTITY,stage3:AEVA:3c4e598fa5c7,82,0.1436077057793345,stage3,AEVA
stage3:AEVA:3c4e598fa5c7,22,0.1317365269461078,2일,32,167,571,ENTITY,stage3:AEVA:3c4e598fa5c7,44,0.07705779334500876,stage3,AEVA
stage3:AEVA:3c4e598fa5c7,63,0.3772455089820359,3일+,32,167,571,ENTITY,stage3:AEVA:3c4e598fa5c7,445,0.7793345008756567,stage3,AEVA
stage3:ALGT:aec5dd5b1dc1,80,0.5673758865248227,1일,10,141,307,ENTITY,stage3:ALGT:aec5dd5b1dc1,80,0.26058631921824105,stage3,ALGT
stage3:ALGT:aec5dd5b1dc1,26,0.18439716312056736,2일,10,141,307,ENTITY,stage3:ALGT:aec5dd5b1dc1,52,0.16938110749185667,stage3,ALGT
stage3:ALGT:aec5dd5b1dc1,35,0.24822695035460993,3일+,10,141,307,ENTITY,stage3:ALGT:aec5dd5b1dc1,175,0.5700325732899023,stage3,ALGT
stage3:AMD:a01b055a1d13,38,0.8085106382978723,1일,5,47,59,ENTITY,stage3:AMD:a01b055a1d13,38,0.6440677966101694,stage3,AMD
stage3:AMD:a01b055a1d13,8,0.1702127659574468,2일,5,47,59,ENTITY,stage3:AMD:a01b055a1d13,16,0.2711864406779661,stage3,AMD
stage3:AMD:a01b055a1d13,1,0.02127659574468085,3일+,5,47,59,ENTITY,stage3:AMD:a01b055a1d13,5,0.0847457627118644,stage3,AMD
stage3:AMSC:57bf3f342f43,89,0.49444444444444446,1일,26,180,621,ENTITY,stage3:AMSC:57bf3f342f43,89,0.143317230273752,stage3,AMSC
stage3:AMSC:57bf3f342f43,24,0.13333333333333333,2일,26,180,621,ENTITY,stage3:AMSC:57bf3f342f43,48,0.07729468599033816,stage3,AMSC
stage3:AMSC:57bf3f342f43,67,0.37222222222222223,3일+,26,180,621,ENTITY,stage3:AMSC:57bf3f342f43,484,0.7793880837359098,stage3,AMSC
stage3:AMZN:bdc7a3a74814,10,0.7142857142857143,1일,3,14,19,ENTITY,stage3:AMZN:bdc7a3a74814,10,0.5263157894736842,stage3,AMZN
stage3:AMZN:bdc7a3a74814,3,0.21428571428571427,2일,3,14,19,ENTITY,stage3:AMZN:bdc7a3a74814,6,0.3157894736842105,stage3,AMZN
stage3:AMZN:bdc7a3a74814,1,0.07142857142857142,3일+,3,14,19,ENTITY,stage3:AMZN:bdc7a3a74814,3,0.15789473684210525,stage3,AMZN
stage3:ANET:fe220620802b,66,0.6666666666666666,1일,7,99,165,ENTITY,stage3:ANET:fe220620802b,66,0.4,stage3,ANET
stage3:ANET:fe220620802b,18,0.18181818181818182,2일,7,99,165,ENTITY,stage3:ANET:fe220620802b,36,0.21818181818181817,stage3,ANET
stage3:ANET:fe220620802b,15,0.15151515151515152,3일+,7,99,165,ENTITY,stage3:ANET:fe220620802b,63,0.38181818181818183,stage3,ANET
stage3:APA:692dd6626ba8,80,0.5755395683453237,1일,10,139,310,ENTITY,stage3:APA:692dd6626ba8,80,0.25806451612903225,stage3,APA
stage3:APA:692dd6626ba8,22,0.15827338129496402,2일,10,139,310,ENTITY,stage3:APA:692dd6626ba8,44,0.14193548387096774,stage3,APA
stage3:APA:692dd6626ba8,37,0.26618705035971224,3일+,10,139,310,ENTITY,stage3:APA:692dd6626ba8,186,0.6,stage3,APA
stage3:ARKW:296c057b4ef7,59,0.7023809523809523,1일,8,84,135,ENTITY,stage3:ARKW:296c057b4ef7,59,0.43703703703703706,stage3,ARKW
stage3:ARKW:296c057b4ef7,15,0.17857142857142858,2일,8,84,135,ENTITY,stage3:ARKW:296c057b4ef7,30,0.2222222222222222,stage3,ARKW
stage3:ARKW:296c057b4ef7,10,0.11904761904761904,3일+,8,84,135,ENTITY,stage3:ARKW:296c057b4ef7,46,0.34074074074074073,stage3,ARKW
stage3:AVAV:3d66945d7c65,67,0.42948717948717946,1일,46,156,718,ENTITY,stage3:AVAV:3d66945d7c65,67,0.09331476323119778,stage3,AVAV
stage3:AVAV:3d66945d7c65,19,0.12179487179487179,2일,46,156,718,ENTITY,stage3:AVAV:3d66945d7c65,38,0.052924791086350974,stage3,AVAV
stage3:AVAV:3d66945d7c65,70,0.44871794871794873,3일+,46,156,718,ENTITY,stage3:AVAV:3d66945d7c65,613,0.8537604456824512,stage3,AVAV
stage3:AVGO:e4fd3cee2402,45,0.8653846153846154,1일,8,52,73,ENTITY,stage3:AVGO:e4fd3cee2402,45,0.6164383561643836,stage3,AVGO
stage3:AVGO:e4fd3cee2402,3,0.057692307692307696,2일,8,52,73,ENTITY,stage3:AVGO:e4fd3cee2402,6,0.0821917808219178,stage3,AVGO
stage3:AVGO:e4fd3cee2402,4,0.07692307692307693,3일+,8,52,73,ENTITY,stage3:AVGO:e4fd3cee2402,22,0.3013698630136986,stage3,AVGO
stage3:AXON:25b116de3cd4,54,0.3724137931034483,1일,51,145,744,ENTITY,stage3:AXON:25b116de3cd4,54,0.07258064516129033,stage3,AXON
stage3:AXON:25b116de3cd4,20,0.13793103448275862,2일,51,145,744,ENTITY,stage3:AXON:25b116de3cd4,40,0.053763440860215055,stage3,AXON
stage3:AXON:25b116de3cd4,71,0.4896551724137931,3일+,51,145,744,ENTITY,stage3:AXON:25b116de3cd4,650,0.8736559139784946,stage3,AXON
stage3:BB:f1bdfe7f8ad9,37,0.7708333333333334,1일,4,48,62,ENTITY,stage3:BB:f1bdfe7f8ad9,37,0.5967741935483871,stage3,BB
stage3:BB:f1bdfe7f8ad9,9,0.1875,2일,4,48,62,ENTITY,stage3:BB:f1bdfe7f8ad9,18,0.2903225806451613,stage3,BB
stage3:BB:f1bdfe7f8ad9,2,0.041666666666666664,3일+,4,48,62,ENTITY,stage3:BB:f1bdfe7f8ad9,7,0.11290322580645161,stage3,BB
stage3:BBIO:82c4a7aa36a9,55,0.7236842105263158,1일,5,76,111,ENTITY,stage3:BBIO:82c4a7aa36a9,55,0.4954954954954955,stage3,BBIO
stage3:BBIO:82c4a7aa36a9,14,0.18421052631578946,2일,5,76,111,ENTITY,stage3:BBIO:82c4a7aa36a9,28,0.25225225225225223,stage3,BBIO
stage3:BBIO:82c4a7aa36a9,7,0.09210526315789473,3일+,5,76,111,ENTITY,stage3:BBIO:82c4a7aa36a9,28,0.25225225225225223,stage3,BBIO
stage3:BE:b07b2e49fef8,86,0.7107438016528925,1일,9,121,210,ENTITY,stage3:BE:b07b2e49fef8,86,0.4095238095238095,stage3,BE
stage3:BE:b07b2e49fef8,15,0.12396694214876033,2일,9,121,210,ENTITY,stage3:BE:b07b2e49fef8,30,0.14285714285714285,stage3,BE
stage3:BE:b07b2e49fef8,20,0.1652892561983471,3일+,9,121,210,ENTITY,stage3:BE:b07b2e49fef8,94,0.44761904761904764,stage3,BE
stage3:BELFB:b031f5add884,59,0.7662337662337663,1일,3,77,98,ENTITY,stage3:BELFB:b031f5add884,59,0.6020408163265306,stage3,BELFB
stage3:BELFB:b031f5add884,15,0.19480519480519481,2일,3,77,98,ENTITY,stage3:BELFB:b031f5add884,30,0.30612244897959184,stage3,BELFB
stage3:BELFB:b031f5add884,3,0.03896103896103896,3일+,3,77,98,ENTITY,stage3:BELFB:b031f5add884,9,0.09183673469387756,stage3,BELFB
stage3:BIDU:926c6f7918c9,23,0.92,1일,2,25,27,ENTITY,stage3:BIDU:926c6f7918c9,23,0.8518518518518519,stage3,BIDU
stage3:BIDU:926c6f7918c9,2,0.08,2일,2,25,27,ENTITY,stage3:BIDU:926c6f7918c9,4,0.14814814814814814,stage3,BIDU
stage3:BIDU:926c6f7918c9,0,0.0,3일+,2,25,27,ENTITY,stage3:BIDU:926c6f7918c9,0,0.0,stage3,BIDU
stage3:BMA:0c978464f9dd,63,0.7974683544303798,1일,6,79,102,ENTITY,stage3:BMA:0c978464f9dd,63,0.6176470588235294,stage3,BMA
stage3:BMA:0c978464f9dd,13,0.16455696202531644,2일,6,79,102,ENTITY,stage3:BMA:0c978464f9dd,26,0.2549019607843137,stage3,BMA
stage3:BMA:0c978464f9dd,3,0.0379746835443038,3일+,6,79,102,ENTITY,stage3:BMA:0c978464f9dd,13,0.12745098039215685,stage3,BMA
stage3:BN:d264957fe5f6,67,0.6320754716981132,1일,13,106,231,ENTITY,stage3:BN:d264957fe5f6,67,0.29004329004329005,stage3,BN
stage3:BN:d264957fe5f6,19,0.1792452830188679,2일,13,106,231,ENTITY,stage3:BN:d264957fe5f6,38,0.1645021645021645,stage3,BN
stage3:BN:d264957fe5f6,20,0.18867924528301888,3일+,13,106,231,ENTITY,stage3:BN:d264957fe5f6,126,0.5454545454545454,stage3,BN
stage3:BTU:ecfcb41f1be2,79,0.6475409836065574,1일,9,122,235,ENTITY,stage3:BTU:ecfcb41f1be2,79,0.33617021276595743,stage3,BTU
stage3:BTU:ecfcb41f1be2,18,0.14754098360655737,2일,9,122,235,ENTITY,stage3:BTU:ecfcb41f1be2,36,0.15319148936170213,stage3,BTU
stage3:BTU:ecfcb41f1be2,25,0.20491803278688525,3일+,9,122,235,ENTITY,stage3:BTU:ecfcb41f1be2,120,0.5106382978723404,stage3,BTU
stage3:BWXT:f195725cb792,54,0.42857142857142855,1일,49,126,622,ENTITY,stage3:BWXT:f195725cb792,54,0.08681672025723473,stage3,BWXT
stage3:BWXT:f195725cb792,17,0.1349206349206349,2일,49,126,622,ENTITY,stage3:BWXT:f195725cb792,34,0.05466237942122187,stage3,BWXT
stage3:BWXT:f195725cb792,55,0.4365079365079365,3일+,49,126,622,ENTITY,stage3:BWXT:f195725cb792,534,0.8585209003215434,stage3,BWXT
stage3:C:8d6430f3dfbc,66,0.6407766990291263,1일,8,103,191,ENTITY,stage3:C:8d6430f3dfbc,66,0.34554973821989526,stage3,C
stage3:C:8d6430f3dfbc,17,0.1650485436893204,2일,8,103,191,ENTITY,stage3:C:8d6430f3dfbc,34,0.17801047120418848,stage3,C
stage3:C:8d6430f3dfbc,20,0.1941747572815534,3일+,8,103,191,ENTITY,stage3:C:8d6430f3dfbc,91,0.47643979057591623,stage3,C
stage3:CAPR:a51d615a0ff1,98,0.5697674418604651,1일,13,172,347,ENTITY,stage3:CAPR:a51d615a0ff1,98,0.2824207492795389,stage3,CAPR
stage3:CAPR:a51d615a0ff1,34,0.19767441860465115,2일,13,172,347,ENTITY,stage3:CAPR:a51d615a0ff1,68,0.19596541786743515,stage3,CAPR
stage3:CAPR:a51d615a0ff1,40,0.23255813953488372,3일+,13,172,347,ENTITY,stage3:CAPR:a51d615a0ff1,181,0.521613832853026,stage3,CAPR
stage3:CBRE:30fdb7f6db1e,78,0.5531914893617021,1일,10,141,335,ENTITY,stage3:CBRE:30fdb7f6db1e,78,0.23283582089552238,stage3,CBRE
stage3:CBRE:30fdb7f6db1e,23,0.16312056737588654,2일,10,141,335,ENTITY,stage3:CBRE:30fdb7f6db1e,46,0.1373134328358209,stage3,CBRE
stage3:CBRE:30fdb7f6db1e,40,0.28368794326241137,3일+,10,141,335,ENTITY,stage3:CBRE:30fdb7f6db1e,211,0.6298507462686567,stage3,CBRE
stage3:CBRL:677767a0b6a9,54,0.39416058394160586,1일,37,137,754,ENTITY,stage3:CBRL:677767a0b6a9,54,0.07161803713527852,stage3,CBRL
stage3:CBRL:677767a0b6a9,14,0.10218978102189781,2일,37,137,754,ENTITY,stage3:CBRL:677767a0b6a9,28,0.03713527851458886,stage3,CBRL
stage3:CBRL:677767a0b6a9,69,0.5036496350364964,3일+,37,137,754,ENTITY,stage3:CBRL:677767a0b6a9,672,0.8912466843501327,stage3,CBRL
stage3:CC:520ee91feeea,40,0.8695652173913043,1일,4,46,56,ENTITY,stage3:CC:520ee91feeea,40,0.7142857142857143,stage3,CC
stage3:CC:520ee91feeea,3,0.06521739130434782,2일,4,46,56,ENTITY,stage3:CC:520ee91feeea,6,0.10714285714285714,stage3,CC
stage3:CC:520ee91feeea,3,0.06521739130434782,3일+,4,46,56,ENTITY,stage3:CC:520ee91feeea,10,0.17857142857142858,stage3,CC
stage3:CIEN:2ed675d30868,50,0.8333333333333334,1일,3,60,73,ENTITY,stage3:CIEN:2ed675d30868,50,0.684931506849315,stage3,CIEN
stage3:CIEN:2ed675d30868,7,0.11666666666666667,2일,3,60,73,ENTITY,stage3:CIEN:2ed675d30868,14,0.1917808219178082,stage3,CIEN
stage3:CIEN:2ed675d30868,3,0.05,3일+,3,60,73,ENTITY,stage3:CIEN:2ed675d30868,9,0.1232876712328767,stage3,CIEN
stage3:CIGI:2067519c6762,76,0.42696629213483145,1일,14,178,492,ENTITY,stage3:CIGI:2067519c6762,76,0.15447154471544716,stage3,CIGI
stage3:CIGI:2067519c6762,42,0.23595505617977527,2일,14,178,492,ENTITY,stage3:CIGI:2067519c6762,84,0.17073170731707318,stage3,CIGI
stage3:CIGI:2067519c6762,60,0.33707865168539325,3일+,14,178,492,ENTITY,stage3:CIGI:2067519c6762,332,0.6747967479674797,stage3,CIGI
stage3:CLDX:99264f63b69d,10,1.0,1일,1,10,10,ENTITY,stage3:CLDX:99264f63b69d,10,1.0,stage3,CLDX
stage3:CLDX:99264f63b69d,0,0.0,2일,1,10,10,ENTITY,stage3:CLDX:99264f63b69d,0,0.0,stage3,CLDX
stage3:CLDX:99264f63b69d,0,0.0,3일+,1,10,10,ENTITY,stage3:CLDX:99264f63b69d,0,0.0,stage3,CLDX
stage3:CLF:869ed9e90afb,53,0.7794117647058824,1일,5,68,87,ENTITY,stage3:CLF:869ed9e90afb,53,0.6091954022988506,stage3,CLF
stage3:CLF:869ed9e90afb,13,0.19117647058823528,2일,5,68,87,ENTITY,stage3:CLF:869ed9e90afb,26,0.2988505747126437,stage3,CLF
stage3:CLF:869ed9e90afb,2,0.029411764705882353,3일+,5,68,87,ENTITY,stage3:CLF:869ed9e90afb,8,0.09195402298850575,stage3,CLF
stage3:COHR:10ef1bf6b0d1,87,0.5370370370370371,1일,13,162,412,ENTITY,stage3:COHR:10ef1bf6b0d1,87,0.2111650485436893,stage3,COHR
stage3:COHR:10ef1bf6b0d1,21,0.12962962962962962,2일,13,162,412,ENTITY,stage3:COHR:10ef1bf6b0d1,42,0.10194174757281553,stage3,COHR
stage3:COHR:10ef1bf6b0d1,54,0.3333333333333333,3일+,13,162,412,ENTITY,stage3:COHR:10ef1bf6b0d1,283,0.6868932038834952,stage3,COHR
stage3:CRS:8695c9ce3320,72,0.72,1일,7,100,155,ENTITY,stage3:CRS:8695c9ce3320,72,0.4645161290322581,stage3,CRS
stage3:CRS:8695c9ce3320,14,0.14,2일,7,100,155,ENTITY,stage3:CRS:8695c9ce3320,28,0.18064516129032257,stage3,CRS
stage3:CRS:8695c9ce3320,14,0.14,3일+,7,100,155,ENTITY,stage3:CRS:8695c9ce3320,55,0.3548387096774194,stage3,CRS
stage3:CSIQ:030ce2015af8,72,0.42857142857142855,1일,27,168,669,ENTITY,stage3:CSIQ:030ce2015af8,72,0.10762331838565023,stage3,CSIQ
stage3:CSIQ:030ce2015af8,26,0.15476190476190477,2일,27,168,669,ENTITY,stage3:CSIQ:030ce2015af8,52,0.07772795216741404,stage3,CSIQ
stage3:CSIQ:030ce2015af8,70,0.4166666666666667,3일+,27,168,669,ENTITY,stage3:CSIQ:030ce2015af8,545,0.8146487294469357,stage3,CSIQ
stage3:CVNA:8d8594e95b89,66,0.4049079754601227,1일,30,163,711,ENTITY,stage3:CVNA:8d8594e95b89,66,0.09282700421940929,stage3,CVNA
stage3:CVNA:8d8594e95b89,26,0.15950920245398773,2일,30,163,711,ENTITY,stage3:CVNA:8d8594e95b89,52,0.07313642756680731,stage3,CVNA
stage3:CVNA:8d8594e95b89,71,0.43558282208588955,3일+,30,163,711,ENTITY,stage3:CVNA:8d8594e95b89,593,0.8340365682137834,stage3,CVNA
stage3:CW:81ce9154b422,28,0.2828282828282828,1일,81,99,1072,ENTITY,stage3:CW:81ce9154b422,28,0.026119402985074626,stage3,CW
stage3:CW:81ce9154b422,11,0.1111111111111111,2일,81,99,1072,ENTITY,stage3:CW:81ce9154b422,22,0.020522388059701493,stage3,CW
stage3:CW:81ce9154b422,60,0.6060606060606061,3일+,81,99,1072,ENTITY,stage3:CW:81ce9154b422,1022,0.9533582089552238,stage3,CW
stage3:DB:3fddd15661db,79,0.6810344827586207,1일,10,116,210,ENTITY,stage3:DB:3fddd15661db,79,0.3761904761904762,stage3,DB
stage3:DB:3fddd15661db,17,0.14655172413793102,2일,10,116,210,ENTITY,stage3:DB:3fddd15661db,34,0.1619047619047619,stage3,DB
stage3:DB:3fddd15661db,20,0.1724137931034483,3일+,10,116,210,ENTITY,stage3:DB:3fddd15661db,97,0.46190476190476193,stage3,DB
stage3:DBRG:5eba9682ac09,26,0.7878787878787878,1일,6,33,47,ENTITY,stage3:DBRG:5eba9682ac09,26,0.5531914893617021,stage3,DBRG
stage3:DBRG:5eba9682ac09,3,0.09090909090909091,2일,6,33,47,ENTITY,stage3:DBRG:5eba9682ac09,6,0.1276595744680851,stage3,DBRG
stage3:DBRG:5eba9682ac09,4,0.12121212121212122,3일+,6,33,47,ENTITY,stage3:DBRG:5eba9682ac09,15,0.3191489361702128,stage3,DBRG
stage3:DDOG:6c41f43018cf,72,0.4260355029585799,1일,29,169,696,ENTITY,stage3:DDOG:6c41f43018cf,72,0.10344827586206896,stage3,DDOG
stage3:DDOG:6c41f43018cf,25,0.14792899408284024,2일,29,169,696,ENTITY,stage3:DDOG:6c41f43018cf,50,0.07183908045977011,stage3,DDOG
stage3:DDOG:6c41f43018cf,72,0.4260355029585799,3일+,29,169,696,ENTITY,stage3:DDOG:6c41f43018cf,574,0.8247126436781609,stage3,DDOG
stage3:DELL:47ee59ff823b,50,0.3968253968253968,1일,51,126,904,ENTITY,stage3:DELL:47ee59ff823b,50,0.05530973451327434,stage3,DELL
stage3:DELL:47ee59ff823b,9,0.07142857142857142,2일,51,126,904,ENTITY,stage3:DELL:47ee59ff823b,18,0.01991150442477876,stage3,DELL
stage3:DELL:47ee59ff823b,67,0.5317460317460317,3일+,51,126,904,ENTITY,stage3:DELL:47ee59ff823b,836,0.9247787610619469,stage3,DELL
stage3:DHI:3d6a4f6f0b99,7,0.875,1일,3,8,10,ENTITY,stage3:DHI:3d6a4f6f0b99,7,0.7,stage3,DHI
stage3:DHI:3d6a4f6f0b99,0,0.0,2일,3,8,10,ENTITY,stage3:DHI:3d6a4f6f0b99,0,0.0,stage3,DHI
stage3:DHI:3d6a4f6f0b99,1,0.125,3일+,3,8,10,ENTITY,stage3:DHI:3d6a4f6f0b99,3,0.3,stage3,DHI
